Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap
cfd,missile0.2M,h_areas,0,cuda_time_step,841446453.41,78.17,28870,1251115554.01,78.17,23008,26.51,24330.08,6.35,16.44,0.3,0.25,0.3,7.52,7.52,673506258692.63,26.51,78.17,31.33,6.0,0.0,12.18,0.13,92.56,1,0.07,7.44,30.8,32.0,164.54,163.58,163.58,1818.0,581760,1828.64,585165,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.12,76.75,60,93.75,111,0x7f0c92000000,0x7f0c920e3400,930816,5,52,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_time_step,841446453.41,78.17,28870,1251115554.01,78.17,23008,26.51,24330.08,6.35,16.44,0.3,0.25,0.3,7.52,7.52,673506258692.63,26.51,78.17,31.33,6.0,0.0,12.18,0.13,92.56,1,0.07,7.44,30.8,32.0,164.54,163.58,163.58,1818.0,581760,1828.64,585165,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.12,76.75,60,93.75,111,0x7f0c92200000,0x7f0c9258d000,3723264,20,26,3636.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_time_step,841446453.41,78.17,28870,1251115554.01,78.17,23008,26.51,24330.08,6.35,16.44,0.3,0.25,0.3,7.52,7.52,673506258692.63,26.51,78.17,31.33,6.0,0.0,12.18,0.13,92.56,1,0.07,7.44,30.8,32.0,164.54,163.58,163.58,1818.0,581760,1828.64,585165,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.12,76.75,60,93.75,111,0x7f0c92600000,0x7f0c930a7000,11169792,65,34,10908.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_compute_flux,879217273.95,41.11,92894,1300356593.94,41.15,71136,41.15,80393.44,34.34,33.87,1.57,1.37,1.58,39.52,39.52,370081871345.03,41.15,41.11,73.37,7.53,25.92,6.92,0.69,59.83,1,0.4,40.17,23.01,24.1,17.33,17.22,17.22,31568.09,10101789,31768.88,10166040,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.23,42.54,30,46.88,111,0x7f0c92000000,0x7f0c920e3400,930816,5,52,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_compute_flux,879217273.95,41.11,92894,1300356593.94,41.15,71136,41.15,80393.44,34.34,33.87,1.57,1.37,1.58,39.52,39.52,370081871345.03,41.15,41.11,73.37,7.53,25.92,6.92,0.69,59.83,1,0.4,40.17,23.01,24.1,17.33,17.22,17.22,31568.09,10101789,31768.88,10166040,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.23,42.54,30,46.88,111,0x7f0c92200000,0x7f0c9258d000,3723264,20,26,3636.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_compute_flux,879217273.95,41.11,92894,1300356593.94,41.15,71136,41.15,80393.44,34.34,33.87,1.57,1.37,1.58,39.52,39.52,370081871345.03,41.15,41.11,73.37,7.53,25.92,6.92,0.69,59.83,1,0.4,40.17,23.01,24.1,17.33,17.22,17.22,31568.09,10101789,31768.88,10166040,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.23,42.54,30,46.88,111,0x7f0c92600000,0x7f0c930a7000,11169792,65,34,10908.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_time_step,839235127.48,79.82,28262,1247130252.6,79.82,22592,27.07,24230.91,6.49,16.51,0.3,0.26,0.3,7.55,7.55,685924929178.47,27.07,79.82,31.34,6.13,0.0,12.15,0.13,92.53,1,0.07,7.47,30.8,32.0,163.55,162.59,162.59,1818.0,581760,1828.79,585212,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.51,77.36,60,93.75,111,0x7f0c92000000,0x7f0c920e3400,930816,5,52,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_time_step,839235127.48,79.82,28262,1247130252.6,79.82,22592,27.07,24230.91,6.49,16.51,0.3,0.26,0.3,7.55,7.55,685924929178.47,27.07,79.82,31.34,6.13,0.0,12.15,0.13,92.53,1,0.07,7.47,30.8,32.0,163.55,162.59,162.59,1818.0,581760,1828.79,585212,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.51,77.36,60,93.75,111,0x7f0c92200000,0x7f0c9258d000,3723264,20,26,3636.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_time_step,839235127.48,79.82,28262,1247130252.6,79.82,22592,27.07,24230.91,6.49,16.51,0.3,0.26,0.3,7.55,7.55,685924929178.47,27.07,79.82,31.34,6.13,0.0,12.15,0.13,92.53,1,0.07,7.47,30.8,32.0,163.55,162.59,162.59,1818.0,581760,1828.79,585212,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.51,77.36,60,93.75,111,0x7f0c92600000,0x7f0c930a7000,11169792,65,34,10908.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_compute_step_factor,751719056.97,59.24,18152,1109456859.86,59.24,16288,18.49,16023.02,31.4,13.62,1.4,1.24,1.42,35.41,35.41,456017681728.88,18.49,59.24,14.74,8.92,0.0,11.89,0.86,64.45,1,0.36,35.55,21.68,23.25,33.77,33.46,33.46,5622.97,1799351,5674.5,1815840,192,1212,20,0,0,0,232704,1.52,32,14,32,10,47.61,74.39,60,93.75,111,0x7f0c92000000,0x7f0c920e3400,930816,5,52,1024.0,0.0,0.0
