kernel,InputData,advise0,advise1,advise2,advise3,advise4,advise5,variant,TimePerc,Time,calls,AVG,MIN,MAX
Kernel,graph1MW.6,0,0,0,0,0,0,0,14.41,0.59027,12,0.049189,0.00864,0.215455
Kernel,graph4096,1,5,3,1,0,0,153100,18.44,0.051296,8,0.006409999999999999,0.0041,0.00758
Kernel,graph65536,0,0,3,0,0,0,3000,22.45,0.090175,10,0.00902,0.00419,0.016896
Kernel2,graph1MW.6,0,0,0,4,0,0,400,6.14,0.278814,12,0.023234,0.0073,0.055872000000000005
Kernel2,graph4096,1,5,3,1,0,0,153100,10.09,0.028064,8,0.00351,0.00339,0.00371
Kernel2,graph65536,4,4,2,1,0,0,442100,6.63,0.046336,10,0.00463,0.0036200000000000004,0.00634
