InputData,Kernel,Data,DataID,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,Costs,label
880,Fan1,m,2,750522690.4912,8.4026,4431.2,1122520035.1076,8.4026,3948.8,1.0756,67.40179999999998,0.10499999999999997,50.485399999999984,0.2607999999999999,0.0,0.27479999999999977,6.8612,6.8612,64545735125.95001,0.9002,8.4026,53.792399999999994,0.10339999999999996,1.4524000000000006,3.1560000000000006,0.10480000000000003,92.82600000000002,1.0,0.07059999999999997,7.174000000000001,28.983,31.52980000000001,46.24040000000001,43.9878,43.9878,4.398199999999997,1406.4,4.618199999999995,1478.4,512.0,2.0,17.0,0.0,0.0,0.0,1024.0,0.010000000000000005,32.0,5.0,32.0,4.0,12.106800000000005,18.916400000000007,64.0,100.0,111,0x7f241e600000,0x7f241e8f4400,3097600,11,3,3028.0,0.0,0.0,"0.003302857142857144, 0.004197755102040817, 0.004370408163265305, 0.004284489795918367, 0.004229183673469388, 0.004334081632653061, 0.004265102040816326", 0
880,Fan2,a,0,871652604.7591999,9.253800000000004,107744.5,1302067967.7430007,11.6152,82702.08,11.6152,82832.2682,4.358599999999999,11.3472,0.22620000000000026,0.1744,0.22620000000000026,5.6686000000000005,5.6686000000000005,82599437347.7592,10.8604,11.486800000000002,91.58420000000002,3.8048,52.96740000000002,1.394,0.07619999999999999,92.60920000000002,1.0,0.07199999999999995,7.390800000000001,14.446400000000004,15.952000000000005,18.884800000000006,18.8656,18.8656,4688.822200000001,1500423.04,4693.388000000001,1501884.22,16.0,48400.0,16.0,0.0,0.0,0.0,774400.0,18.909999999999997,32.0,128.0,32.0,64.0,4.4026000000000005,6.8779999999999974,32.0,50.0,111,0x7f241e000000,0x7f241e2f4400,3097600,22,5,3028.0,3028.000256000001,0.0,"0.08044344897959185, 0.08037575510204084, 0.08038759183673469, 0.08037434693877553, 0.08037304081632654, 0.08035746938775508, 0.08025783673469387", 6
880,Fan2,b,1,871652604.7591999,9.253800000000004,107744.5,1302067967.7430007,11.6152,82702.08,11.6152,82832.2682,4.358599999999999,11.3472,0.22620000000000026,0.1744,0.22620000000000026,5.6686000000000005,5.6686000000000005,82599437347.7592,10.8604,11.486800000000002,91.58420000000002,3.8048,52.96740000000002,1.394,0.07619999999999999,92.60920000000002,1.0,0.07199999999999995,7.390800000000001,14.446400000000004,15.952000000000005,18.884800000000006,18.8656,18.8656,4688.822200000001,1500423.04,4693.388000000001,1501884.22,16.0,48400.0,16.0,0.0,0.0,0.0,774400.0,18.909999999999997,32.0,128.0,32.0,64.0,4.4026000000000005,6.8779999999999974,32.0,50.0,111,0x7f241e400000,0x7f241e400dc0,3520,2,98,4.0,4.0,0.0,"0.08031604081632655, 0.08040842857142856, 0.08037875510204082, 0.08037830612244896, 0.08035365306122448, 0.08037148979591838, 0.08036281632653061", 4
880,Fan2,m,2,871652604.7591999,9.253800000000004,107744.5,1302067967.7430007,11.6152,82702.08,11.6152,82832.2682,4.358599999999999,11.3472,0.22620000000000026,0.1744,0.22620000000000026,5.6686000000000005,5.6686000000000005,82599437347.7592,10.8604,11.486800000000002,91.58420000000002,3.8048,52.96740000000002,1.394,0.07619999999999999,92.60920000000002,1.0,0.07199999999999995,7.390800000000001,14.446400000000004,15.952000000000005,18.884800000000006,18.8656,18.8656,4688.822200000001,1500423.04,4693.388000000001,1501884.22,16.0,48400.0,16.0,0.0,0.0,0.0,774400.0,18.909999999999997,32.0,128.0,32.0,64.0,4.4026000000000005,6.8779999999999974,32.0,50.0,111,0x7f241e600000,0x7f241e8f4400,3097600,11,3,3028.0,0.0,0.0,"0.08041551020408165, 0.0802921224489796, 0.08042895918367349, 0.08039806122448981, 0.08036779591836735, 0.08033181632653062, 0.0803352244897959", 5
896,Fan1,a,0,780997768.5336,7.796400000000001,4692.86,1168516513.533,7.796400000000001,4063.36,1.0328000000000004,73.2346,0.09979999999999996,47.27160000000002,0.2428000000000001,0.0,0.25559999999999994,6.3854,6.3854,62346680525.6798,0.8394000000000001,7.796400000000001,53.71400000000001,0.086,1.4495999999999996,3.07,0.099,93.2362,1.0,0.06899999999999996,6.7638,29.055800000000005,31.606200000000005,47.69620000000001,45.39860000000001,45.39860000000001,4.4495999999999984,1423.2,4.669599999999997,1495.2,512.0,2.0,17.0,0.0,0.0,0.0,1024.0,0.010000000000000005,32.0,5.0,32.0,4.0,11.726199999999995,18.3222,64.0,100.0,111,0x7f9cde000000,0x7f9cde310000,3211264,23,5,3136.0,3136.000256000001,0.0,"0.0033963265306122445, 0.004573877551020409, 0.004656734693877552, 0.004670204081632652, 0.004647551020408163, 0.004750816326530613, 0.004729387755102041", 0
896,Fan1,b,1,780997768.5336,7.796400000000001,4692.86,1168516513.533,7.796400000000001,4063.36,1.0328000000000004,73.2346,0.09979999999999996,47.27160000000002,0.2428000000000001,0.0,0.25559999999999994,6.3854,6.3854,62346680525.6798,0.8394000000000001,7.796400000000001,53.71400000000001,0.086,1.4495999999999996,3.07,0.099,93.2362,1.0,0.06899999999999996,6.7638,29.055800000000005,31.606200000000005,47.69620000000001,45.39860000000001,45.39860000000001,4.4495999999999984,1423.2,4.669599999999997,1495.2,512.0,2.0,17.0,0.0,0.0,0.0,1024.0,0.010000000000000005,32.0,5.0,32.0,4.0,11.726199999999995,18.3222,64.0,100.0,111,0x7f9cde400000,0x7f9cde400e00,3584,2,95,4.0,4.0,0.0,"0.0045736734693877555, 0.004484897959183674, 0.0045451020408163265, 0.004428775510204081, 0.004456938775510204, 0.004491836734693878, 0.004443673469387754", 6
896,Fan1,m,2,780997768.5336,7.796400000000001,4692.86,1168516513.533,7.796400000000001,4063.36,1.0328000000000004,73.2346,0.09979999999999996,47.27160000000002,0.2428000000000001,0.0,0.25559999999999994,6.3854,6.3854,62346680525.6798,0.8394000000000001,7.796400000000001,53.71400000000001,0.086,1.4495999999999996,3.07,0.099,93.2362,1.0,0.06899999999999996,6.7638,29.055800000000005,31.606200000000005,47.69620000000001,45.39860000000001,45.39860000000001,4.4495999999999984,1423.2,4.669599999999997,1495.2,512.0,2.0,17.0,0.0,0.0,0.0,1024.0,0.010000000000000005,32.0,5.0,32.0,4.0,11.726199999999995,18.3222,64.0,100.0,111,0x7f9cde600000,0x7f9cde910000,3211264,11,5,3136.0,0.0,0.0,"0.0034281632653061236, 0.004715102040816327, 0.004689795918367348, 0.004577755102040816, 0.004642857142857142, 0.0046581632653061224, 0.004713061224489795", 0
896,Fan2,a,0,870867242.0792001,9.207000000000004,111477.36,1301273605.782,10.6512,85624.96,10.6048,86970.21960000001,4.368600000000002,11.618,0.2242000000000002,0.1746,0.22440000000000015,5.607199999999999,5.607199999999999,82100652662.31499,9.335200000000002,10.6512,93.2972,3.8131999999999993,61.37320000000002,1.3532000000000002,0.07559999999999999,92.59220000000003,1.0,0.07239999999999996,7.4078,14.447000000000005,15.952000000000005,18.2748,18.2568,18.2568,4863.632200000001,1556361.92,4868.269400000002,1557846.06,16.0,50176.0,16.0,0.0,0.0,0.0,802816.0,19.600000000000016,32.0,128.0,32.0,64.0,4.238799999999999,6.624199999999999,32.0,50.0,111,0x7f9cde000000,0x7f9cde310000,3211264,23,5,3136.0,3136.000256000001,0.0,"0.08305640816326532, 0.08312787755102041, 0.08310542857142854, 0.08310232653061222, 0.08302830612244896, 0.08304167346938775, 0.08305926530612247", 4
896,Fan2,b,1,870867242.0792001,9.207000000000004,111477.36,1301273605.782,10.6512,85624.96,10.6048,86970.21960000001,4.368600000000002,11.618,0.2242000000000002,0.1746,0.22440000000000015,5.607199999999999,5.607199999999999,82100652662.31499,9.335200000000002,10.6512,93.2972,3.8131999999999993,61.37320000000002,1.3532000000000002,0.07559999999999999,92.59220000000003,1.0,0.07239999999999996,7.4078,14.447000000000005,15.952000000000005,18.2748,18.2568,18.2568,4863.632200000001,1556361.92,4868.269400000002,1557846.06,16.0,50176.0,16.0,0.0,0.0,0.0,802816.0,19.600000000000016,32.0,128.0,32.0,64.0,4.238799999999999,6.624199999999999,32.0,50.0,111,0x7f9cde400000,0x7f9cde400e00,3584,2,95,4.0,4.0,0.0,"0.08305067346938777, 0.08310051020408162, 0.08309891836734695, 0.08307251020408161, 0.08304322448979591, 0.08307730612244899, 0.08307814285714285", 1
896,Fan2,m,2,870867242.0792001,9.207000000000004,111477.36,1301273605.782,10.6512,85624.96,10.6048,86970.21960000001,4.368600000000002,11.618,0.2242000000000002,0.1746,0.22440000000000015,5.607199999999999,5.607199999999999,82100652662.31499,9.335200000000002,10.6512,93.2972,3.8131999999999993,61.37320000000002,1.3532000000000002,0.07559999999999999,92.59220000000003,1.0,0.07239999999999996,7.4078,14.447000000000005,15.952000000000005,18.2748,18.2568,18.2568,4863.632200000001,1556361.92,4868.269400000002,1557846.06,16.0,50176.0,16.0,0.0,0.0,0.0,802816.0,19.600000000000016,32.0,128.0,32.0,64.0,4.238799999999999,6.624199999999999,32.0,50.0,111,0x7f9cde600000,0x7f9cde910000,3211264,11,5,3136.0,0.0,0.0,"0.08318395918367345, 0.08314757142857143, 0.08304136734693877, 0.08304659183673468, 0.08293393877551022, 0.08309491836734695, 0.0830729387755102", 2
