@relation AWS_top5_2689data-weka.filters.unsupervised.instance.RemovePercentage-P40.0

@attribute Benchmark {bfs,cfd,hotspot,gaussian}
@attribute InputData {graph1MW.6,graph4096,graph65536,097K,193K,missile0.2M,1024,128,2048,256,4096,512,64,8192,1008,112,144,16,160,176,192,208,224,240,272,288,304,32,320,336,352,368,384,400,416,432,448,464,48,480,496,528,544,560,576,592,608,624,640,656,672,688,704,720,736,752,768,784,80,800,816,832,848,864,880,896,912,928,944,96,960,976,992,matrix1024,matrix16,matrix208,matrix3,matrix304,matrix32,matrix320,matrix336,matrix368,matrix384,matrix4}
@attribute Data {h_graph_nodes,h_graph_mask,h_updating_graph_mask,h_graph_visited,h_areas,h_elements_surrounding_elements,h_normals,FilesavingTemp,FilesavingPower,a,b,m}
@attribute DataID numeric
@attribute Kernel {Kernel2,Kernel,cuda_compute_step_factor,cuda_compute_flux,cuda_time_step,calculate_temp,Fan2,Fan1}
@attribute 'Memory Frequency' numeric
@attribute 'SOL FB' numeric
@attribute 'Elapsed Cycles' numeric
@attribute 'SM Frequency' numeric
@attribute 'Memory [\%]' numeric
@attribute Duration numeric
@attribute 'SOL L2' numeric
@attribute 'SM Active Cycles' numeric
@attribute 'SM [\%]' numeric
@attribute 'SOL TEX' numeric
@attribute 'Executed Ipc Active' numeric
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Ipc Active' numeric
@attribute 'Issue Slots Busy' numeric
@attribute 'SM Busy' numeric
@attribute 'Memory Throughput' numeric
@attribute 'Mem Busy' numeric
@attribute 'Max Bandwidth' numeric
@attribute 'L2 Hit Rate' numeric
@attribute 'Mem Pipes Busy' numeric
@attribute 'L1 Hit Rate' numeric
@attribute 'Active Warps Per Scheduler' numeric
@attribute 'Eligible Warps Per Scheduler' numeric
@attribute 'No Eligible' numeric
@attribute 'Instructions Per Active Issue Slot' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'One or More Eligible' numeric
@attribute 'Avg. Not Predicated Off Threads Per Warp' numeric
@attribute 'Avg. Active Threads Per Warp' numeric
@attribute 'Warp Cycles Per Executed Instruction' numeric
@attribute 'Warp Cycles Per Issued Instruction' numeric
@attribute 'Warp Cycles Per Issue Active' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Executed Instructions' numeric
@attribute 'Avg. Issued Instructions Per Scheduler' numeric
@attribute 'Issued Instructions' numeric
@attribute 'Block Size' numeric
@attribute 'Grid Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute 'Shared Memory Configuration Size' numeric
@attribute 'Dynamic Shared Memory Per Block' numeric
@attribute 'Static Shared Memory Per Block' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Shared Mem' numeric
@attribute 'Block Limit Warps' numeric
@attribute 'Achieved Active Warps Per SM' numeric
@attribute 'Achieved Occupancy' numeric
@attribute 'Theoretical Active Warps per SM' numeric
@attribute 'Theoretical Occupancy' numeric
@attribute variant numeric
@attribute BeginAddr {0x7f70b6000000,0x7f70b6800000,0x7f70b68f4400,0x7f70b6a00000,0x7f24c2000000,0x7f24c2008000,0x7f24c2009000,0x7f24c200a000,0x7f8c98000000,0x7f8c98080000,0x7f8c98090000,0x7f8c980a0000,0x7fd202000000,0x7fd20205ee00,0x7fd202200000,0x7f5d52000000,0x7f5d52200000,0x7f5d52600000,0x7f0c92000000,0x7f0c92200000,0x7f0c92600000,0x7fe8b2000000,0x7fe8b2400000,0x7f79d6000000,0x7f79d6010000,0x7f8376000000,0x7f8377000000,0x7f513e000000,0x7f513e040000,0x7fa626000000,0x7fa622000000,0x7f6ba6000000,0x7f6ba6100000,0x7fa782000000,0x7fa782004000,0x7f0f4a000000,0x7f0f34000000,0x200060000000,0x200060400000,0x200060600000,0x20006000c400,0x20006000c600,0x200060010000,0x200060010200,0x200060014400,0x200060014800,0x200060000400,0x200060000600,0x200060019000,0x200060019400,0x20006001e400,0x20006001e800,0x200060024000,0x200060024400,0x20006002a400,0x20006002a800,0x200060031000,0x200060031400,0x200060038400,0x200060038800,0x200060040000,0x200060040400,0x200060048400,0x200060048a00,0x200060051000,0x200060051600,0x20006005a400,0x20006005aa00,0x200060001000,0x200060001200,0x200060064000,0x200060064600,0x20006006e400,0x20006006ea00,0x200060079000,0x200060079600,0x200060084400,0x200060084a00,0x200060090000,0x200060090600,0x20006009c400,0x20006009cc00,0x2000600a9000,0x2000600a9800,0x2000600b6400,0x2000600b6c00,0x2000600c4000,0x2000600c4800,0x2000600d2400,0x2000600d2c00,0x200060002400,0x200060002600,0x2000600e1000,0x2000600e1800,0x2000600f0400,0x2000600f0c00,0x200060100000,0x200060200000,0x200060110400,0x200060121000,0x200060132400,0x200060144000,0x200060156400,0x200060169000,0x20006017c400,0x200060004000,0x200060004200,0x200060190000,0x2000601a4400,0x2000601b9000,0x2000601ce400,0x2000601e4000,0x2000601fa400,0x200060006400,0x200060006600,0x200060009000,0x200060009200,0x200060000200}
@attribute EndAddr {0x7f70b67a1200,0x7f70b68f4240,0x7f70b69e8640,0x7f70b6af4240,0x7f24c2008000,0x7f24c2009000,0x7f24c200a000,0x7f24c200b000,0x7f8c98080000,0x7f8c98090000,0x7f8c980a0000,0x7f8c980b0000,0x7fd20205ee00,0x7fd2021da600,0x7fd202672800,0x7f5d520bd000,0x7f5d524f4000,0x7f5d52edc000,0x7f0c920e3400,0x7f0c9258d000,0x7f0c930a7000,0x7fe8b2400000,0x7fe8b2800000,0x7f79d6010000,0x7f79d6020000,0x7f8377000000,0x7f8378000000,0x7f513e040000,0x7f513e080000,0x7fa62a000000,0x7fa626000000,0x7f6ba6100000,0x7f6ba6200000,0x7fa782004000,0x7fa782008000,0x7f0f5a000000,0x7f0f44000000,0x2000603e0400,0x200060400fc0,0x2000609e0400,0x200060400000,0x200060401000,0x200060a00000,0x20006000c400,0x20006000c5c0,0x200060018a00,0x200060010000,0x200060010200,0x200060020200,0x200060014400,0x200060014640,0x200060028c00,0x200060000400,0x200060000440,0x200060000a00,0x200060019000,0x200060019280,0x200060032400,0x20006001e400,0x20006001e6c0,0x20006003cc00,0x200060024000,0x200060024300,0x200060048400,0x20006002a400,0x20006002a740,0x200060054c00,0x200060031000,0x200060031380,0x200060062400,0x200060038400,0x2000600387c0,0x200060070c00,0x200060040000,0x200060040400,0x200060080400,0x200060048840,0x200060090e00,0x200060051000,0x200060051480,0x2000600a2600,0x20006005a400,0x20006005a8c0,0x2000600b4e00,0x200060001000,0x200060001080,0x200060002200,0x200060064000,0x200060064500,0x2000600c8600,0x20006006e400,0x20006006e940,0x2000600dce00,0x200060079000,0x200060079580,0x2000600f2600,0x200060084400,0x2000600849c0,0x200060108e00,0x200060090000,0x200060090600,0x200060120600,0x20006009c400,0x20006009ca40,0x200060139000,0x2000600a9000,0x2000600a9680,0x200060152800,0x2000600b6400,0x2000600b6ac0,0x20006016d000,0x2000600c4000,0x2000600c4700,0x200060188800,0x2000600d2400,0x2000600d2b40,0x2000601a5000,0x200060002400,0x2000600024c0,0x200060004a00,0x2000600e1000,0x2000600e1780,0x2000601c2800,0x2000600f0400,0x2000600f0bc0,0x2000601e1000,0x200060100000,0x200060100800,0x200060300000,0x200060110400,0x200060110c40,0x200060310400,0x200060121000,0x200060121880,0x200060321000,0x200060132400,0x200060132cc0,0x200060332400,0x200060144000,0x200060144900,0x200060344000,0x200060156400,0x200060156d40,0x200060356400,0x200060169000,0x200060169980,0x200060369000,0x20006017c400,0x20006017cdc0,0x20006037c400,0x200060004000,0x200060004100,0x200060008200,0x200060190000,0x200060190a00,0x200060390000,0x2000601a4400,0x2000601a4e40,0x2000603a4400,0x2000601b9000,0x2000601b9a80,0x2000603b9000,0x2000601ce400,0x2000601ceec0,0x2000603ce400,0x2000601e4000,0x2000601e4b00,0x2000603e4000,0x2000601fa400,0x2000601faf40,0x2000603fa400,0x200060211000,0x200060400b80,0x200060811000,0x200060228400,0x200060400bc0,0x200060828400,0x200060240000,0x200060400c00,0x200060840000,0x200060258400,0x200060400c40,0x200060858400,0x200060006400,0x200060006540,0x20006000ca00,0x200060271000,0x200060400c80,0x200060871000,0x20006028a400,0x200060400cc0,0x20006088a400,0x2000602a4000,0x200060400d00,0x2000608a4000,0x2000602be400,0x200060400d40,0x2000608be400,0x2000602d9000,0x200060400d80,0x2000608d9000,0x2000602f4400,0x200060400dc0,0x2000608f4400,0x200060310000,0x200060400e00,0x200060910000,0x20006032c400,0x200060400e40,0x20006092c400,0x200060349000,0x200060400e80,0x200060949000,0x200060366400,0x200060400ec0,0x200060966400,0x200060009000,0x200060009180,0x200060012200,0x200060384000,0x200060400f00,0x200060984000,0x2000603a2400,0x200060400f40,0x2000609a2400,0x2000603c1000,0x200060400f80,0x2000609c1000,0x200060000024,0x20006000020c,0x200060000424,0x200060000040,0x200060000210}
@attribute DataSize numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute RemoteMap numeric
@attribute label numeric

@data
gaussian,464,b,1,Fan2,851140456.2,11.24,33877,1269195178,21.7,26656,21.7,28903.91,4.08,8.23,0.19,0.16,0.19,4.78,4.78,98004801921,21.7,11.24,96.37,3.46,51.39,1.74,0.05,94.83,1,0.05,5.17,14.49,15.95,33.72,33.62,33.62,1376.44,440460,1380.47,441751,16,13456,16,0,0,0,215296,5.26,32,128,32,64,6.29,9.82,32,50,111,0x2000600d2400,0x2000600d2b40,1856,0,0,0,0,0,3
gaussian,464,m,2,Fan2,851140456.2,11.24,33877,1269195178,21.7,26656,21.7,28903.91,4.08,8.23,0.19,0.16,0.19,4.78,4.78,98004801921,21.7,11.24,96.37,3.46,51.39,1.74,0.05,94.83,1,0.05,5.17,14.49,15.95,33.72,33.62,33.62,1376.44,440460,1380.47,441751,16,13456,16,0,0,0,215296,5.26,32,128,32,64,6.29,9.82,32,50,111,0x2000600d2c00,0x2000601a5000,861184,1,18,1024,128,0,1
gaussian,464,a,0,Fan1,694117647.1,3.7,5623,1033425245,3.7,5440,0.54,35.4,0.04,54.2,0.26,0,0.28,6.89,6.89,26288235294,0.4,3.7,50.84,0.04,1.5,3.27,0.12,92.08,1,0.08,7.92,28.32,30.85,43.24,41.25,41.25,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.94,20.21,64,100,111,0x200060000000,0x2000600d2400,861184,11,81,1024,896,0,0
gaussian,464,b,1,Fan1,694117647.1,3.7,5623,1033425245,3.7,5440,0.54,35.4,0.04,54.2,0.26,0,0.28,6.89,6.89,26288235294,0.4,3.7,50.84,0.04,1.5,3.27,0.12,92.08,1,0.08,7.92,28.32,30.85,43.24,41.25,41.25,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.94,20.21,64,100,111,0x2000600d2400,0x2000600d2b40,1856,0,0,0,0,0,0
gaussian,464,m,2,Fan1,694117647.1,3.7,5623,1033425245,3.7,5440,0.54,35.4,0.04,54.2,0.26,0,0.28,6.89,6.89,26288235294,0.4,3.7,50.84,0.04,1.5,3.27,0.12,92.08,1,0.08,7.92,28.32,30.85,43.24,41.25,41.25,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.94,20.21,64,100,111,0x2000600d2c00,0x2000601a5000,861184,1,18,1024,128,0,0
gaussian,464,a,0,Fan2,849462365.6,11.21,34023,1267796695,21.29,26784,21.29,28802.22,4.07,9.88,0.19,0.16,0.19,4.79,4.79,97507765830,21.29,11.38,94.64,3.45,52.81,1.7,0.05,94.9,1,0.05,5.1,14.46,15.91,33.4,33.3,33.3,1376.44,440460,1380.61,441796,16,13456,16,0,0,0,215296,5.26,32,128,32,64,6.54,10.22,32,50,111,0x200060000000,0x2000600d2400,861184,11,81,1024,896,0,0
gaussian,464,b,1,Fan2,849462365.6,11.21,34023,1267796695,21.29,26784,21.29,28802.22,4.07,9.88,0.19,0.16,0.19,4.79,4.79,97507765830,21.29,11.38,94.64,3.45,52.81,1.7,0.05,94.9,1,0.05,5.1,14.46,15.91,33.4,33.3,33.3,1376.44,440460,1380.61,441796,16,13456,16,0,0,0,215296,5.26,32,128,32,64,6.54,10.22,32,50,111,0x2000600d2400,0x2000600d2b40,1856,0,0,0,0,0,3
gaussian,464,m,2,Fan2,849462365.6,11.21,34023,1267796695,21.29,26784,21.29,28802.22,4.07,9.88,0.19,0.16,0.19,4.79,4.79,97507765830,21.29,11.38,94.64,3.45,52.81,1.7,0.05,94.9,1,0.05,5.1,14.46,15.91,33.4,33.3,33.3,1376.44,440460,1380.61,441796,16,13456,16,0,0,0,215296,5.26,32,128,32,64,6.54,10.22,32,50,111,0x2000600d2c00,0x2000601a5000,861184,1,18,1024,128,0,1
gaussian,464,a,0,Fan1,701754386,3.57,5727,1046265838,3.57,5472,0.53,36.02,0.04,53.16,0.26,0,0.27,6.77,6.77,25631578947,0.39,3.57,50.85,0.04,1.51,3.19,0.11,92.55,1,0.07,7.45,28.27,30.8,44.82,42.75,42.75,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.83,20.04,64,100,111,0x200060000000,0x2000600d2400,861184,11,81,1024,896,0,0
gaussian,464,b,1,Fan1,701754386,3.57,5727,1046265838,3.57,5472,0.53,36.02,0.04,53.16,0.26,0,0.27,6.77,6.77,25631578947,0.39,3.57,50.85,0.04,1.51,3.19,0.11,92.55,1,0.07,7.45,28.27,30.8,44.82,42.75,42.75,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.83,20.04,64,100,111,0x2000600d2400,0x2000600d2b40,1856,0,0,0,0,0,0
gaussian,464,m,2,Fan1,701754386,3.57,5727,1046265838,3.57,5472,0.53,36.02,0.04,53.16,0.26,0,0.27,6.77,6.77,25631578947,0.39,3.57,50.85,0.04,1.51,3.19,0.11,92.55,1,0.07,7.45,28.27,30.8,44.82,42.75,42.75,2.33,745,2.44,781,512,1,17,0,0,0,512,0,32,5,32,4,12.83,20.04,64,100,111,0x2000600d2c00,0x2000601a5000,861184,1,18,1024,128,0,0
gaussian,48,a,0,Fan2,724832214.8,1.67,5185,1087108501,1.67,4768,1.21,1627.46,0.33,2.23,0.04,0.01,0.04,1.04,1.04,12362416107,1.02,1.67,89.74,0.25,35.13,1.09,0.03,97.36,1,0.03,2.64,13.73,15.11,46.25,41.35,41.35,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.68,2.63,32,50,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,1
gaussian,48,b,1,Fan2,724832214.8,1.67,5185,1087108501,1.67,4768,1.21,1627.46,0.33,2.23,0.04,0.01,0.04,1.04,1.04,12362416107,1.02,1.67,89.74,0.25,35.13,1.09,0.03,97.36,1,0.03,2.64,13.73,15.11,46.25,41.35,41.35,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.68,2.63,32,50,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan2,724832214.8,1.67,5185,1087108501,1.67,4768,1.21,1627.46,0.33,2.23,0.04,0.01,0.04,1.04,1.04,12362416107,1.02,1.67,89.74,0.25,35.13,1.09,0.03,97.36,1,0.03,2.64,13.73,15.11,46.25,41.35,41.35,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.68,2.63,32,50,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan1,643356643.4,0.53,4429,967584498.8,0.53,4576,0.21,20.4,0.02,18.14,0.15,0,0.17,4.2,4.2,3489510490,0.19,0.53,56.56,0.01,1.09,3.44,0.07,93.65,1,0.06,6.35,26.17,28.89,62.38,54.18,54.18,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.07,12.62,64,100,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,0
gaussian,48,b,1,Fan1,643356643.4,0.53,4429,967584498.8,0.53,4576,0.21,20.4,0.02,18.14,0.15,0,0.17,4.2,4.2,3489510490,0.19,0.53,56.56,0.01,1.09,3.44,0.07,93.65,1,0.06,6.35,26.17,28.89,62.38,54.18,54.18,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.07,12.62,64,100,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan1,643356643.4,0.53,4429,967584498.8,0.53,4576,0.21,20.4,0.02,18.14,0.15,0,0.17,4.2,4.2,3489510490,0.19,0.53,56.56,0.01,1.09,3.44,0.07,93.65,1,0.06,6.35,26.17,28.89,62.38,54.18,54.18,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.07,12.62,64,100,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan2,755033557.1,1.51,5405,1133249441,1.51,4768,1.17,1631.4,0.31,2.18,0.04,0.01,0.04,1.04,1.04,11637583893,1.17,1.51,90,0.24,35.23,1.11,0.03,97.44,1,0.03,2.56,13.38,14.73,48.41,43.28,43.28,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.66,2.6,32,50,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,1
gaussian,48,b,1,Fan2,755033557.1,1.51,5405,1133249441,1.51,4768,1.17,1631.4,0.31,2.18,0.04,0.01,0.04,1.04,1.04,11637583893,1.17,1.51,90,0.24,35.23,1.11,0.03,97.44,1,0.03,2.56,13.38,14.73,48.41,43.28,43.28,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.66,2.6,32,50,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan2,755033557.1,1.51,5405,1133249441,1.51,4768,1.17,1631.4,0.31,2.18,0.04,0.01,0.04,1.04,1.04,11637583893,1.17,1.51,90,0.24,35.23,1.11,0.03,97.44,1,0.03,2.56,13.38,14.73,48.41,43.28,43.28,15.19,4860,16.99,5436,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.66,2.6,32,50,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan1,656250000,0.51,4540,984953703.7,0.51,4608,0.21,21.16,0.02,17.31,0.14,0,0.16,4.05,4.05,3395833333,0.19,0.51,56.67,0.01,1.11,3.14,0.08,93.52,1,0.06,6.48,26.02,28.72,55.76,48.44,48.44,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,7.83,12.23,64,100,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,0
gaussian,48,b,1,Fan1,656250000,0.51,4540,984953703.7,0.51,4608,0.21,21.16,0.02,17.31,0.14,0,0.16,4.05,4.05,3395833333,0.19,0.51,56.67,0.01,1.11,3.14,0.08,93.52,1,0.06,6.48,26.02,28.72,55.76,48.44,48.44,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,7.83,12.23,64,100,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan1,656250000,0.51,4540,984953703.7,0.51,4608,0.21,21.16,0.02,17.31,0.14,0,0.16,4.05,4.05,3395833333,0.19,0.51,56.67,0.01,1.11,3.14,0.08,93.52,1,0.06,6.48,26.02,28.72,55.76,48.44,48.44,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,7.83,12.23,64,100,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan2,747483221.5,1.49,5291,1109409955,1.49,4768,1.12,1693.55,0.3,2.04,0.03,0.01,0.04,0.95,0.95,11409395973,1.06,1.49,89.42,0.23,35.14,1.07,0.02,97.54,1,0.02,2.46,13.84,15.25,48.84,43.38,43.38,14.3,4575,16.1,5151,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.63,2.54,32,50,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,1
gaussian,48,b,1,Fan2,747483221.5,1.49,5291,1109409955,1.49,4768,1.12,1693.55,0.3,2.04,0.03,0.01,0.04,0.95,0.95,11409395973,1.06,1.49,89.42,0.23,35.14,1.07,0.02,97.54,1,0.02,2.46,13.84,15.25,48.84,43.38,43.38,14.3,4575,16.1,5151,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.63,2.54,32,50,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan2,747483221.5,1.49,5291,1109409955,1.49,4768,1.12,1693.55,0.3,2.04,0.03,0.01,0.04,0.95,0.95,11409395973,1.06,1.49,89.42,0.23,35.14,1.07,0.02,97.54,1,0.02,2.46,13.84,15.25,48.84,43.38,43.38,14.3,4575,16.1,5151,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.63,2.54,32,50,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan1,687937062.9,0.48,4697,1026223776,0.48,4576,0.2,20.12,0.02,18.01,0.15,0,0.17,4.25,4.25,3349650350,0.18,0.48,56.78,0.01,1.14,2.99,0.07,93.72,1,0.06,6.28,25.87,28.56,54.79,47.59,47.59,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.17,12.77,64,100,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,0
gaussian,48,b,1,Fan1,687937062.9,0.48,4697,1026223776,0.48,4576,0.2,20.12,0.02,18.01,0.15,0,0.17,4.25,4.25,3349650350,0.18,0.48,56.78,0.01,1.14,2.99,0.07,93.72,1,0.06,6.28,25.87,28.56,54.79,47.59,47.59,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.17,12.77,64,100,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan1,687937062.9,0.48,4697,1026223776,0.48,4576,0.2,20.12,0.02,18.01,0.15,0,0.17,4.25,4.25,3349650350,0.18,0.48,56.78,0.01,1.14,2.99,0.07,93.72,1,0.06,6.28,25.87,28.56,54.79,47.59,47.59,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.17,12.77,64,100,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan2,691176470.6,1.44,5638,1036151961,1.44,5440,0.91,1601.11,0.28,1.74,0.03,0.01,0.04,0.97,0.97,10176470588,0.87,1.44,89.13,0.21,32.8,0.97,0.02,97.59,1,0.02,2.41,14.05,15.49,45.69,40.39,40.39,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.58,2.47,32,50,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,1
gaussian,48,b,1,Fan2,691176470.6,1.44,5638,1036151961,1.44,5440,0.91,1601.11,0.28,1.74,0.03,0.01,0.04,0.97,0.97,10176470588,0.87,1.44,89.13,0.21,32.8,0.97,0.02,97.59,1,0.02,2.41,14.05,15.49,45.69,40.39,40.39,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.58,2.47,32,50,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan2,691176470.6,1.44,5638,1036151961,1.44,5440,0.91,1601.11,0.28,1.74,0.03,0.01,0.04,0.97,0.97,10176470588,0.87,1.44,89.13,0.21,32.8,0.97,0.02,97.59,1,0.02,2.41,14.05,15.49,45.69,40.39,40.39,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.58,2.47,32,50,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan1,699300699.3,0.45,4797,1048076923,0.45,4576,0.2,17.81,0.02,20.14,0.17,0,0.19,4.81,4.81,3251748252,0.18,0.45,56.9,0.01,1.16,3.17,0.07,94.15,1,0.06,5.85,25.71,28.39,62.42,54.22,54.22,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.89,13.9,64,100,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,0
gaussian,48,b,1,Fan1,699300699.3,0.45,4797,1048076923,0.45,4576,0.2,17.81,0.02,20.14,0.17,0,0.19,4.81,4.81,3251748252,0.18,0.45,56.9,0.01,1.16,3.17,0.07,94.15,1,0.06,5.85,25.71,28.39,62.42,54.22,54.22,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.89,13.9,64,100,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan1,699300699.3,0.45,4797,1048076923,0.45,4576,0.2,17.81,0.02,20.14,0.17,0,0.19,4.81,4.81,3251748252,0.18,0.45,56.9,0.01,1.16,3.17,0.07,94.15,1,0.06,5.85,25.71,28.39,62.42,54.22,54.22,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.89,13.9,64,100,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan2,653846153.9,1.48,5313,982248520.7,1.48,5408,1.04,1623.15,0.29,1.91,0.03,0.01,0.04,0.96,0.96,9928994083,0.9,1.48,90.3,0.22,35.38,1.03,0.02,97.58,1,0.02,2.42,13.68,15.09,48.09,42.51,42.51,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.59,2.48,32,50,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,1
gaussian,48,b,1,Fan2,653846153.9,1.48,5313,982248520.7,1.48,5408,1.04,1623.15,0.29,1.91,0.03,0.01,0.04,0.96,0.96,9928994083,0.9,1.48,90.3,0.22,35.38,1.03,0.02,97.58,1,0.02,2.42,13.68,15.09,48.09,42.51,42.51,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.59,2.48,32,50,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan2,653846153.9,1.48,5313,982248520.7,1.48,5408,1.04,1623.15,0.29,1.91,0.03,0.01,0.04,0.96,0.96,9928994083,0.9,1.48,90.3,0.22,35.38,1.03,0.02,97.58,1,0.02,2.42,13.68,15.09,48.09,42.51,42.51,13.71,4388,15.51,4964,16,144,16,0,0,0,2304,0.06,32,128,32,64,1.59,2.48,32,50,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
gaussian,48,a,0,Fan1,684027777.8,0.45,4728,1025788484,0.45,4608,0.2,19.86,0.02,17.87,0.15,0,0.17,4.31,4.31,3131944444,0.18,0.45,57.02,0.01,1.19,2.72,0.07,94.41,1,0.06,5.59,25.56,28.23,56.09,48.72,48.72,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.16,12.75,64,100,111,0x200060000000,0x200060002400,9216,2,48,64,64,0,0
gaussian,48,b,1,Fan1,684027777.8,0.45,4728,1025788484,0.45,4608,0.2,19.86,0.02,17.87,0.15,0,0.17,4.31,4.31,3131944444,0.18,0.45,57.02,0.01,1.19,2.72,0.07,94.41,1,0.06,5.59,25.56,28.23,56.09,48.72,48.72,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.16,12.75,64,100,111,0x200060002400,0x2000600024c0,192,0,0,0,0,0,0
gaussian,48,m,2,Fan1,684027777.8,0.45,4728,1025788484,0.45,4608,0.2,19.86,0.02,17.87,0.15,0,0.17,4.31,4.31,3131944444,0.18,0.45,57.02,0.01,1.19,2.72,0.07,94.41,1,0.06,5.59,25.56,28.23,56.09,48.72,48.72,0.74,238,0.86,274,512,1,17,0,0,0,512,0,32,5,32,4,8.16,12.75,64,100,111,0x200060002600,0x200060004a00,9216,0,0,0,0,0,0
