Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_compute_flux,829936095.2,42.68,89477,1224972913.91,42.68,72608,42.41,77684.48,34.44,34.72,1.56,1.37,1.58,39.42,39.42,362683561040.11,42.41,42.68,73.52,7.97,26.63,7.08,0.69,60.01,1,0.4,39.99,28.52,31.37,17.84,17.7,17.7,30380.09,9721630,30625.64,9800205,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.68,43.25,30,46.88,111,0x200060200000,0x20006058d000,3723264,20,271,3648.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_compute_flux,829936095.2,42.68,89477,1224972913.91,42.68,72608,42.41,77684.48,34.44,34.72,1.56,1.37,1.58,39.42,39.42,362683561040.11,42.41,42.68,73.52,7.97,26.63,7.08,0.69,60.01,1,0.4,39.99,28.52,31.37,17.84,17.7,17.7,30380.09,9721630,30625.64,9800205,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.68,43.25,30,46.88,111,0x200060600000,0x2000610a7000,11169792,65,337,10944.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_time_step,858904109.59,75.78,29913,1275385273.97,75.78,23360,25.53,24353.03,6.06,16.42,0.29,0.24,0.3,7.42,7.42,666528767123.29,25.53,75.78,31.27,5.8,0.0,12.5,0.13,92.51,1,0.07,7.49,30.78,32.0,167.96,166.97,166.97,1795.28,574488,1805.87,577877,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.34,77.09,60,93.75,111,0x200060000000,0x2000600e3400,930816,5,884,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_time_step,858904109.59,75.78,29913,1275385273.97,75.78,23360,25.53,24353.03,6.06,16.42,0.29,0.24,0.3,7.42,7.42,666528767123.29,25.53,75.78,31.27,5.8,0.0,12.5,0.13,92.51,1,0.07,7.49,30.78,32.0,167.96,166.97,166.97,1795.28,574488,1805.87,577877,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.34,77.09,60,93.75,111,0x200060200000,0x20006058d000,3723264,20,271,3648.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_time_step,858904109.59,75.78,29913,1275385273.97,75.78,23360,25.53,24353.03,6.06,16.42,0.29,0.24,0.3,7.42,7.42,666528767123.29,25.53,75.78,31.27,5.8,0.0,12.5,0.13,92.51,1,0.07,7.49,30.78,32.0,167.96,166.97,166.97,1795.28,574488,1805.87,577877,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.34,77.09,60,93.75,111,0x200060600000,0x2000610a7000,11169792,65,337,10944.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_compute_flux,856408058.29,40.2,94829,1263151432.35,40.25,74656,40.25,81318.55,35.4,33.57,1.63,1.41,1.64,41.04,41.04,352500214316.33,40.25,40.2,73.81,8.12,26.02,6.88,0.71,58.72,1,0.41,41.28,22.1,23.24,16.79,16.67,16.67,33132.98,10602555,33373.6,10679552,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.34,42.71,30,46.88,111,0x200060000000,0x2000600e3400,930816,5,884,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_compute_flux,856408058.29,40.2,94829,1263151432.35,40.25,74656,40.25,81318.55,35.4,33.57,1.63,1.41,1.64,41.04,41.04,352500214316.33,40.25,40.2,73.81,8.12,26.02,6.88,0.71,58.72,1,0.41,41.28,22.1,23.24,16.79,16.67,16.67,33132.98,10602555,33373.6,10679552,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.34,42.71,30,46.88,111,0x200060200000,0x20006058d000,3723264,20,271,3648.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_compute_flux,856408058.29,40.2,94829,1263151432.35,40.25,74656,40.25,81318.55,35.4,33.57,1.63,1.41,1.64,41.04,41.04,352500214316.33,40.25,40.2,73.81,8.12,26.02,6.88,0.71,58.72,1,0.41,41.28,22.1,23.24,16.79,16.67,16.67,33132.98,10602555,33373.6,10679552,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.34,42.71,30,46.88,111,0x200060600000,0x2000610a7000,11169792,65,337,10944.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_time_step,811528497.41,75.84,29879,1204440576.42,75.84,24704,25.58,24382.49,6.07,16.4,0.29,0.24,0.3,7.41,7.41,630261658031.09,25.58,75.84,31.26,5.81,0.0,12.71,0.13,92.51,1,0.07,7.49,30.78,32.0,170.73,169.69,169.69,1795.28,574488,1806.28,578008,192,1212,22,0,0,0,232704,1.52,32,14,32,10,50.72,79.24,60,93.75,111,0x200060000000,0x2000600e3400,930816,5,884,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_time_step,811528497.41,75.84,29879,1204440576.42,75.84,24704,25.58,24382.49,6.07,16.4,0.29,0.24,0.3,7.41,7.41,630261658031.09,25.58,75.84,31.26,5.81,0.0,12.71,0.13,92.51,1,0.07,7.49,30.78,32.0,170.73,169.69,169.69,1795.28,574488,1806.28,578008,192,1212,22,0,0,0,232704,1.52,32,14,32,10,50.72,79.24,60,93.75,111,0x200060200000,0x20006058d000,3723264,20,271,3648.0,0.0,0.0
cfd,missile0.2M,h_normals,2,cuda_time_step,811528497.41,75.84,29879,1204440576.42,75.84,24704,25.58,24382.49,6.07,16.4,0.29,0.24,0.3,7.41,7.41,630261658031.09,25.58,75.84,31.26,5.81,0.0,12.71,0.13,92.51,1,0.07,7.49,30.78,32.0,170.73,169.69,169.69,1795.28,574488,1806.28,578008,192,1212,22,0,0,0,232704,1.52,32,14,32,10,50.72,79.24,60,93.75,111,0x200060600000,0x2000610a7000,11169792,65,337,10944.0,0.0,0.0
cfd,missile0.2M,h_areas,0,cuda_compute_flux,879456327.99,40.69,93739,1297260286.69,40.69,71808,40.63,79464.54,33.81,34.15,1.57,1.34,1.58,39.62,39.62,366477718360.07,40.63,40.69,73.49,7.48,26.34,6.9,0.67,60.1,1,0.4,39.9,23.08,24.17,17.4,17.29,17.29,31286.67,10011735,31484.69,10075102,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.47,42.92,30,46.88,111,0x200060000000,0x2000600e3400,930816,5,884,1024.0,0.0,0.0
cfd,missile0.2M,h_elements_surrounding_elements,1,cuda_compute_flux,879456327.99,40.69,93739,1297260286.69,40.69,71808,40.63,79464.54,33.81,34.15,1.57,1.34,1.58,39.62,39.62,366477718360.07,40.63,40.69,73.49,7.48,26.34,6.9,0.67,60.1,1,0.4,39.9,23.08,24.17,17.4,17.29,17.29,31286.67,10011735,31484.69,10075102,192,1212,58,0,0,0,232704,3.03,32,5,32,10,27.47,42.92,30,46.88,111,0x200060200000,0x20006058d000,3723264,20,271,3648.0,0.0,0.0
