kernel,InputData,advise0,advise1,advise2,advise3,advise4,advise5,variant,TimePerc,Time,calls,AVG,MIN,MAX
Kernel,graph1MW.6,0,0,0,0,0,0,0,8.42,0.556848,12,0.046404,0.00615,0.214502
Kernel,graph4096,0,0,0,0,0,0,0,9.41,0.037986,8,0.00475,0.0021100000000000003,0.00624
Kernel,graph65536,0,0,0,5,0,0,500,8.91,0.069445,10,0.006940000000000001,0.00218,0.015552000000000002
Kernel2,graph1MW.6,4,1,1,1,0,0,411100,2.73,0.24918400000000002,12,0.020765000000000002,0.00483,0.05392
Kernel2,graph4096,0,1,1,0,0,0,11000,1.43,0.010753,8,0.00134,0.00125,0.00147
Kernel2,graph65536,0,0,0,4,0,0,400,3.37,0.026143,10,0.0026100000000000003,0.00141,0.00448
