kernel,InputData,advise0,advise1,advise2,advise3,advise4,advise5,variant,TimePerc,Time,calls,AVG,MIN,MAX
Kernel,graph4096,6,5,5,2,0,0,655200,11.58,0.054558,8,6.82E-03,1.25E-03,0.045246
Kernel,graph4096,1,5,0,2,0,0,150200,11.49,0.054661,8,6.83E-03,1.28E-03,0.045155
Kernel,graph4096,3,6,1,2,0,0,361200,11.74,0.054751,8,6.84E-03,1.25E-03,0.045375
Kernel,graph4096,3,3,0,2,0,0,330200,11.61,0.054813,8,6.85E-03,1.25E-03,0.04531
Kernel,graph4096,1,5,6,2,0,0,156200,11.67,0.054979,8,6.87E-03,1.25E-03,0.045603
Kernel,graph4096,1,5,3,2,0,0,153200,11.24,0.055006,8,6.88E-03,1.25E-03,0.04563
Kernel,graph4096,2,4,3,2,0,0,243200,11.47,0.055038,8,6.88E-03,1.25E-03,0.045662
Kernel,graph4096,4,4,3,2,0,0,443200,11.56,0.055038,8,6.88E-03,1.25E-03,0.045694
Kernel,graph4096,1,3,4,2,0,0,134200,11.8,0.055133,8,6.89E-03,1.25E-03,0.04579
Kernel,graph4096,1,4,3,2,0,0,143200,11.73,0.055134,8,6.89E-03,1.25E-03,0.045791
Kernel,graph4096,5,0,3,2,0,0,503200,11.77,0.055139,8,6.89E-03,1.25E-03,0.045763
Kernel,graph4096,5,5,4,2,0,0,554200,11.78,0.055102,8,6.89E-03,1.25E-03,0.045726
Kernel,graph4096,0,4,5,2,0,0,45200,11.18,0.055172,8,6.90E-03,1.25E-03,0.045827
Kernel,graph4096,0,6,0,2,0,0,60200,11.52,0.055198,8,6.90E-03,1.28E-03,0.045662
Kernel,graph4096,2,3,1,2,0,0,231200,11.7,0.055202,8,6.90E-03,1.28E-03,0.045794
Kernel,graph4096,2,4,0,2,0,0,240200,11.23,0.05523,8,6.90E-03,1.25E-03,0.045759
Kernel,graph4096,6,6,3,2,0,0,663200,11.69,0.055231,8,6.90E-03,1.25E-03,0.045855
Kernel,graph4096,2,3,0,2,0,0,230200,11.23,0.055299,8,6.91E-03,1.28E-03,0.045795
Kernel,graph4096,3,0,0,2,0,0,300200,11.63,0.055294,8,6.91E-03,1.28E-03,0.045822
Kernel,graph4096,6,0,5,2,0,0,605200,11.22,0.055294,8,6.91E-03,1.25E-03,0.045887
Kernel,graph4096,2,6,3,2,0,0,263200,10.71,0.055363,8,6.92E-03,1.25E-03,0.046051
Kernel,graph4096,2,0,1,2,0,0,201200,11.54,0.055423,8,6.93E-03,1.25E-03,0.046047
Kernel,graph4096,3,0,3,2,0,0,303200,11.75,0.055454,8,6.93E-03,1.28E-03,0.04595
Kernel,graph4096,3,1,5,2,0,0,315200,11.83,0.055421,8,6.93E-03,1.25E-03,0.04611
Kernel,graph4096,5,5,1,2,0,0,551200,11.58,0.055454,8,6.93E-03,1.25E-03,0.046142
Kernel,graph4096,6,4,3,2,0,0,643200,11.52,0.055423,8,6.93E-03,1.25E-03,0.046079
Kernel,graph4096,2,5,3,2,0,0,253200,11.65,0.055491,8,6.94E-03,1.25E-03,0.046147
Kernel,graph4096,4,0,0,2,0,0,400200,11.35,0.055524,8,6.94E-03,1.25E-03,0.046115
Kernel,graph4096,5,0,5,2,0,0,505200,11.88,0.055493,8,6.94E-03,1.25E-03,0.046083
Kernel,graph4096,0,0,1,2,0,0,1200,11.32,0.055619,8,6.95E-03,1.25E-03,0.046211
Kernel,graph4096,4,5,3,2,0,0,453200,11.5,0.055618,8,6.95E-03,1.25E-03,0.046306
Kernel,graph4096,3,4,0,2,0,0,340200,11.13,0.055716,8,6.96E-03,1.28E-03,0.046179
Kernel,graph4096,4,5,4,2,0,0,454200,11.91,0.055647,8,6.96E-03,1.25E-03,0.046303
Kernel,graph4096,0,0,4,2,0,0,4200,11.32,0.055747,8,6.97E-03,1.25E-03,0.046275
Kernel,graph4096,4,4,0,2,0,0,440200,11.89,0.055774,8,6.97E-03,1.25E-03,0.046302
Kernel,graph4096,2,4,5,2,0,0,245200,11.32,0.055838,8,6.98E-03,1.25E-03,0.046495
Kernel,graph4096,3,0,5,2,0,0,305200,11.9,0.055839,8,6.98E-03,1.25E-03,0.046431
Kernel,graph4096,5,3,5,2,0,0,535200,11.83,0.055871,8,6.98E-03,1.25E-03,0.046495
Kernel,graph4096,6,3,0,2,0,0,630200,11.27,0.055839,8,6.98E-03,1.28E-03,0.046303
Kernel,graph4096,4,6,4,2,0,0,464200,11.71,0.055939,8,6.99E-03,1.25E-03,0.046563
Kernel,graph4096,0,4,3,2,0,0,43200,11.7,0.055971,8,7.00E-03,1.25E-03,0.046627
Kernel,graph4096,0,6,1,2,0,0,61200,11.84,0.056062,8,7.01E-03,1.25E-03,0.04675
Kernel,graph4096,0,6,5,2,0,0,65200,11.91,0.056126,8,7.01E-03,1.25E-03,0.046782
Kernel,graph4096,3,6,5,2,0,0,365200,11.3,0.056094,8,7.01E-03,1.25E-03,0.046686
Kernel,graph4096,6,0,0,2,0,0,600200,11.29,0.056063,8,7.01E-03,1.28E-03,0.046687
Kernel,graph4096,0,3,3,2,0,0,33200,11.79,0.056159,8,7.02E-03,1.25E-03,0.046751
Kernel,graph4096,0,3,6,2,0,0,36200,11.68,0.056194,8,7.02E-03,1.25E-03,0.046882
Kernel,graph4096,0,5,5,2,0,0,55200,11.63,0.056157,8,7.02E-03,1.25E-03,0.046782
Kernel,graph4096,1,0,4,2,0,0,104200,11.43,0.056158,8,7.02E-03,1.25E-03,0.046655
Kernel,graph4096,3,1,1,2,0,0,311200,11.78,0.056158,8,7.02E-03,1.25E-03,0.046814
Kernel,graph4096,3,4,6,2,0,0,346200,11.48,0.056158,8,7.02E-03,1.25E-03,0.046782
Kernel,graph4096,1,0,5,2,0,0,105200,11.86,0.056222,8,7.03E-03,1.25E-03,0.046846
Kernel,graph4096,4,4,1,2,0,0,441200,11.95,0.056254,8,7.03E-03,1.25E-03,0.04691
Kernel,graph4096,4,3,1,2,0,0,431200,12.06,0.056349,8,7.04E-03,1.25E-03,0.046974
Kernel,graph4096,6,1,3,2,0,0,613200,11.77,0.056351,8,7.04E-03,1.25E-03,0.047007
Kernel,graph4096,6,1,5,2,0,0,615200,11.48,0.056324,8,7.04E-03,1.25E-03,0.047011
Kernel,graph4096,6,6,0,2,0,0,660200,11.66,0.056381,8,7.05E-03,1.25E-03,0.046942
Kernel,graph4096,6,6,1,2,0,0,661200,12.06,0.056388,8,7.05E-03,1.25E-03,0.046979
Kernel,graph4096,3,1,4,2,0,0,314200,12.01,0.056509,8,7.06E-03,1.25E-03,0.047166
Kernel,graph4096,3,3,6,2,0,0,336200,11.95,0.056509,8,7.06E-03,1.25E-03,0.047166
Kernel,graph4096,0,1,3,2,0,0,13200,12.11,0.056606,8,7.07E-03,1.25E-03,0.047231
Kernel,graph4096,3,4,1,2,0,0,341200,11.79,0.05658,8,7.07E-03,1.25E-03,0.04717
Kernel,graph4096,3,6,4,2,0,0,364200,10.91,0.056637,8,7.08E-03,1.25E-03,0.04723
Kernel,graph4096,5,1,3,2,0,0,513200,11.95,0.056637,8,7.08E-03,1.25E-03,0.047294
Kernel,graph4096,4,3,6,2,0,0,436200,11.84,0.056733,8,7.09E-03,1.25E-03,0.047358
Kernel,graph4096,5,4,3,2,0,0,543200,11.64,0.056702,8,7.09E-03,1.25E-03,0.047326
Kernel,graph4096,6,6,5,2,0,0,665200,11.83,0.056707,8,7.09E-03,1.25E-03,0.047299
Kernel,graph4096,0,4,4,2,0,0,44200,11.71,0.056766,8,7.10E-03,1.25E-03,0.047454
Kernel,graph4096,1,1,5,2,0,0,115200,12.1,0.056899,8,7.11E-03,1.25E-03,0.047555
Kernel,graph4096,4,1,6,2,0,0,416200,11.93,0.056895,8,7.11E-03,1.25E-03,0.047487
Kernel,graph4096,5,5,0,2,0,0,550200,11.48,0.056868,8,7.11E-03,1.25E-03,0.047427
Kernel,graph4096,0,5,3,2,0,0,53200,11.29,0.056958,8,7.12E-03,1.25E-03,0.04755
Kernel,graph4096,1,3,0,2,0,0,130200,11.56,0.056995,8,7.12E-03,1.28E-03,0.047522
Kernel,graph4096,3,1,0,2,0,0,310200,11.97,0.056956,8,7.12E-03,1.28E-03,0.047486
Kernel,graph4096,5,1,0,2,0,0,510200,11.87,0.056957,8,7.12E-03,1.28E-03,0.047486
Kernel,graph4096,6,5,0,2,0,0,650200,11.56,0.056989,8,7.12E-03,1.28E-03,0.047518
Kernel,graph4096,1,1,0,2,0,0,110200,11.54,0.057027,8,7.13E-03,1.25E-03,0.047619
Kernel,graph4096,0,6,3,2,0,0,63200,12.12,0.057155,8,7.14E-03,1.25E-03,0.047778
Kernel,graph4096,3,3,3,2,0,0,333200,11.7,0.057181,8,7.15E-03,1.28E-03,0.047806
Kernel,graph4096,5,4,0,2,0,0,540200,11.98,0.057187,8,7.15E-03,1.28E-03,0.047651
Kernel,graph4096,2,5,5,2,0,0,255200,11.49,0.057251,8,7.16E-03,1.25E-03,0.047874
Kernel,graph4096,5,0,1,2,0,0,501200,11.05,0.057252,8,7.16E-03,1.25E-03,0.047842
Kernel,graph4096,1,4,6,2,0,0,146200,11.72,0.057471,8,7.18E-03,1.25E-03,0.048127
Kernel,graph4096,2,4,1,2,0,0,241200,12.27,0.057439,8,7.18E-03,1.25E-03,0.048095
Kernel,graph4096,2,5,1,2,0,0,251200,12.02,0.05747,8,7.18E-03,1.25E-03,0.048062
Kernel,graph4096,3,1,6,2,0,0,316200,11.54,0.057437,8,7.18E-03,1.25E-03,0.048062
Kernel,graph4096,3,6,3,2,0,0,363200,12.07,0.057475,8,7.18E-03,1.25E-03,0.048163
Kernel,graph4096,6,3,1,2,0,0,631200,12.11,0.057539,8,7.19E-03,1.25E-03,0.048163
Kernel,graph4096,0,4,6,2,0,0,46200,11.39,0.05779,8,7.22E-03,1.25E-03,0.048415
Kernel,graph4096,2,6,1,2,0,0,261200,11.78,0.057795,8,7.22E-03,1.25E-03,0.048419
Kernel,graph4096,5,4,5,2,0,0,545200,12.01,0.057726,8,7.22E-03,1.25E-03,0.04835
Kernel,graph4096,5,6,5,2,0,0,565200,11.83,0.057923,8,7.24E-03,1.25E-03,0.048579
Kernel,graph4096,0,6,6,2,0,0,66200,11.98,0.058173,8,7.27E-03,1.25E-03,0.04883
Kernel,graph4096,1,0,1,2,0,0,101200,11.67,0.058238,8,7.28E-03,1.25E-03,0.048766
Kernel,graph4096,3,0,4,2,0,0,304200,12.02,0.058238,8,7.28E-03,1.25E-03,0.048766
Kernel,graph4096,6,0,1,2,0,0,601200,12.25,0.058366,8,7.29E-03,1.25E-03,0.048926
Kernel,graph4096,4,0,4,2,0,0,404200,12.12,0.058372,8,7.30E-03,1.25E-03,0.04893
Kernel,graph4096,0,5,0,2,0,0,50200,12.1,0.058493,8,7.31E-03,1.28E-03,0.048991
Kernel,graph4096,5,3,0,2,0,0,530200,12.38,0.058493,8,7.31E-03,1.25E-03,0.049022
Kernel,graph4096,5,6,3,2,0,0,563200,12.27,0.05859,8,7.32E-03,1.25E-03,0.049182
Kernel,graph4096,0,3,5,2,0,0,35200,11.72,0.058622,8,7.33E-03,1.25E-03,0.04931
Kernel,graph4096,2,1,0,2,0,0,210200,12.21,0.058947,8,7.37E-03,1.28E-03,0.049411
Kernel,graph4096,2,6,5,2,0,0,265200,12.26,0.058974,8,7.37E-03,1.25E-03,0.049662
Kernel,graph4096,4,3,3,2,0,0,433200,12.38,0.059102,8,7.39E-03,1.25E-03,0.04979
Kernel,graph4096,6,0,3,2,0,0,603200,12.05,0.059102,8,7.39E-03,1.25E-03,0.049694
Kernel,graph4096,5,1,6,2,0,0,516200,12.22,0.059166,8,7.40E-03,1.25E-03,0.049791
Kernel,graph4096,2,6,6,2,0,0,266200,12.73,0.060413,8,7.55E-03,1.25E-03,0.051102
Kernel,graph4096,5,6,0,2,0,0,560200,12.65,0.060421,8,7.55E-03,1.25E-03,0.051011
Kernel,graph4096,3,5,5,2,0,0,355200,12.74,0.060765,8,7.59E-03,1.28E-03,0.05139
Kernel,graph4096,1,6,3,2,0,0,163200,12.47,0.060956,8,7.62E-03,1.25E-03,0.051614
Kernel,graph4096,3,3,5,2,0,0,335200,12.82,0.062078,8,7.76E-03,1.25E-03,0.052734
Kernel,graph4096,3,1,3,2,0,0,313200,12.98,0.063684,8,7.96E-03,1.25E-03,0.054276
Kernel,graph4096,0,5,4,2,0,0,54200,12.61,0.063939,8,7.99E-03,1.25E-03,0.054659
Kernel,graph4096,4,1,5,2,0,0,415200,13.07,0.063966,8,8.00E-03,1.25E-03,0.054654
Kernel,graph4096,2,3,3,2,0,0,233200,13.26,0.064189,8,8.02E-03,1.25E-03,0.054814
Kernel,graph4096,4,1,0,2,0,0,410200,13.18,0.064157,8,8.02E-03,1.28E-03,0.054622
Kernel,graph4096,2,0,5,2,0,0,205200,12.92,0.064254,8,8.03E-03,1.25E-03,0.054814
Kernel,graph4096,4,6,0,2,0,0,460200,13.18,0.064413,8,8.05E-03,1.28E-03,0.054942
Kernel,graph4096,1,0,3,2,0,0,103200,12.53,0.06467,8,8.08E-03,1.25E-03,0.05523
Kernel,graph4096,1,6,0,2,0,0,160200,13.19,0.064637,8,8.08E-03,1.25E-03,0.055166
Kernel,graph4096,4,0,3,2,0,0,403200,13,0.064676,8,8.08E-03,1.25E-03,0.055267
Kernel,graph4096,5,3,3,2,0,0,533200,12.59,0.064637,8,8.08E-03,1.25E-03,0.055326
Kernel,graph4096,5,5,6,2,0,0,556200,12.68,0.064638,8,8.08E-03,1.25E-03,0.055262
Kernel,graph4096,2,3,6,2,0,0,236200,12.98,0.06474,8,8.09E-03,1.25E-03,0.055363
Kernel,graph4096,0,3,0,2,0,0,30200,12.89,0.06483,8,8.10E-03,1.28E-03,0.055294
Kernel,graph4096,2,1,4,2,0,0,214200,12.66,0.064803,8,8.10E-03,1.25E-03,0.055459
Kernel,graph4096,2,5,0,2,0,0,250200,13.22,0.064835,8,8.10E-03,1.25E-03,0.055331
Kernel,graph4096,5,5,5,2,0,0,555200,12.9,0.064798,8,8.10E-03,1.25E-03,0.055486
Kernel,graph4096,1,4,0,2,0,0,140200,12.53,0.064932,8,8.12E-03,1.28E-03,0.055427
Kernel,graph4096,3,5,0,2,0,0,350200,13.11,0.064963,8,8.12E-03,1.28E-03,0.055491
Kernel,graph4096,1,0,0,2,0,0,100200,13.18,0.065156,8,8.14E-03,1.28E-03,0.055779
Kernel,graph4096,3,4,3,2,0,0,343200,13.32,0.06515,8,8.14E-03,1.25E-03,0.055678
Kernel,graph4096,4,3,0,2,0,0,430200,11.87,0.065118,8,8.14E-03,1.28E-03,0.05555
Kernel,graph4096,5,0,4,2,0,0,504200,13.14,0.065118,8,8.14E-03,1.25E-03,0.05571
Kernel,graph4096,0,4,0,2,0,0,40200,13.23,0.06522,8,8.15E-03,1.28E-03,0.055684
Kernel,graph4096,1,1,1,2,0,0,111200,12.81,0.065214,8,8.15E-03,1.25E-03,0.055838
Kernel,graph4096,5,3,1,2,0,0,531200,12.71,0.06518,8,8.15E-03,1.25E-03,0.055837
Kernel,graph4096,0,0,5,2,0,0,5200,13.22,0.065438,8,8.18E-03,1.25E-03,0.056094
Kernel,graph4096,0,5,1,2,0,0,51200,13.36,0.065443,8,8.18E-03,1.25E-03,0.056067
Kernel,graph4096,1,3,3,2,0,0,133200,12.7,0.065444,8,8.18E-03,1.25E-03,0.056067
Kernel,graph4096,2,0,0,2,0,0,200200,12.93,0.065406,8,8.18E-03,1.25E-03,0.05603
Kernel,graph4096,2,3,5,2,0,0,235200,13.49,0.065445,8,8.18E-03,1.25E-03,0.056035
Kernel,graph4096,6,4,1,2,0,0,641200,13.49,0.065438,8,8.18E-03,1.25E-03,0.056062
Kernel,graph4096,2,0,3,2,0,0,203200,12.72,0.06554,8,8.19E-03,1.25E-03,0.056131
Kernel,graph4096,1,5,4,2,0,0,154200,13.36,0.06563,8,8.20E-03,1.25E-03,0.056286
Kernel,graph4096,6,4,0,2,0,0,640200,13.19,0.065598,8,8.20E-03,1.28E-03,0.056126
Kernel,graph4096,6,5,6,2,0,0,656200,12.62,0.065629,8,8.20E-03,1.25E-03,0.056286
Kernel,graph4096,4,4,4,2,0,0,444200,12.73,0.065668,8,8.21E-03,1.25E-03,0.05626
Kernel,graph4096,6,3,3,2,0,0,633200,12.28,0.065694,8,8.21E-03,1.25E-03,0.056286
Kernel,graph4096,6,0,6,2,0,0,606200,13.53,0.065854,8,8.23E-03,1.28E-03,0.056382
Kernel,graph4096,6,5,4,2,0,0,654200,13.2,0.06595,8,8.24E-03,1.25E-03,0.056574
Kernel,graph4096,4,5,6,2,0,0,456200,12.5,0.065981,8,8.25E-03,1.25E-03,0.056606
Kernel,graph4096,0,6,4,2,0,0,64200,13.41,0.066052,8,8.26E-03,1.25E-03,0.056675
Kernel,graph4096,1,6,5,2,0,0,165200,13.47,0.066052,8,8.26E-03,1.25E-03,0.056676
Kernel,graph4096,3,0,6,2,0,0,306200,13.43,0.06611,8,8.26E-03,1.25E-03,0.056702
Kernel,graph4096,4,3,4,2,0,0,434200,12.85,0.066084,8,8.26E-03,1.25E-03,0.056739
Kernel,graph4096,6,3,6,2,0,0,636200,13.33,0.066205,8,8.27E-03,1.25E-03,0.056798
Kernel,graph4096,4,0,5,2,0,0,405200,13.43,0.066269,8,8.28E-03,1.25E-03,0.056734
Kernel,graph4096,1,3,5,2,0,0,135200,13.22,0.066302,8,8.29E-03,1.25E-03,0.056862
Kernel,graph4096,1,6,1,2,0,0,161200,13.39,0.066332,8,8.29E-03,1.25E-03,0.056989
Kernel,graph4096,1,5,1,2,0,0,151200,13.56,0.066429,8,8.30E-03,1.25E-03,0.057086
Kernel,graph4096,5,6,1,2,0,0,561200,13.41,0.066525,8,8.32E-03,1.25E-03,0.057182
Kernel,graph4096,6,0,4,2,0,0,604200,13.2,0.066558,8,8.32E-03,1.25E-03,0.057054
Kernel,graph4096,2,1,5,2,0,0,215200,13.68,0.06675,8,8.34E-03,1.25E-03,0.057406
Kernel,graph4096,3,4,5,2,0,0,345200,13.44,0.066718,8,8.34E-03,1.25E-03,0.057406
Kernel,graph4096,3,4,4,2,0,0,344200,13.28,0.066819,8,8.35E-03,1.25E-03,0.057411
Kernel,graph4096,5,6,6,2,0,0,566200,13.66,0.067204,8,8.40E-03,1.25E-03,0.057796
Kernel,graph4096,0,5,6,2,0,0,56200,13.91,0.067684,8,8.46E-03,1.25E-03,0.05834
Kernel,graph4096,1,4,4,2,0,0,144200,13.61,0.068798,8,8.60E-03,1.25E-03,0.059422
Kernel,graph4096,6,3,5,2,0,0,635200,8.93,0.068773,8,8.60E-03,1.25E-03,0.059428
Kernel,graph4096,3,5,6,2,0,0,356200,9.12,0.069565,8,8.70E-03,1.25E-03,0.060222
Kernel,graph4096,0,0,3,2,0,0,3200,8.84,0.070174,8,8.77E-03,1.25E-03,0.060766
Kernel,graph4096,0,3,4,2,0,0,34200,13.58,0.074501,8,9.31E-03,1.25E-03,0.065156
Kernel,graph4096,6,1,1,2,0,0,611200,14.75,0.075869,8,9.48E-03,1.25E-03,0.066525
Kernel,graph4096,4,6,5,2,0,0,465200,14.65,0.075941,8,9.49E-03,1.25E-03,0.066596
Kernel,graph4096,5,3,6,2,0,0,536200,14.8,0.076196,8,9.52E-03,1.25E-03,0.066884
Kernel,graph4096,6,5,1,2,0,0,651200,13.94,0.07635,8,9.54E-03,1.25E-03,0.067006
Kernel,graph4096,6,6,6,2,0,0,666200,15.02,0.076292,8,9.54E-03,1.25E-03,0.066916
Kernel,graph4096,6,5,3,2,0,0,653200,14.82,0.076413,8,9.55E-03,1.25E-03,0.06707
Kernel,graph4096,2,5,6,2,0,0,256200,14.93,0.076669,8,9.58E-03,1.25E-03,0.067293
Kernel,graph4096,2,6,0,2,0,0,260200,14.71,0.076669,8,9.58E-03,1.28E-03,0.067197
Kernel,graph4096,1,3,1,2,0,0,131200,14.87,0.076765,8,9.59E-03,1.25E-03,0.067422
Kernel,graph4096,4,0,6,2,0,0,406200,14.87,0.076836,8,9.60E-03,1.25E-03,0.067396
Kernel,graph4096,4,1,1,2,0,0,411200,14.92,0.076894,8,9.61E-03,1.25E-03,0.06755
Kernel,graph4096,1,4,5,2,0,0,145200,14.1,0.076957,8,9.62E-03,1.25E-03,0.067613
Kernel,graph4096,3,6,0,2,0,0,360200,14.87,0.077053,8,9.63E-03,1.28E-03,0.067582
Kernel,graph4096,6,1,6,2,0,0,616200,14.71,0.077117,8,9.64E-03,1.28E-03,0.06771
Kernel,graph4096,5,0,0,2,0,0,500200,14.73,0.077212,8,9.65E-03,1.28E-03,0.067805
Kernel,graph4096,4,6,3,2,0,0,463200,14.33,0.077317,8,9.66E-03,1.25E-03,0.06794
Kernel,graph4096,6,6,4,2,0,0,664200,14.95,0.077285,8,9.66E-03,1.25E-03,0.06794
Kernel,graph4096,0,1,5,2,0,0,15200,14.53,0.07738,8,9.67E-03,1.25E-03,0.068036
Kernel,graph4096,5,4,6,2,0,0,546200,14.82,0.077373,8,9.67E-03,1.25E-03,0.067997
Kernel,graph4096,1,6,4,2,0,0,164200,14.55,0.077405,8,9.68E-03,1.25E-03,0.068029
Kernel,graph4096,4,5,5,2,0,0,455200,14.84,0.077508,8,9.69E-03,1.25E-03,0.068132
Kernel,graph4096,4,6,1,2,0,0,461200,14.08,0.077542,8,9.69E-03,1.25E-03,0.068164
Kernel,graph4096,6,4,5,2,0,0,645200,14.96,0.077508,8,9.69E-03,1.25E-03,0.0681
Kernel,graph4096,6,4,6,2,0,0,646200,14.12,0.077501,8,9.69E-03,1.25E-03,0.068126
Kernel,graph4096,0,0,6,2,0,0,6200,14.18,0.077598,8,9.70E-03,1.25E-03,0.068158
Kernel,graph4096,2,0,6,2,0,0,206200,14.51,0.077667,8,9.71E-03,1.25E-03,0.068227
Kernel,graph4096,0,1,0,2,0,0,10200,14.35,0.077788,8,9.72E-03,1.28E-03,0.068253
Kernel,graph4096,1,0,6,2,0,0,106200,14.31,0.077917,8,9.74E-03,1.25E-03,0.068478
Kernel,graph4096,2,6,4,2,0,0,264200,14.93,0.077892,8,9.74E-03,1.25E-03,0.068548
Kernel,graph4096,6,4,4,2,0,0,644200,15.02,0.07802,8,9.75E-03,1.25E-03,0.068708
Kernel,graph4096,3,5,3,2,0,0,353200,14.53,0.078181,8,9.77E-03,1.25E-03,0.068836
Kernel,graph4096,3,3,4,2,0,0,334200,15.04,0.078468,8,9.81E-03,1.25E-03,0.069092
Kernel,graph4096,0,0,0,2,0,0,200,15.25,0.079291,8,9.91E-03,1.28E-03,0.069725
Kernel,graph4096,0,1,4,2,0,0,14200,15.21,0.079325,8,9.92E-03,1.25E-03,0.069982
Kernel,graph4096,1,3,6,2,0,0,136200,15.43,0.079653,8,9.96E-03,1.25E-03,0.070308
Kernel,graph4096,1,2,3,6,0,0,123600,17.11,0.080261,8,0.010032,2.14E-03,0.046755
Kernel,graph4096,6,2,0,6,0,0,620600,17.07,0.080453,8,0.010056,2.14E-03,0.046883
Kernel,graph4096,1,2,5,6,0,0,125600,17.25,0.080521,8,0.010065,2.11E-03,0.046851
Kernel,graph4096,5,2,3,3,0,0,523300,17.24,0.080572,8,0.010071,2.14E-03,0.046942
Kernel,graph4096,1,2,6,2,0,0,126200,15.83,0.080732,8,0.010091,2.11E-03,0.047422
Kernel,graph4096,0,2,1,4,0,0,21400,17.07,0.080796,8,0.010099,2.11E-03,0.04723
Kernel,graph4096,6,2,1,6,0,0,621600,16.92,0.080797,8,0.010099,2.14E-03,0.047198
Kernel,graph4096,6,2,0,2,0,0,620200,16.02,0.080837,8,0.010104,2.11E-03,0.047458
Kernel,graph4096,0,6,2,4,0,0,62400,17.15,0.080862,8,0.010107,2.11E-03,0.047263
Kernel,graph4096,6,0,2,4,0,0,602400,17.27,0.080894,8,0.010111,2.11E-03,0.04755
Kernel,graph4096,6,0,2,2,0,0,602200,15.84,0.0809,8,0.010112,2.11E-03,0.047522
Kernel,graph4096,0,0,2,0,0,0,2000,17.07,0.080988,8,0.010123,2.14E-03,0.047454
Kernel,graph4096,2,2,3,2,0,0,223200,15.25,0.080999,8,0.010124,2.14E-03,0.047395
Kernel,graph4096,2,2,3,1,0,0,223100,17.04,0.081022,8,0.010127,2.11E-03,0.047294
Kernel,graph4096,3,2,1,4,0,0,321400,17.1,0.081022,8,0.010127,2.11E-03,0.047583
Kernel,graph4096,0,2,5,1,0,0,25100,17.15,0.08106,8,0.010132,2.11E-03,0.047523
Kernel,graph4096,4,0,2,1,0,0,402100,17.35,0.081083,8,0.010135,2.11E-03,0.04771
Kernel,graph4096,0,2,5,6,0,0,25600,17.21,0.081117,8,0.010139,2.11E-03,0.047486
Kernel,graph4096,3,5,2,2,0,0,352200,15.79,0.081128,8,0.010141,2.14E-03,0.047523
Kernel,graph4096,5,3,2,2,0,0,532200,16.13,0.081148,8,0.010143,2.11E-03,0.04771
Kernel,graph4096,5,5,2,1,0,0,552100,17.3,0.081244,8,0.010155,2.14E-03,0.047646
Kernel,graph4096,5,4,2,0,0,0,542000,17.23,0.081252,8,0.010156,2.14E-03,0.047779
Kernel,graph4096,2,4,2,5,0,0,242500,17.27,0.081276,8,0.010159,2.14E-03,0.047646
Kernel,graph4096,2,4,2,6,0,0,242600,16.83,0.081277,8,0.010159,2.14E-03,0.04755
Kernel,graph4096,4,5,2,4,0,0,452400,17.36,0.081278,8,0.010159,2.14E-03,0.047711
Kernel,graph4096,5,1,5,2,0,0,515200,10.48,0.081277,8,0.010159,1.25E-03,0.07187
Kernel,graph4096,4,1,2,4,0,0,412400,17.69,0.081309,8,0.010163,2.11E-03,0.047775
Kernel,graph4096,5,2,4,5,0,0,524500,17.17,0.081309,8,0.010163,2.11E-03,0.047902
Kernel,graph4096,1,2,5,2,0,0,125200,16.05,0.081316,8,0.010164,2.14E-03,0.047938
Kernel,graph4096,1,2,1,6,0,0,121600,17.33,0.081373,8,0.010171,2.14E-03,0.047774
Kernel,graph4096,3,2,6,3,0,0,326300,17.13,0.081373,8,0.010171,2.14E-03,0.04771
Kernel,graph4096,6,1,2,4,0,0,612400,17.44,0.081381,8,0.010172,2.11E-03,0.047907
Kernel,graph4096,6,2,6,6,0,0,626600,17.36,0.081382,8,0.010172,2.11E-03,0.047779
Kernel,graph4096,3,2,5,6,0,0,325600,16.35,0.081406,8,0.010175,2.14E-03,0.047903
Kernel,graph4096,4,2,5,0,0,0,425000,17.47,0.081436,8,0.010179,2.14E-03,0.048062
Kernel,graph4096,5,5,2,5,0,0,552500,16.9,0.081439,8,0.010179,2.14E-03,0.047807
Kernel,graph4096,5,2,6,6,0,0,526600,17.06,0.081448,8,0.010181,2.11E-03,0.047843
Kernel,graph4096,0,2,1,0,0,0,21000,16.06,0.081468,8,0.010183,2.11E-03,0.04787
Kernel,graph4096,4,2,1,2,0,0,421200,16.06,0.081469,8,0.010183,2.11E-03,0.047903
Kernel,graph4096,3,2,5,1,0,0,325100,17.39,0.081477,8,0.010184,2.11E-03,0.047811
Kernel,graph4096,3,6,6,2,0,0,366200,10.57,0.081477,8,0.010184,1.25E-03,0.072132
Kernel,graph4096,6,2,5,2,0,0,625200,15.95,0.081476,8,0.010184,2.11E-03,0.047971
Kernel,graph4096,6,4,2,4,0,0,642400,16.93,0.0815,8,0.010187,2.11E-03,0.047934
Kernel,graph4096,5,2,4,1,0,0,524100,17.38,0.081534,8,0.010191,2.11E-03,0.047966
Kernel,graph4096,6,2,0,1,0,0,620100,17.18,0.081533,8,0.010191,2.11E-03,0.047966
Kernel,graph4096,0,2,4,3,0,0,24300,17.14,0.081566,8,0.010195,2.11E-03,0.047966
Kernel,graph4096,6,2,4,3,0,0,624300,17.19,0.081606,8,0.0102,2.11E-03,0.048099
