Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,label
bfs,graph65536,h_updating_graph_mask,2,Kernel,809468822.17,24.06,16741,1206228348.73,24.06,13856,12.27,12603.62,10.07,20.99,0.48,0.36,0.48,12.07,12.07,199436489607.39,15.83,24.06,70.5,10.07,51.25,6.0,0.16,87.49,1,0.13,12.51,4.94,7.5,48.63,47.97,47.97,1500.69,480221,1521.22,486791,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.25,34.77,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,3
bfs,graph65536,h_graph_visited,3,Kernel,809468822.17,24.06,16741,1206228348.73,24.06,13856,12.27,12603.62,10.07,20.99,0.48,0.36,0.48,12.07,12.07,199436489607.39,15.83,24.06,70.5,10.07,51.25,6.0,0.16,87.49,1,0.13,12.51,4.94,7.5,48.63,47.97,47.97,1500.69,480221,1521.22,486791,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.25,34.77,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,0
bfs,graph65536,h_graph_nodes,0,Kernel2,698224852.07,9.96,5664,1046690088.76,9.96,5408,2.55,1746.19,2.4,6.57,0.27,0.08,0.31,7.77,7.77,71183431952.66,2.03,9.96,79.38,1.98,39.03,6.45,0.13,92.07,1,0.08,7.93,19.67,23.21,94.65,81.27,81.27,116.43,37259,135.6,43392,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.74,35.53,64,100,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,4
bfs,graph65536,h_graph_mask,1,Kernel2,698224852.07,9.96,5664,1046690088.76,9.96,5408,2.55,1746.19,2.4,6.57,0.27,0.08,0.31,7.77,7.77,71183431952.66,2.03,9.96,79.38,1.98,39.03,6.45,0.13,92.07,1,0.08,7.93,19.67,23.21,94.65,81.27,81.27,116.43,37259,135.6,43392,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.74,35.53,64,100,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,4
bfs,graph65536,h_updating_graph_mask,2,Kernel2,698224852.07,9.96,5664,1046690088.76,9.96,5408,2.55,1746.19,2.4,6.57,0.27,0.08,0.31,7.77,7.77,71183431952.66,2.03,9.96,79.38,1.98,39.03,6.45,0.13,92.07,1,0.08,7.93,19.67,23.21,94.65,81.27,81.27,116.43,37259,135.6,43392,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.74,35.53,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,2
bfs,graph65536,h_graph_visited,3,Kernel2,698224852.07,9.96,5664,1046690088.76,9.96,5408,2.55,1746.19,2.4,6.57,0.27,0.08,0.31,7.77,7.77,71183431952.66,2.03,9.96,79.38,1.98,39.03,6.45,0.13,92.07,1,0.08,7.93,19.67,23.21,94.65,81.27,81.27,116.43,37259,135.6,43392,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.74,35.53,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,1
bfs,graph65536,h_graph_nodes,0,Kernel,804832713.75,9.87,10413,1209282063.2,9.87,8608,1.56,5402.77,2.62,5.09,0.19,0.1,0.2,5.0,5.0,81330855018.59,2.64,9.87,46.42,2.62,31.22,3.79,0.07,93.98,1,0.06,6.02,8.65,10.59,67.87,63.06,63.06,251.16,80370,270.32,86504,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.82,18.46,64,100,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,0
bfs,graph65536,h_graph_mask,1,Kernel,804832713.75,9.87,10413,1209282063.2,9.87,8608,1.56,5402.77,2.62,5.09,0.19,0.1,0.2,5.0,5.0,81330855018.59,2.64,9.87,46.42,2.62,31.22,3.79,0.07,93.98,1,0.06,6.02,8.65,10.59,67.87,63.06,63.06,251.16,80370,270.32,86504,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.82,18.46,64,100,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,804832713.75,9.87,10413,1209282063.2,9.87,8608,1.56,5402.77,2.62,5.09,0.19,0.1,0.2,5.0,5.0,81330855018.59,2.64,9.87,46.42,2.62,31.22,3.79,0.07,93.98,1,0.06,6.02,8.65,10.59,67.87,63.06,63.06,251.16,80370,270.32,86504,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.82,18.46,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,3
bfs,graph65536,h_graph_visited,3,Kernel,804832713.75,9.87,10413,1209282063.2,9.87,8608,1.56,5402.77,2.62,5.09,0.19,0.1,0.2,5.0,5.0,81330855018.59,2.64,9.87,46.42,2.62,31.22,3.79,0.07,93.98,1,0.06,6.02,8.65,10.59,67.87,63.06,63.06,251.16,80370,270.32,86504,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.82,18.46,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,0
bfs,graph65536,h_graph_nodes,0,Kernel2,697278911.56,6.15,4933,1048185941.04,6.15,4704,0.93,1682.01,2.08,4.59,0.2,0.07,0.24,6.1,6.1,43904761904.76,1.56,6.15,52.82,1.56,0.34,6.37,0.11,93.5,1,0.06,6.5,26.99,31.9,120.49,98.0,98.0,83.48,26714,102.64,32846,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.32,36.44,64,100,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,4
bfs,graph65536,h_graph_mask,1,Kernel2,697278911.56,6.15,4933,1048185941.04,6.15,4704,0.93,1682.01,2.08,4.59,0.2,0.07,0.24,6.1,6.1,43904761904.76,1.56,6.15,52.82,1.56,0.34,6.37,0.11,93.5,1,0.06,6.5,26.99,31.9,120.49,98.0,98.0,83.48,26714,102.64,32846,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.32,36.44,64,100,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,4
bfs,graph65536,h_updating_graph_mask,2,Kernel2,697278911.56,6.15,4933,1048185941.04,6.15,4704,0.93,1682.01,2.08,4.59,0.2,0.07,0.24,6.1,6.1,43904761904.76,1.56,6.15,52.82,1.56,0.34,6.37,0.11,93.5,1,0.06,6.5,26.99,31.9,120.49,98.0,98.0,83.48,26714,102.64,32846,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.32,36.44,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,2
bfs,graph65536,h_graph_visited,3,Kernel2,697278911.56,6.15,4933,1048185941.04,6.15,4704,0.93,1682.01,2.08,4.59,0.2,0.07,0.24,6.1,6.1,43904761904.76,1.56,6.15,52.82,1.56,0.34,6.37,0.11,93.5,1,0.06,6.5,26.99,31.9,120.49,98.0,98.0,83.48,26714,102.64,32846,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.32,36.44,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,1
bfs,graph65536,h_graph_nodes,0,Kernel,803370786.52,4.62,6834,1199584503.75,4.62,5696,0.68,1696.64,1.42,4.58,0.18,0.05,0.23,5.7,5.7,38000000000.0,1.14,4.62,51.97,1.14,0.62,5.96,0.08,93.94,1,0.06,6.06,26.41,31.69,122.62,98.33,98.33,77.57,24822,96.73,30955,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.28,34.82,64,100,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,0
bfs,graph65536,h_graph_mask,1,Kernel,803370786.52,4.62,6834,1199584503.75,4.62,5696,0.68,1696.64,1.42,4.58,0.18,0.05,0.23,5.7,5.7,38000000000.0,1.14,4.62,51.97,1.14,0.62,5.96,0.08,93.94,1,0.06,6.06,26.41,31.69,122.62,98.33,98.33,77.57,24822,96.73,30955,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.28,34.82,64,100,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,803370786.52,4.62,6834,1199584503.75,4.62,5696,0.68,1696.64,1.42,4.58,0.18,0.05,0.23,5.7,5.7,38000000000.0,1.14,4.62,51.97,1.14,0.62,5.96,0.08,93.94,1,0.06,6.06,26.41,31.69,122.62,98.33,98.33,77.57,24822,96.73,30955,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.28,34.82,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,3
bfs,graph65536,h_graph_visited,3,Kernel,803370786.52,4.62,6834,1199584503.75,4.62,5696,0.68,1696.64,1.42,4.58,0.18,0.05,0.23,5.7,5.7,38000000000.0,1.14,4.62,51.97,1.14,0.62,5.96,0.08,93.94,1,0.06,6.06,26.41,31.69,122.62,98.33,98.33,77.57,24822,96.73,30955,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.28,34.82,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,0
bfs,graph65536,h_graph_nodes,0,Kernel2,715753424.66,5.87,4984,1066424086.76,5.87,4672,0.92,1613.22,2.05,4.76,0.21,0.07,0.25,6.35,6.35,43054794520.55,1.54,5.87,52.29,1.54,0.0,7.44,0.11,93.27,1,0.07,6.73,27.08,32.0,135.94,110.48,110.48,83.2,26624,102.37,32757,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.67,36.98,64,100,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,4
bfs,graph65536,h_graph_mask,1,Kernel2,715753424.66,5.87,4984,1066424086.76,5.87,4672,0.92,1613.22,2.05,4.76,0.21,0.07,0.25,6.35,6.35,43054794520.55,1.54,5.87,52.29,1.54,0.0,7.44,0.11,93.27,1,0.07,6.73,27.08,32.0,135.94,110.48,110.48,83.2,26624,102.37,32757,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.67,36.98,64,100,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,4
bfs,graph65536,h_updating_graph_mask,2,Kernel2,715753424.66,5.87,4984,1066424086.76,5.87,4672,0.92,1613.22,2.05,4.76,0.21,0.07,0.25,6.35,6.35,43054794520.55,1.54,5.87,52.29,1.54,0.0,7.44,0.11,93.27,1,0.07,6.73,27.08,32.0,135.94,110.48,110.48,83.2,26624,102.37,32757,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.67,36.98,64,100,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,2
bfs,graph65536,h_graph_visited,3,Kernel2,715753424.66,5.87,4984,1066424086.76,5.87,4672,0.92,1613.22,2.05,4.76,0.21,0.07,0.25,6.35,6.35,43054794520.55,1.54,5.87,52.29,1.54,0.0,7.44,0.11,93.27,1,0.07,6.73,27.08,32.0,135.94,110.48,110.48,83.2,26624,102.37,32757,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.67,36.98,64,100,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,1
