0,calculate_temp,Issue Slots Busy,%,43.80,hotspot,256
0,calculate_temp,SM Busy,%,43.80,hotspot,256
0,calculate_temp,Memory Throughput,byte/second,175006825938.57,hotspot,256
0,calculate_temp,Mem Busy,%,13.56,hotspot,256
0,calculate_temp,Max Bandwidth,%,22.35,hotspot,256
0,calculate_temp,L2 Hit Rate,%,76.36,hotspot,256
0,calculate_temp,Mem Pipes Busy,%,13.27,hotspot,256
0,calculate_temp,L1 Hit Rate,%,0,hotspot,256
0,calculate_temp,Active Warps Per Scheduler,warp,9.13,hotspot,256
0,calculate_temp,Eligible Warps Per Scheduler,warp,1.72,hotspot,256
0,calculate_temp,No Eligible,%,56.45,hotspot,256
0,calculate_temp,Instructions Per Active Issue Slot,inst/cycle,1,hotspot,256
0,calculate_temp,Issued Warp Per Scheduler,,0.44,hotspot,256
0,calculate_temp,One or More Eligible,%,43.55,hotspot,256
0,calculate_temp,Avg. Not Predicated Off Threads Per Warp,,26.90,hotspot,256
0,calculate_temp,Avg. Active Threads Per Warp,,28.45,hotspot,256
0,calculate_temp,Warp Cycles Per Executed Instruction,cycle,21.42,hotspot,256
0,calculate_temp,Warp Cycles Per Issued Instruction,,20.97,hotspot,256
0,calculate_temp,Warp Cycles Per Issue Active,,20.97,hotspot,256
0,calculate_temp,Avg. Executed Instructions Per Scheduler,inst,3039.09,hotspot,256
0,calculate_temp,Executed Instructions,inst,972508,hotspot,256
0,calculate_temp,Avg. Issued Instructions Per Scheduler,inst,3104.62,hotspot,256
0,calculate_temp,Issued Instructions,inst,993478,hotspot,256
0,calculate_temp,Block Size,,256,hotspot,256
0,calculate_temp,Grid Size,,484,hotspot,256
0,calculate_temp,Registers Per Thread,register/thread,40,hotspot,256
0,calculate_temp,Shared Memory Configuration Size,byte,32768,hotspot,256
0,calculate_temp,Dynamic Shared Memory Per Block,byte/block,0,hotspot,256
0,calculate_temp,Static Shared Memory Per Block,byte/block,3072,hotspot,256
0,calculate_temp,Threads,thread,123904,hotspot,256
0,calculate_temp,Waves Per SM,,1.01,hotspot,256
0,calculate_temp,Block Limit SM,block,32,hotspot,256
0,calculate_temp,Block Limit Registers,block,6,hotspot,256
0,calculate_temp,Block Limit Shared Mem,block,32,hotspot,256
0,calculate_temp,Block Limit Warps,block,8,hotspot,256
0,calculate_temp,Achieved Active Warps Per SM,warp,39.06,hotspot,256
0,calculate_temp,Achieved Occupancy,%,61.03,hotspot,256
0,calculate_temp,Theoretical Active Warps per SM,warp/cycle,48,hotspot,256
0,calculate_temp,Theoretical Occupancy,%,75,hotspot,256
0,calculate_temp,Memory Frequency,cycle/second,876548196.02,hotspot,4096
0,calculate_temp,SOL FB,%,32.89,hotspot,4096
0,calculate_temp,Elapsed Cycles,cycle,934826,hotspot,4096
0,calculate_temp,SM Frequency,cycle/second,1310373334.01,hotspot,4096
0,calculate_temp,Memory [%],%,39.33,hotspot,4096
0,calculate_temp,Duration,nsecond,713088,hotspot,4096
0,calculate_temp,SOL L2,%,24.80,hotspot,4096
0,calculate_temp,SM Active Cycles,cycle,929918.12,hotspot,4096
0,calculate_temp,SM [%],%,79.29,hotspot,4096
0,calculate_temp,SOL TEX,%,39.52,hotspot,4096
0,calculate_temp,Executed Ipc Active,inst/cycle,3.19,hotspot,4096
0,calculate_temp,Executed Ipc Elapsed,inst/cycle,3.17,hotspot,4096
0,calculate_temp,Issued Ipc Active,inst/cycle,3.19,hotspot,4096
0,calculate_temp,Issue Slots Busy,%,79.67,hotspot,4096
0,calculate_temp,SM Busy,%,79.67,hotspot,4096
0,calculate_temp,Memory Throughput,byte/second,295190181296.00,hotspot,4096
0,calculate_temp,Mem Busy,%,39.33,hotspot,4096
0,calculate_temp,Max Bandwidth,%,32.89,hotspot,4096
0,calculate_temp,L2 Hit Rate,%,76.97,hotspot,4096
0,calculate_temp,Mem Pipes Busy,%,37.19,hotspot,4096
0,calculate_temp,L1 Hit Rate,%,0.40,hotspot,4096
0,calculate_temp,Active Warps Per Scheduler,warp,11.22,hotspot,4096
0,calculate_temp,Eligible Warps Per Scheduler,warp,2.97,hotspot,4096
0,calculate_temp,No Eligible,%,20.37,hotspot,4096
0,calculate_temp,Instructions Per Active Issue Slot,inst/cycle,1,hotspot,4096
0,calculate_temp,Issued Warp Per Scheduler,,0.80,hotspot,4096
0,calculate_temp,One or More Eligible,%,79.63,hotspot,4096
0,calculate_temp,Avg. Not Predicated Off Threads Per Warp,,27.11,hotspot,4096
0,calculate_temp,Avg. Active Threads Per Warp,,28.65,hotspot,4096
0,calculate_temp,Warp Cycles Per Executed Instruction,cycle,14.09,hotspot,4096
0,calculate_temp,Warp Cycles Per Issued Instruction,,14.09,hotspot,4096
0,calculate_temp,Warp Cycles Per Issue Active,,14.09,hotspot,4096
0,calculate_temp,Avg. Executed Instructions Per Scheduler,inst,740821.09,hotspot,4096
0,calculate_temp,Executed Instructions,inst,237062748,hotspot,4096
0,calculate_temp,Avg. Issued Instructions Per Scheduler,inst,740907.56,hotspot,4096
0,calculate_temp,Issued Instructions,inst,237090419,hotspot,4096
0,calculate_temp,Block Size,,256,hotspot,4096
0,calculate_temp,Grid Size,,116964,hotspot,4096
0,calculate_temp,Registers Per Thread,register/thread,40,hotspot,4096
0,calculate_temp,Shared Memory Configuration Size,byte,32768,hotspot,4096
0,calculate_temp,Dynamic Shared Memory Per Block,byte/block,0,hotspot,4096
0,calculate_temp,Static Shared Memory Per Block,byte/block,3072,hotspot,4096
0,calculate_temp,Threads,thread,29942784,hotspot,4096
0,calculate_temp,Waves Per SM,,243.67,hotspot,4096
0,calculate_temp,Block Limit SM,block,32,hotspot,4096
0,calculate_temp,Block Limit Registers,block,6,hotspot,4096
0,calculate_temp,Block Limit Shared Mem,block,32,hotspot,4096
0,calculate_temp,Block Limit Warps,block,8,hotspot,4096
0,calculate_temp,Achieved Active Warps Per SM,warp,45.11,hotspot,4096
0,calculate_temp,Achieved Occupancy,%,70.49,hotspot,4096
0,calculate_temp,Theoretical Active Warps per SM,warp/cycle,48,hotspot,4096
0,calculate_temp,Theoretical Occupancy,%,75,hotspot,4096
0,calculate_temp,Memory Frequency,cycle/second,833034111.31,hotspot,512
0,calculate_temp,SOL FB,%,26.35,hotspot,512
0,calculate_temp,Elapsed Cycles,cycle,22007,hotspot,512
0,calculate_temp,SM Frequency,cycle/second,1227698608.62,hotspot,512
0,calculate_temp,Memory [%],%,26.35,hotspot,512
0,calculate_temp,Duration,nsecond,17824,hotspot,512
0,calculate_temp,SOL L2,%,16.20,hotspot,512
0,calculate_temp,SM Active Cycles,cycle,17754.84,hotspot,512
0,calculate_temp,SM [%],%,53.69,hotspot,512
0,calculate_temp,SOL TEX,%,32.29,hotspot,512
0,calculate_temp,Executed Ipc Active,inst/cycle,2.63,hotspot,512
0,calculate_temp,Executed Ipc Elapsed,inst/cycle,2.14,hotspot,512
0,calculate_temp,Issued Ipc Active,inst/cycle,2.65,hotspot,512
0,calculate_temp,Issue Slots Busy,%,66.16,hotspot,512
0,calculate_temp,SM Busy,%,66.16,hotspot,512
0,calculate_temp,Memory Throughput,byte/second,224791741472.17,hotspot,512
0,calculate_temp,Mem Busy,%,26.20,hotspot,512
0,calculate_temp,Max Bandwidth,%,26.35,hotspot,512
0,calculate_temp,L2 Hit Rate,%,76.25,hotspot,512
0,calculate_temp,Mem Pipes Busy,%,24.99,hotspot,512
0,calculate_temp,L1 Hit Rate,%,0.21,hotspot,512
0,calculate_temp,Active Warps Per Scheduler,warp,10.40,hotspot,512
0,calculate_temp,Eligible Warps Per Scheduler,warp,2.52,hotspot,512
0,calculate_temp,No Eligible,%,34.03,hotspot,512
0,calculate_temp,Instructions Per Active Issue Slot,inst/cycle,1,hotspot,512
0,calculate_temp,Issued Warp Per Scheduler,,0.66,hotspot,512
0,calculate_temp,One or More Eligible,%,65.97,hotspot,512
0,calculate_temp,Avg. Not Predicated Off Threads Per Warp,,27.06,hotspot,512
0,calculate_temp,Avg. Active Threads Per Warp,,28.60,hotspot,512
0,calculate_temp,Warp Cycles Per Executed Instruction,cycle,15.85,hotspot,512
