@relation 'lassen_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,11-15,17,19-32,37,39,42-45,47-49-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R7-8-weka.filters.unsupervised.attribute.Remove-R9'

@attribute 'Elapsed Cycles' numeric
@attribute Duration numeric
@attribute 'SM Active Cycles' numeric
@attribute 'Memory Throughput' numeric
@attribute 'Max Bandwidth' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Grid Size' numeric
@attribute Threads numeric
@attribute 'Achieved Active Warps Per SM' numeric
@attribute class {RM,UM,PL,AB,UMC}

@data
0.032623,0.033823,0.033838,0.157495,0.170711,0.012785,0.062486,0.062271,0.075267,PL
0.004414,0.004005,0.000034,0.029872,0.035405,0.000026,0,0.000244,0.164634,PL
0.032962,0.033675,0.033395,0.15607,0.166873,0.012645,0.062486,0.062271,0.075076,PL
0.003804,0.003115,0.000052,0.030958,0.036395,0.000026,0,0.000244,0.172637,PL
0.032962,0.032636,0.033734,0.160346,0.168235,0.012544,0.062486,0.062271,0.078697,PL
0.003782,0.002967,0.000039,0.031415,0.036519,0.000026,0,0.000244,0.162729,PL
0.032944,0.033526,0.032661,0.15607,0.166997,0.012544,0.062486,0.062271,0.083651,PL
0.003729,0.003857,0.00004,0.029578,0.036271,0.000026,0,0.000244,0.165015,PL
0.032776,0.032933,0.032902,0.157495,0.166502,0.012544,0.062486,0.062271,0.077363,PL
0.003004,0.003412,0.000037,0.030338,0.038747,0.000026,0,0.000244,0.164063,PL
0.032362,0.032191,0.033611,0.157495,0.16613,0.012406,0.062486,0.062271,0.078506,PL
0.003822,0.003115,0.00004,0.030808,0.0359,0.000026,0,0.000244,0.161204,PL
0.033269,0.032488,0.032653,0.160346,0.166378,0.012306,0.062486,0.062271,0.084985,PL
0.003054,0.003115,0.000036,0.030633,0.038128,0.000026,0,0.000244,0.168255,PL
0.03294,0.032339,0.033447,0.158921,0.166006,0.012306,0.062486,0.062271,0.073742,PL
0.003743,0.002967,0.000047,0.030431,0.035405,0.000026,0,0.000244,0.15282,PL
0.032819,0.032784,0.033298,0.15607,0.16514,0.012306,0.062486,0.062271,0.076791,PL
0.003593,0.003115,0.000043,0.030283,0.036024,0.000026,0,0.000244,0.160442,PL
0.033955,0.032933,0.031998,0.147516,0.152761,0.01217,0.062486,0.062271,0.087462,PL
0.002989,0.00356,0.000038,0.029512,0.037633,0.000026,0,0.000244,0.166921,PL
0.032769,0.033378,0.032406,0.148942,0.15895,0.012072,0.062486,0.062271,0.072027,PL
0.003343,0.002967,0.000035,0.030305,0.036519,0.000026,0,0.000244,0.16673,PL
0.032794,0.032636,0.032277,0.154644,0.162045,0.012072,0.062486,0.062271,0.077934,PL
0.0035,0.003412,0.000042,0.029183,0.035776,0.000026,0,0.000244,0.153773,PL
0.032744,0.032488,0.032621,0.153218,0.160436,0.012072,0.062486,0.062271,0.076029,PL
0.003364,0.00267,0.000047,0.030762,0.036271,0.000026,0,0.000244,0.160823,PL
0.032569,0.032488,0.032246,0.154644,0.162416,0.011937,0.062486,0.062271,0.07622,PL
0.002832,0.004302,0.000047,0.027758,0.037881,0.000026,0,0.000244,0.167492,PL
0.032769,0.032339,0.032045,0.151793,0.158084,0.011841,0.062486,0.062271,0.07279,PL
0.004293,0.003264,0.000035,0.029368,0.033424,0.000026,0,0.000244,0.16673,PL
0.032744,0.032339,0.031653,0.150367,0.156598,0.011841,0.062486,0.062271,0.074123,PL
0.00275,0.003115,0.000043,0.029557,0.037509,0.000026,0,0.000244,0.158537,PL
0.032733,0.031894,0.031696,0.153218,0.159569,0.011841,0.062486,0.062271,0.080221,PL
0.003504,0.00356,0.000033,0.028659,0.035157,0.000026,0,0.000244,0.165777,PL
0.032469,0.032339,0.0319,0.147516,0.156227,0.011708,0.062486,0.062271,0.077363,PL
0.002911,0.00267,0.000038,0.029965,0.036519,0.000026,0,0.000244,0.168445,PL
0.032587,0.031894,0.031399,0.148942,0.154989,0.011613,0.062486,0.062271,0.076982,PL
0.00375,0.004154,0.000037,0.02731,0.034291,0.000026,0,0.000244,0.165777,PL
0.032276,0.032488,0.032019,0.147516,0.157341,0.011613,0.062486,0.062271,0.069931,PL
0.003339,0.002819,0.000041,0.029131,0.03491,0.000026,0,0.000244,0.162729,PL
0.033355,0.032636,0.031471,0.146091,0.151275,0.011613,0.062486,0.062271,0.071456,PL
0.002836,0.003709,0.000042,0.02754,0.036271,0.000026,0,0.000244,0.165587,PL
0.03264,0.032043,0.031518,0.146091,0.151523,0.011481,0.062486,0.062271,0.070694,PL
0.003311,0.003709,0.000044,0.027612,0.03491,0.000026,0,0.000244,0.157965,PL
0.033533,0.031894,0.031259,0.147516,0.149666,0.011388,0.062486,0.062271,0.071837,PL
0.003325,0.00267,0.000045,0.029066,0.034291,0.000026,0,0.000244,0.156822,PL
0.032369,0.032043,0.031218,0.146091,0.153132,0.011388,0.062486,0.062271,0.068407,PL
0.00345,0.002967,0.000035,0.028514,0.034043,0.000026,0,0.000244,0.167873,PL
0.032401,0.031746,0.030751,0.146091,0.152018,0.011388,0.062486,0.062271,0.073171,PL
0.003604,0.004302,0.00004,0.026472,0.033672,0.000026,0,0.000244,0.165777,PL
0.03238,0.032043,0.030909,0.144665,0.152018,0.011258,0.062486,0.062271,0.073742,PL
0.003479,0.002819,0.000033,0.028724,0.033919,0.000026,0,0.000244,0.167302,PL
0.032058,0.031746,0.03058,0.141303,0.14818,0.011167,0.062486,0.062271,0.067454,PL
0.003157,0.004005,0.000031,0.026593,0.034414,0.000026,0,0.000244,0.171684,PL
0.032515,0.031894,0.030216,0.138509,0.143971,0.011167,0.062486,0.062271,0.075267,PL
0.003111,0.003264,0.000041,0.027311,0.034043,0.000026,0,0.000244,0.162157,PL
0.031769,0.031746,0.030995,0.140003,0.147809,0.011167,0.062486,0.062271,0.070122,PL
0.002672,0.002967,0.000036,0.028085,0.035405,0.000022,0,0.000244,0.15987,PL
0.031719,0.031598,0.030814,0.134705,0.141991,0.011039,0.062486,0.062271,0.063453,PL
0.003825,0.002967,0.000031,0.027908,0.032434,0.000022,0,0.000244,0.156631,PL
0.031844,0.031301,0.030282,0.129828,0.13543,0.010949,0.062486,0.062271,0.06612,PL
0.003139,0.003709,0.000035,0.026718,0.033919,0.000022,0,0.000244,0.153582,PL
0.032073,0.032339,0.030641,0.123378,0.131097,0.010949,0.062486,0.062271,0.063072,PL
0.002786,0.003264,0.000039,0.027112,0.034786,0.000022,0,0.000244,0.1492,PL
0.031658,0.031301,0.030351,0.128909,0.135058,0.010949,0.062486,0.062271,0.065358,PL
0.002864,0.003857,0.000035,0.025817,0.033795,0.000022,0,0.000244,0.155107,PL
0.032276,0.031598,0.030481,0.123766,0.128497,0.010822,0.062486,0.062271,0.067835,PL
0.003289,0.003115,0.00004,0.026906,0.032434,0.000022,0,0.000244,0.148819,PL
0.031569,0.031301,0.03014,0.126921,0.133449,0.010734,0.062486,0.062271,0.062881,PL
0.002772,0.002967,0.000039,0.027277,0.034167,0.000022,0,0.000244,0.153201,PL
0.032169,0.031301,0.030146,0.127662,0.132459,0.010734,0.062486,0.062271,0.064596,PL
0.003857,0.003115,0.000037,0.026556,0.030948,0.000022,0,0.000244,0.161776,PL
0.031773,0.031746,0.030381,0.124466,0.131344,0.010734,0.062486,0.062271,0.060404,PL
0.003097,0.002967,0.000035,0.026773,0.032805,0.000022,0,0.000244,0.158346,PL
0.032037,0.031598,0.030079,0.124307,0.130106,0.010608,0.062486,0.062271,0.060785,PL
0.00285,0.002819,0.000031,0.027146,0.033424,0.000022,0,0.000244,0.159108,PL
0.03163,0.031449,0.029914,0.122239,0.128373,0.010522,0.062486,0.062271,0.062119,PL
0.002618,0.003412,0.000034,0.02611,0.033919,0.000022,0,0.000244,0.159489,PL
0.031548,0.031004,0.030158,0.125113,0.130478,0.010522,0.062486,0.062271,0.060595,PL
0.002925,0.004005,0.000042,0.024811,0.032681,0.000022,0,0.000244,0.161204,PL
0.031801,0.031004,0.029822,0.124783,0.12924,0.010522,0.062486,0.062271,0.060976,PL
0.002664,0.002967,0.000037,0.026621,0.033672,0.000022,0,0.000244,0.159108,PL
0.031962,0.031449,0.029836,0.125633,0.131097,0.010398,0.062486,0.062271,0.059642,PL
0.002689,0.002374,0.000036,0.027495,0.033672,0.000022,0,0.000244,0.158727,PL
0.031923,0.030856,0.029455,0.123684,0.127631,0.010313,0.062486,0.062271,0.068979,PL
0.002772,0.002819,0.000031,0.026611,0.033177,0.000022,0,0.000244,0.15968,PL
0.032073,0.031004,0.029945,0.120091,0.123545,0.010313,0.062486,0.062271,0.05907,PL
0.002468,0.002819,0.000033,0.025567,0.032805,0.000022,0,0.000244,0.160633,PL
0.03189,0.031598,0.029715,0.120142,0.126021,0.010313,0.062486,0.062271,0.062881,PL
0.003036,0.002819,0.000038,0.026255,0.032062,0.000022,0,0.000244,0.157393,PL
0.03124,0.030708,0.030015,0.123709,0.129364,0.010191,0.062486,0.062271,0.058117,PL
0.002882,0.003412,0.000037,0.025348,0.03231,0.000022,0,0.000244,0.159299,PL
0.031494,0.030708,0.029889,0.120079,0.124536,0.010108,0.062486,0.062271,0.059832,PL
0.00295,0.002967,0.000039,0.025864,0.032062,0.000022,0,0.000244,0.175114,PL
0.03198,0.030411,0.029658,0.121789,0.124288,0.010108,0.062486,0.062271,0.058498,PL
0.002597,0.00267,0.000034,0.026164,0.032681,0.000022,0,0.000244,0.157393,PL
0.031623,0.031301,0.029107,0.114438,0.119955,0.010108,0.062486,0.062271,0.058117,PL
0.002907,0.002819,0.000028,0.025746,0.031567,0.000022,0,0.000244,0.161776,PL
0.002725,0.002522,0.004581,0.011103,0.01337,0.000187,0.000961,0.000733,0,AB
0.001136,0.000445,0.000006,0.004307,0.004704,0,0,0.000244,0.140625,AB
0.002547,0.001928,0.004325,0.011954,0.013989,0.000187,0.000961,0.000733,0,AB
0.000454,0.001038,0.000009,0.004005,0.004952,0,0,0.000244,0.134146,AB
0.002686,0.002967,0.003801,0.010082,0.012379,0.000169,0.000961,0.000733,0,AB
0.000771,0.001483,0.000006,0.003673,0.00458,0,0,0.000244,0.141006,AB
0.00265,0.002819,0.003694,0.009237,0.011265,0.000158,0.000961,0.000733,0,AB
0.000471,0.001187,0.000005,0.003619,0.00458,0,0,0.000244,0.141387,AB
0.002564,0.002374,0.003919,0.009276,0.011018,0.000158,0.000961,0.000733,0,AB
0.001018,0.000445,0.000005,0.003817,0.004209,0,0,0.000244,0.142149,AB
0.0025,0.00267,0.003858,0.009892,0.012132,0.000158,0.000961,0.000733,0,AB
0.000389,0.000593,0.000005,0.003505,0.004209,0,0,0.000244,0.141959,AB
0.002414,0.003412,0.003736,0.008524,0.011018,0.000141,0.000961,0.000733,0,AB
0.001043,0.00089,0.000005,0.003276,0.003714,0,0,0.000244,0.14234,AB
0.002118,0.00267,0.00332,0.008762,0.011141,0.000132,0.000961,0.000733,0,AB
0.000386,0.000593,0.000007,0.00327,0.003961,0,0,0.000244,0.137195,AB
0.002972,0.00267,0.004052,0.008685,0.010151,0.000132,0.000961,0.000733,0,AB
0.000939,0.000297,0.000004,0.003145,0.003342,0,0,0.000244,0.143293,AB
0.002279,0.002374,0.003284,0.008308,0.010151,0.000132,0.000961,0.000733,0,AB
0.000311,0.001187,0.000004,0.002829,0.00359,0,0,0.000244,0.143293,AB
0.002225,0.002522,0.003277,0.007319,0.008913,0.000117,0.000961,0.000733,0,AB
0.000375,0.000445,0.000006,0.002867,0.003342,0,0,0.000244,0.139863,AB
0.003307,0.002522,0.003004,0.007604,0.008418,0.000109,0.000961,0.000733,0,AB
0.000364,0.001187,0.000012,0.002547,0.003095,0,0,0.000244,0.129573,AB
0.002511,0.002374,0.002935,0.006504,0.007551,0.000109,0.000961,0.000733,0,AB
0.000457,0.000742,0.000006,0.002444,0.002847,0,0,0.000244,0.140816,AB
0.002493,0.001928,0.002902,0.006736,0.007675,0.000109,0.000961,0.000733,0,AB
0.000871,0.000593,0.000004,0.002388,0.0026,0,0,0.000244,0.144436,AB
0.003997,0.002374,0.002696,0.005876,0.005942,0.000095,0.000961,0.000733,0,AB
0.000764,0.000445,0.000014,0.002273,0.002352,0,0,0.000244,0.162919,AB
0.002168,0.002819,0.002489,0.004884,0.005942,0.000089,0.000961,0.000733,0,AB
0.000346,0.000445,0.000004,0.002124,0.002352,0,0,0.000244,0.144436,AB
0.002047,0.00178,0.002599,0.005096,0.005818,0.000089,0.000961,0.000733,0,AB
0.000257,0.001038,0.000014,0.00181,0.002104,0,0,0.000244,0.124238,AB
0.001914,0.002077,0.002592,0.004561,0.005447,0.000089,0.000961,0.000733,0,AB
0.000275,0.000445,0.000004,0.001887,0.001981,0,0,0.000244,0.144627,AB
0.001825,0.00178,0.002498,0.004825,0.005694,0.000077,0.000961,0.000733,0,AB
0.000932,0.000445,0.000003,0.001619,0.001486,0,0,0.000244,0.145579,AB
0.002443,0.00178,0.002372,0.003793,0.004085,0.000072,0.000961,0.000733,0,AB
0.000389,0.000297,0.000014,0.001554,0.001486,0,0,0.000244,0.127477,AB
0.002461,0.00178,0.003356,0.003901,0.004085,0.000072,0.000961,0.000733,0,AB
0.000479,0.001038,0.000007,0.001411,0.001486,0,0,0.000244,0.137386,AB
0.002393,0.00178,0.003011,0.003358,0.00359,0.000072,0.000961,0.000733,0,AB
0.000204,0.000297,0.000003,0.001254,0.001238,0,0,0.000244,0.146341,AB
0.002139,0.00178,0.002293,0.002761,0.002847,0.000062,0.000961,0.000733,0,AB
0.000229,0.000297,0.000005,0.001059,0.000867,0,0,0.000244,0.154535,AB
0.002147,0.00178,0.002226,0.00287,0.003095,0.000059,0.000961,0.000733,0,AB
0.0002,0.000297,0.000002,0.000954,0.000743,0,0,0.000244,0.149009,AB
0.001682,0.002967,0.002265,0.001907,0.002228,0.000059,0.000961,0.000733,0,AB
0.000129,0.000148,0.000007,0.00082,0.000619,0,0,0.000244,0.159299,AB
0.002029,0.001632,0.002248,0.002027,0.001981,0.000059,0.000961,0.000733,0,AB
0.000218,0.000593,0.000002,0.000463,0.000124,0,0,0.000244,0.14939,AB
0.001754,0.002522,0.002095,0.001513,0.001609,0.00005,0.000961,0.000733,0,AB
0.000132,0.000297,0.000001,0.000504,0.000248,0,0,0.000244,0.151105,AB
0.002414,0.00178,0.00211,0.000806,0.000371,0.000049,0.000961,0.000733,0,AB
0.000061,0.001038,0,0.000299,0.000124,0,0,0.000244,0.150915,AB
0.001957,0.001928,0.002135,0.000576,0.000371,0.000049,0.000961,0.000733,0,AB
0.000054,0.000742,0.000001,0.000116,0.000124,0,0,0.000244,0.152058,AB
0.001636,0.002522,0.002113,0.000113,0.000371,0.000049,0.000961,0.000733,0,AB
0.003693,0.003264,0.006334,0.032852,0.038995,0.000792,0.003891,0.003663,0.031631,AB
0.000689,0.00178,0.000009,0.008205,0.011141,0.000004,0,0.000244,0.143674,AB
0.003268,0.002819,0.006611,0.034388,0.041099,0.000792,0.003891,0.003663,0.031822,AB
0.00065,0.000742,0.000007,0.008757,0.011018,0.000004,0,0.000244,0.146151,AB
0.002807,0.003264,0.006157,0.0331,0.042213,0.000756,0.003891,0.003663,0.032203,AB
0.000671,0.001483,0.000007,0.008102,0.01077,0.000004,0,0.000244,0.146723,AB
0.00355,0.002819,0.006102,0.035406,0.041471,0.000732,0.003891,0.003663,0.029154,AB
0.001261,0.001187,0.000007,0.008249,0.010027,0.000004,0,0.000244,0.147485,AB
0.003625,0.00356,0.006059,0.030182,0.03689,0.000732,0.003891,0.003663,0.030297,AB
0.000568,0.001187,0.000006,0.008051,0.010646,0.000004,0,0.000244,0.147866,AB
0.002886,0.002522,0.006114,0.03316,0.040109,0.000732,0.003891,0.003663,0.029726,AB
0.000546,0.000742,0.000014,0.008117,0.010399,0.000004,0,0.000244,0.161204,AB
0.002782,0.003709,0.005774,0.031224,0.040852,0.000698,0.003891,0.003663,0.029535,AB
0.001418,0.00089,0.000016,0.008056,0.009532,0.000004,0,0.000244,0.132813,AB
0.003082,0.003857,0.005899,0.02959,0.038252,0.000676,0.003891,0.003663,0.028582,AB
0.000657,0.000742,0.000006,0.007841,0.00978,0.000004,0,0.000244,0.148056,AB
0.002736,0.00267,0.006685,0.031905,0.03949,0.000676,0.003891,0.003663,0.025724,AB
0.001368,0.000742,0.000007,0.007739,0.009161,0.000004,0,0.000244,0.148438,AB
0.002957,0.003115,0.006078,0.02967,0.037138,0.000676,0.003891,0.003663,0.029535,AB
0.000604,0.000742,0.000007,0.007535,0.009532,0.000004,0,0.000244,0.147294,AB
0.003107,0.002967,0.005553,0.028501,0.034662,0.000643,0.003891,0.003663,0.027248,AB
0.000654,0.000742,0.000006,0.007331,0.009161,0.000004,0,0.000244,0.147104,AB
0.003082,0.004599,0.005752,0.027171,0.036767,0.000622,0.003891,0.003663,0.026486,AB
0.000589,0.000742,0.000006,0.007302,0.009284,0.000004,0,0.000244,0.148247,AB
0.003007,0.003115,0.005944,0.028595,0.035529,0.000622,0.003891,0.003663,0.026486,AB
0.000771,0.000593,0.000011,0.007238,0.008913,0.000004,0,0.000244,0.140053,AB
0.003457,0.00445,0.005528,0.024988,0.032434,0.000622,0.003891,0.003663,0.026677,AB
0.000557,0.001335,0.000007,0.006707,0.008789,0.000004,0,0.000244,0.148056,AB
0.003586,0.003709,0.00552,0.026005,0.031939,0.000592,0.003891,0.003663,0.024962,AB
0.001436,0.000742,0.000016,0.006808,0.007799,0.000004,0,0.000244,0.166921,AB
0.002779,0.00267,0.005536,0.026254,0.032434,0.000573,0.003891,0.003663,0.026296,AB
0.000554,0.001335,0.000006,0.006372,0.008418,0.000004,0,0.000244,0.1492,AB
0.002832,0.003264,0.005455,0.026059,0.033424,0.000573,0.003891,0.003663,0.025724,AB
0.001246,0.00178,0.000006,0.006142,0.007799,0.000004,0,0.000244,0.151105,AB
0.003236,0.00356,0.005291,0.023456,0.029339,0.000573,0.003891,0.003663,0.026105,AB
0.000525,0.000593,0.000012,0.006503,0.00817,0.000004,0,0.000244,0.136242,AB
0.003179,0.002819,0.005092,0.024384,0.029091,0.000543,0.003891,0.003663,0.025152,AB
0.000536,0.000593,0.000005,0.006239,0.007675,0.000004,0,0.000244,0.150343,AB
0.00375,0.003115,0.005226,0.022842,0.026863,0.000526,0.003891,0.003663,0.0242,AB
0.000554,0.001038,0.000006,0.005944,0.007675,0.000004,0,0.000244,0.1492,AB
0.00275,0.002522,0.005103,0.023337,0.028472,0.000526,0.003891,0.003663,0.024581,AB
0.000514,0.000593,0.000006,0.006063,0.007551,0.000004,0,0.000244,0.149581,AB
0.002882,0.003115,0.005061,0.023643,0.029587,0.000526,0.003891,0.003663,0.024771,AB
0.000668,0.001187,0.000014,0.005708,0.007304,0.000004,0,0.000244,0.134527,AB
0.002522,0.002374,0.004816,0.024709,0.030577,0.000498,0.003891,0.003663,0.024771,AB
0.000529,0.000593,0.000015,0.005886,0.007304,0.000004,0,0.000244,0.134527,AB
0.002957,0.00267,0.004826,0.022863,0.027606,0.000482,0.003891,0.003663,0.023438,AB
0.001314,0.001187,0.000005,0.005257,0.00619,0.000004,0,0.000244,0.150724,AB
0.002825,0.002374,0.005462,0.021413,0.025625,0.000482,0.003891,0.003663,0.025152,AB
0.000482,0.001335,0.000015,0.005226,0.006932,0.000004,0,0.000244,0.167873,AB
0.002786,0.002077,0.004807,0.021667,0.025501,0.000482,0.003891,0.003663,0.023628,AB
0.000454,0.000593,0.000014,0.005269,0.006561,0.000004,0,0.000244,0.135099,AB
0.002936,0.003115,0.004516,0.020942,0.02612,0.000456,0.003891,0.003663,0.023438,AB
0.000511,0.001335,0.000005,0.004946,0.006437,0.000004,0,0.000244,0.151677,AB
0.0041,0.002819,0.004528,0.017663,0.019559,0.000442,0.003891,0.003663,0.022675,AB
0.001139,0.000593,0.000005,0.005093,0.005818,0.000004,0,0.000244,0.152439,AB
0.003179,0.003264,0.004807,0.016043,0.019683,0.000442,0.003891,0.003663,0.021723,AB
0.000411,0.000445,0.000005,0.005005,0.00619,0.000004,0,0.000244,0.152058,AB
0.002418,0.003412,0.004636,0.01575,0.020797,0.000442,0.003891,0.003663,0.022485,AB
0.000421,0.000445,0.000007,0.004678,0.005694,0,0,0.000244,0.146341,AB
0.002868,0.003709,0.005202,0.014214,0.018321,0.000417,0.003891,0.003663,0.026296,AB
0.000486,0.000593,0.000005,0.004475,0.005447,0,0,0.000244,0.141387,AB
0.002832,0.002819,0.00441,0.011223,0.013493,0.000405,0.003891,0.003663,0.022866,AB
0.000964,0.000593,0.000005,0.004387,0.005076,0,0,0.000244,0.143102,AB
0.002586,0.00267,0.00451,0.010842,0.013246,0.000405,0.003891,0.003663,0.021532,AB
0.000375,0.000445,0.00001,0.004292,0.005199,0,0,0.000244,0.132813,AB
0.002532,0.002225,0.004469,0.011085,0.013122,0.000405,0.003891,0.003663,0.021341,AB
0.001082,0.000445,0.00001,0.004144,0.00458,0,0,0.000244,0.132431,AB
0.003261,0.002819,0.004164,0.009721,0.011265,0.000382,0.003891,0.003663,0.022294,AB
0.000432,0.001187,0.000006,0.003817,0.004828,0,0,0.000244,0.145008,AB
0.002639,0.002522,0.004214,0.009522,0.011389,0.000371,0.003891,0.003663,0.021151,AB
0.000525,0.001187,0.000004,0.003732,0.004704,0,0,0.000244,0.143864,AB
0.002418,0.002967,0.004188,0.009931,0.012503,0.000371,0.003891,0.003663,0.021723,AB
0.000368,0.001335,0.000004,0.003493,0.00458,0,0,0.000244,0.144436,AB
0.002304,0.00267,0.004165,0.009173,0.011265,0.000371,0.003891,0.003663,0.021341,AB
0.000546,0.001187,0.000004,0.003394,0.004209,0,0,0.000244,0.143674,AB
0.002036,0.00267,0.003925,0.008736,0.011141,0.00035,0.003891,0.003663,0.022485,AB
0.000411,0.000593,0.000004,0.003358,0.004085,0,0,0.000244,0.144055,AB
0.002372,0.003412,0.004003,0.007959,0.010275,0.00034,0.003891,0.003663,0.02096,AB
0.001882,0.00089,0.000004,0.003189,0.003219,0,0,0.000244,0.145008,AB
0.002457,0.00267,0.004239,0.008222,0.010027,0.00034,0.003891,0.003663,0.020579,AB
0.000325,0.000297,0.000004,0.003265,0.003838,0,0,0.000244,0.144817,AB
0.002593,0.001928,0.003955,0.008134,0.009284,0.00034,0.003891,0.003663,0.021151,AB
0.000332,0.000445,0.000004,0.002971,0.003466,0,0,0.000244,0.145198,AB
0.002279,0.002522,0.00462,0.007215,0.008789,0.00032,0.003891,0.003663,0.025724,AB
0.001032,0.001187,0.000003,0.002688,0.002971,0,0,0.000244,0.145389,AB
0.003529,0.00267,0.003876,0.007272,0.007923,0.000312,0.003891,0.003663,0.020198,AB
0.000329,0.000742,0.000011,0.002647,0.003219,0,0,0.000244,0.129954,AB
0.003697,0.002522,0.003886,0.00649,0.006932,0.000312,0.003891,0.003663,0.02077,AB
0.000282,0.000742,0.000009,0.002386,0.002847,0,0,0.000244,0.133956,AB
0.002572,0.00267,0.003805,0.006912,0.008294,0.000312,0.003891,0.003663,0.020579,AB
0.000625,0.00089,0.000009,0.002268,0.0026,0,0,0.000244,0.134909,AB
0.002754,0.002225,0.003594,0.006148,0.006932,0.000295,0.003891,0.003663,0.021913,AB
0.000275,0.000445,0.000003,0.002332,0.002723,0,0,0.000244,0.146532,AB
0.003447,0.002819,0.003462,0.005902,0.006561,0.000288,0.003891,0.003663,0.022294,AB
0.000725,0.000445,0.000003,0.002124,0.002228,0,0,0.000244,0.146913,AB
0.001946,0.002225,0.003505,0.004512,0.005447,0.000288,0.003891,0.003663,0.022294,AB
0.000675,0.000148,0.000003,0.002155,0.002104,0,0,0.000244,0.147675,AB
0.002236,0.003115,0.00353,0.003835,0.004704,0.000288,0.003891,0.003663,0.021913,AB
0.000954,0.000297,0.000003,0.001794,0.001733,0,0,0.000244,0.146532,AB
0.504961,0.499481,0.402229,0.118638,0.157341,0.204182,1,1,0.065358,RM
0.006586,0.006824,0.00022,0.099345,0.119336,0.000137,0.000015,0.000733,0.219703,RM
0.505775,0.499481,0.405096,0.118937,0.158084,0.204182,1,1,0.06612,RM
0.006793,0.006676,0.000217,0.099512,0.117603,0.000129,0.000015,0.000733,0.217035,RM
0.506425,0.499777,0.368869,0.118958,0.156103,0.203626,1,1,0.074505,RM
0.007147,0.006527,0.000209,0.100972,0.115499,0.000129,0.000015,0.000733,0.220084,RM
0.505954,0.499332,0.425154,0.118744,0.127754,0.203217,1,1,0.058117,RM
0.007011,0.007566,0.000225,0.096483,0.117232,0.000129,0.000015,0.000733,0.224657,RM
0.505807,0.499777,0.411913,0.118566,0.156103,0.203217,1,1,0.062309,RM
0.00735,0.006676,0.000228,0.100359,0.114509,0.000129,0.000015,0.000733,0.214367,RM
0.506607,0.501409,0.377604,0.118085,0.156598,0.203217,1,1,0.072027,RM
0.006618,0.006527,0.000216,0.100827,0.119584,0.000129,0.000015,0.000733,0.218941,RM
0.505093,0.499332,0.422346,0.118557,0.155732,0.202662,1,1,0.057927,RM
0.006893,0.007121,0.000218,0.096469,0.11587,0.000129,0.000015,0.000733,0.21189,RM
0.505243,0.499629,0.412783,0.117836,0.12664,0.202255,1,1,0.060785,RM
0.007007,0.007121,0.000235,0.09839,0.117108,0.000129,0.000015,0.000733,0.216845,RM
0.505304,0.499777,0.417954,0.117528,0.155608,0.202255,1,1,0.058689,RM
0.006282,0.006824,0.000219,0.098114,0.121193,0.000129,0.000015,0.000733,0.221608,RM
0.505164,0.498887,0.415059,0.118029,0.15536,0.202255,1,1,0.059642,RM
0.00635,0.006972,0.000214,0.097591,0.120079,0.000129,0.000015,0.000733,0.223323,RM
0.505132,0.499036,0.424256,0.117699,0.154865,0.201702,1,1,0.055831,RM
0.005907,0.006231,0.000228,0.102057,0.124412,0.000129,0.000015,0.000733,0.213224,RM
0.505179,0.499332,0.418444,0.117288,0.126764,0.201296,1,1,0.057165,RM
0.007118,0.008011,0.00022,0.093141,0.115004,0.000129,0.000015,0.000733,0.214177,RM
0.505014,0.500074,0.435163,0.117282,0.153008,0.201296,1,1,0.054497,RM
0.00635,0.006379,0.000213,0.10151,0.121193,0.000129,0.000015,0.000733,0.213415,RM
0.504907,0.499926,0.432359,0.117293,0.154617,0.201296,1,1,0.055069,RM
0.006657,0.006676,0.000222,0.098396,0.117108,0.000129,0.000015,0.000733,0.221989,RM
0.504968,0.499777,0.440393,0.117002,0.151399,0.200745,1,1,0.051448,RM
0.006865,0.006676,0.00023,0.099574,0.117356,0.000129,0.000015,0.000733,0.214558,RM
0.504561,0.498887,0.425065,0.115899,0.124907,0.200341,1,1,0.05564,RM
0.00734,0.006082,0.000224,0.101994,0.113023,0.000129,0.000015,0.000733,0.223514,RM
0.504807,0.499481,0.430546,0.115919,0.151523,0.200341,1,1,0.054116,RM
0.006586,0.006824,0.000221,0.09795,0.117356,0.000129,0.000015,0.000733,0.220655,RM
0.504575,0.499629,0.434474,0.115602,0.153751,0.200341,1,1,0.053925,RM
0.007515,0.007269,0.000222,0.096086,0.112156,0.000129,0.000015,0.000733,0.22237,RM
0.504693,0.499184,0.435868,0.115464,0.150409,0.199791,1,1,0.05202,RM
0.006343,0.006824,0.000215,0.096719,0.118222,0.000129,0.000015,0.000733,0.224276,RM
0.504732,0.500074,0.440232,0.114995,0.123669,0.199389,1,1,0.051067,RM
0.00669,0.006527,0.000217,0.099453,0.117356,0.000129,0.000015,0.000733,0.216463,RM
0.504954,0.499777,0.434275,0.115059,0.152265,0.199389,1,1,0.053163,RM
