@relation 'lassen_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,11-15,17,19-32,37,39,42-45,47-49-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R7-8-weka.filters.unsupervised.attribute.Remove-R9'

@attribute 'Elapsed Cycles' numeric
@attribute Duration numeric
@attribute 'SM Active Cycles' numeric
@attribute 'Memory Throughput' numeric
@attribute 'Max Bandwidth' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Grid Size' numeric
@attribute Threads numeric
@attribute 'Achieved Active Warps Per SM' numeric
@attribute class {RM,UM,PL,AB,UMC}

@data
0.165677,0.166296,0.133801,0.434053,0.430676,0.328101,0.007706,0.09243,0.452172,UM
0.045734,0.042279,0.041964,0.797571,0.778287,0.022603,0.007706,0.09243,0.629954,UM
0.163049,0.168224,0.132772,0.429777,0.437237,0.326329,0.007706,0.09243,0.450457,UM
0.042494,0.040943,0.04214,0.82038,0.830527,0.022603,0.007706,0.09243,0.626715,UM
0.026405,0.025516,0.029099,0.54097,0.562763,0.054996,0.007706,0.09243,0.556784,UM
0.166342,0.159324,0.133959,0.452586,0.430057,0.330565,0.007706,0.09243,0.456364,UM
0.041612,0.043169,0.042958,0.789017,0.844145,0.022603,0.007706,0.09243,0.629192,UM
0.160413,0.163774,0.133469,0.441181,0.444046,0.324955,0.007706,0.09243,0.456364,UM
0.040362,0.042872,0.042247,0.791868,0.863704,0.022603,0.007706,0.09243,0.629954,UM
0.164988,0.168966,0.134186,0.426926,0.432161,0.32346,0.007706,0.09243,0.447409,UM
0.041969,0.039905,0.041783,0.83321,0.83387,0.022603,0.007706,0.09243,0.627477,UM
0.02668,0.026702,0.028723,0.521012,0.555583,0.054125,0.007706,0.09243,0.557546,UM
0.16292,0.1614,0.132197,0.446883,0.438599,0.326459,0.007706,0.09243,0.459223,UM
0.040984,0.039757,0.042359,0.843189,0.859619,0.022603,0.007706,0.09243,0.629573,UM
0.163684,0.163181,0.137243,0.442607,0.435628,0.322232,0.007706,0.09243,0.447218,UM
0.041609,0.043169,0.042119,0.786166,0.841174,0.022603,0.007706,0.09243,0.627858,UM
0.167356,0.155763,0.132776,0.461139,0.426715,0.320752,0.007706,0.09243,0.456364,UM
0.041362,0.041092,0.043106,0.816103,0.845383,0.022603,0.007706,0.09243,0.62843,UM
0.027762,0.024922,0.028768,0.543821,0.538747,0.053543,0.007706,0.09243,0.5625,UM
0.160741,0.1614,0.133462,0.446883,0.443798,0.323934,0.007706,0.09243,0.452934,UM
0.046009,0.041834,0.041801,0.804699,0.774202,0.022603,0.007706,0.09243,0.629192,UM
0.164224,0.158285,0.136557,0.455437,0.434637,0.319678,0.007706,0.09243,0.447599,UM
0.041498,0.041685,0.042122,0.806124,0.842288,0.022603,0.007706,0.09243,0.627477,UM
0.156581,0.157988,0.132522,0.455437,0.453949,0.318556,0.007706,0.09243,0.452934,UM
0.041101,0.043169,0.042384,0.784741,0.847858,0.022603,0.007706,0.09243,0.628811,UM
0.027765,0.026257,0.02886,0.52814,0.54048,0.053028,0.007706,0.09243,0.561738,UM
0.157906,0.165554,0.134807,0.436905,0.450483,0.321172,0.007706,0.09243,0.449505,UM
0.041155,0.041834,0.042294,0.808975,0.853677,0.022603,0.007706,0.09243,0.62862,UM
0.165056,0.164516,0.134789,0.439756,0.433028,0.317435,0.007706,0.09243,0.452553,UM
0.043769,0.04302,0.041857,0.786166,0.805274,0.022603,0.007706,0.09243,0.63186,UM
0.156327,0.16051,0.134059,0.448309,0.45432,0.31642,0.007706,0.09243,0.441502,UM
0.042869,0.040795,0.043912,0.816103,0.816291,0.022603,0.007706,0.09243,0.626905,UM
0.026247,0.026257,0.028619,0.525289,0.559792,0.052594,0.007706,0.09243,0.560785,UM
0.162113,0.163329,0.131205,0.442607,0.441075,0.319017,0.007706,0.09243,0.45503,UM
0.043205,0.041685,0.042109,0.803273,0.813815,0.022603,0.007706,0.09243,0.624619,UM
0.163163,0.15784,0.130746,0.456862,0.437485,0.315572,0.007706,0.09243,0.46189,UM
0.041009,0.040647,0.043278,0.827507,0.855781,0.022603,0.007706,0.09243,0.624619,UM
0.156923,0.161845,0.13152,0.445458,0.453701,0.314939,0.007706,0.09243,0.456174,UM
0.043091,0.042427,0.043478,0.793294,0.814682,0.022603,0.007706,0.09243,0.625,UM
0.026862,0.025812,0.028694,0.52814,0.546299,0.052222,0.007706,0.09243,0.563643,UM
0.162295,0.162142,0.134686,0.445458,0.439465,0.317329,0.007706,0.09243,0.450838,UM
0.043484,0.041834,0.043851,0.804699,0.810844,0.022603,0.007706,0.09243,0.627096,UM
0.158206,0.165406,0.133361,0.436905,0.45073,0.314335,0.007706,0.09243,0.45484,UM
0.041651,0.041834,0.042221,0.806124,0.841174,0.022603,0.007706,0.09243,0.625953,UM
0.158924,0.164367,0.13199,0.439756,0.447883,0.31367,0.007706,0.09243,0.451791,UM
0.040605,0.039608,0.042825,0.840337,0.858752,0.022603,0.007706,0.09243,0.629192,UM
0.026233,0.026702,0.028457,0.525289,0.566477,0.051896,0.007706,0.09243,0.562691,UM
0.162059,0.159027,0.130827,0.454011,0.440208,0.315741,0.007706,0.09243,0.455221,UM
0.049145,0.054591,0.049693,0.600844,0.667863,0.129472,0.015366,0.184371,0.843559,AB
0.271417,0.286308,0.254644,0.492501,0.508047,0.762509,0.015366,0.184371,0.477706,AB
0.080742,0.079068,0.075363,0.938701,0.934637,0.045046,0.015366,0.184371,0.904535,AB
0.280253,0.286159,0.266641,0.492501,0.491334,0.831888,0.015366,0.184371,0.469322,AB
0.085228,0.084706,0.075851,0.88453,0.888958,0.045046,0.015366,0.184371,0.953887,AB
0.273467,0.27533,0.263707,0.512459,0.503466,0.790655,0.015366,0.184371,0.468369,AB
0.085103,0.079217,0.076785,0.937275,0.891805,0.045046,0.015366,0.184371,0.92359,AB
0.050066,0.054146,0.050579,0.60512,0.660064,0.135306,0.015366,0.184371,0.844131,AB
0.275953,0.275478,0.267349,0.512459,0.499133,0.785097,0.015366,0.184371,0.466654,AB
0.082521,0.08159,0.076144,0.915892,0.916935,0.045046,0.015366,0.184371,0.894627,AB
0.273228,0.270583,0.260119,0.521012,0.504209,0.772335,0.015366,0.184371,0.468178,AB
0.082014,0.084112,0.07404,0.888806,0.91842,0.045046,0.015366,0.184371,0.920922,AB
0.277096,0.279929,0.261412,0.503906,0.497896,0.755232,0.015366,0.184371,0.467035,AB
0.083964,0.08248,0.075104,0.903062,0.898737,0.045046,0.015366,0.184371,0.918636,AB
0.050202,0.054146,0.048721,0.603695,0.654741,0.128928,0.015366,0.184371,0.854802,AB
