@relation 'IBM_2688-weka.filters.unsupervised.attribute.Remove-R2-16,18-30,32-37,39-41,43,45-47,50,52,54-61,66'

@attribute Benchmark {gaussian,bfs,cfd,hotspot}
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Block Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Warps' numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute label numeric

@data
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,39,1280,1280,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,49,1280,0,0
gaussian,0.17,0.05,2007.71,16,16,313600,7.66,128,64,8,39,1280,1280,1
gaussian,0.17,0.05,2007.71,16,16,313600,7.66,128,64,0,0,0,0,2
gaussian,0.17,0.05,2007.71,16,16,313600,7.66,128,64,6,49,1280,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,39,1280,1280,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,49,1280,0,0
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,8,28,1344,1344,1
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,0,0,0,0,4
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,6,61,1344,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,28,1344,1344,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,61,1344,0,0
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,8,28,1344,1344,1
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,0,0,0,0,4
gaussian,0.17,0.07,2142.45,16,16,331776,8.1,128,64,6,61,1344,0,0
gaussian,0,0.06,3.19,512,17,1024,0.01,5,4,8,28,1344,1344,0
gaussian,0,0.06,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.19,512,17,1024,0.01,5,4,6,61,1344,0,0
gaussian,0.17,0.07,2132.07,16,16,331776,8.1,128,64,8,28,1344,1344,1
gaussian,0.17,0.07,2132.07,16,16,331776,8.1,128,64,0,0,0,0,4
gaussian,0.17,0.07,2132.07,16,16,331776,8.1,128,64,6,61,1344,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,28,1344,1344,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,61,1344,0,0
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,8,28,1344,1344,1
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,0,0,0,0,4
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,6,61,1344,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,28,1344,1344,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,61,1344,0,0
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,8,28,1344,1344,1
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,0,0,0,0,4
gaussian,0.17,0.07,2124.47,16,16,331776,8.1,128,64,6,61,1344,0,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,8,28,1344,1344,0
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.19,512,17,1024,0.01,5,4,6,61,1344,0,0
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,16,41,1536,1408,6
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,0,0,0,0,0
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,6,44,1408,0,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,16,41,1536,1408,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,6,44,1408,0,0
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,16,41,1536,1408,6
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,0,0,0,0,0
gaussian,0.17,0.05,2263.01,16,16,350464,8.56,128,64,6,44,1408,0,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,16,41,1536,1408,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,6,44,1408,0,0
gaussian,0.17,0.05,2252.35,16,16,350464,8.56,128,64,16,41,1536,1408,6
gaussian,0.17,0.05,2252.35,16,16,350464,8.56,128,64,0,0,0,0,0
gaussian,0.17,0.05,2252.35,16,16,350464,8.56,128,64,6,44,1408,0,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,16,41,1536,1408,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,6,44,1408,0,0
gaussian,0.17,0.06,2244.54,16,16,350464,8.56,128,64,16,41,1536,1408,6
gaussian,0.17,0.06,2244.54,16,16,350464,8.56,128,64,0,0,0,0,0
gaussian,0.17,0.06,2244.54,16,16,350464,8.56,128,64,6,44,1408,0,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,16,41,1536,1408,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,6,44,1408,0,0
gaussian,0.17,0.05,2244.54,16,16,350464,8.56,128,64,16,41,1536,1408,6
gaussian,0.17,0.05,2244.54,16,16,350464,8.56,128,64,0,0,0,0,0
gaussian,0.17,0.05,2244.54,16,16,350464,8.56,128,64,6,44,1408,0,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,16,41,1536,1408,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,6,44,1408,0,0
gaussian,0.18,0.07,2386.88,16,16,369664,9.03,128,64,15,56,1536,1472,6
gaussian,0.18,0.07,2386.88,16,16,369664,9.03,128,64,0,0,0,0,0
gaussian,0.18,0.07,2386.88,16,16,369664,9.03,128,64,6,57,1472,0,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,15,56,1536,1472,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,6,57,1472,0,0
gaussian,0.17,0.07,2386.88,16,16,369664,9.03,128,64,15,56,1536,1472,6
gaussian,0.17,0.07,2386.88,16,16,369664,9.03,128,64,0,0,0,0,0
gaussian,0.17,0.07,2386.88,16,16,369664,9.03,128,64,6,57,1472,0,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,15,56,1536,1472,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,6,57,1472,0,0
gaussian,0.17,0.07,2375.92,16,16,369664,9.03,128,64,15,56,1536,1472,6
gaussian,0.17,0.07,2375.92,16,16,369664,9.03,128,64,0,0,0,0,0
gaussian,0.17,0.07,2375.92,16,16,369664,9.03,128,64,6,57,1472,0,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,15,56,1536,1472,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,6,57,1472,0,0
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,15,56,1536,1472,6
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,0,0,0,0,0
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,6,57,1472,0,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,15,56,1536,1472,0
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.32,512,17,1024,0.01,5,4,6,57,1472,0,0
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,15,56,1536,1472,6
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,0,0,0,0,0
gaussian,0.17,0.07,2367.9,16,16,369664,9.03,128,64,6,57,1472,0,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,15,56,1536,1472,0
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.32,512,17,1024,0.01,5,4,6,57,1472,0,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,15,39,1536,1536,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,0,0,0,0,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,6,47,1536,0,5
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,15,39,1536,1536,0
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,6,47,1536,0,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,15,39,1536,1536,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,0,0,0,0,0
gaussian,0.18,0.06,2514.04,16,16,389376,9.51,128,64,6,47,1536,0,5
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,15,39,1536,1536,0
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,6,47,1536,0,0
gaussian,0.17,0.06,2502.8,16,16,389376,9.51,128,64,15,39,1536,1536,0
gaussian,0.17,0.06,2502.8,16,16,389376,9.51,128,64,0,0,0,0,0
gaussian,0.17,0.06,2502.8,16,16,389376,9.51,128,64,6,47,1536,0,5
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,15,39,1536,1536,0
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,6,47,1536,0,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,15,39,1536,1536,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,0,0,0,0,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,6,47,1536,0,5
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,15,39,1536,1536,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,47,1536,0,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,15,39,1536,1536,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,0,0,0,0,0
gaussian,0.17,0.06,2494.56,16,16,389376,9.51,128,64,6,47,1536,0,5
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,15,39,1536,1536,0
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.44,512,17,1024,0.01,5,4,6,47,1536,0,0
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,2,56,64,64,1
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,0,0,0,0,1
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,2,56,64,64,1
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,0,0,0,0,1
gaussian,0.02,0.02,26.85,16,16,4096,0.1,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.02,0.03,25.67,16,16,4096,0.1,128,64,2,56,64,64,1
gaussian,0.02,0.03,25.67,16,16,4096,0.1,128,64,0,0,0,0,1
gaussian,0.02,0.03,25.67,16,16,4096,0.1,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.02,0.03,24.88,16,16,4096,0.1,128,64,2,56,64,64,1
gaussian,0.02,0.03,24.88,16,16,4096,0.1,128,64,0,0,0,0,1
gaussian,0.02,0.03,24.88,16,16,4096,0.1,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.02,0.02,24.88,16,16,4096,0.1,128,64,2,56,64,64,1
gaussian,0.02,0.02,24.88,16,16,4096,0.1,128,64,0,0,0,0,1
gaussian,0.02,0.02,24.88,16,16,4096,0.1,128,64,0,0,0,0,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,2
gaussian,0,0.06,0.74,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,17,19,2048,1664,6
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,1,0,448,64,0
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,6,46,2048,0,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,17,19,2048,1664,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,1,0,448,64,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,46,2048,0,0
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,17,19,2048,1664,6
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,1,0,448,64,0
gaussian,0.18,0.07,2644.5,16,16,409600,10,128,64,6,46,2048,0,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,17,19,2048,1664,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,1,0,448,64,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,46,2048,0,0
gaussian,0.18,0.07,2632.97,16,16,409600,10,128,64,17,19,2048,1664,6
gaussian,0.18,0.07,2632.97,16,16,409600,10,128,64,1,0,448,64,0
gaussian,0.18,0.07,2632.97,16,16,409600,10,128,64,6,46,2048,0,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,17,19,2048,1664,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,1,0,448,64,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,46,2048,0,0
gaussian,0.17,0.07,2624.53,16,16,409600,10,128,64,17,19,2048,1664,6
gaussian,0.17,0.07,2624.53,16,16,409600,10,128,64,1,0,448,64,0
gaussian,0.17,0.07,2624.53,16,16,409600,10,128,64,6,46,2048,0,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,17,19,2048,1664,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,1,0,448,64,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,46,2048,0,0
gaussian,0.18,0.07,2624.53,16,16,409600,10,128,64,17,19,2048,1664,6
gaussian,0.18,0.07,2624.53,16,16,409600,10,128,64,1,0,448,64,0
gaussian,0.18,0.07,2624.53,16,16,409600,10,128,64,6,46,2048,0,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,17,19,2048,1664,0
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,1,0,448,64,1
gaussian,0,0.06,3.44,512,17,1024,0.01,5,4,6,46,2048,0,0
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,14,23,2048,1728,1
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,0,0,0,0,4
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,6,38,1728,0,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,14,23,2048,1728,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,6,38,1728,0,0
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,14,23,2048,1728,1
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,0,0,0,0,4
gaussian,0.18,0.06,2778.26,16,16,430336,10.51,128,64,6,38,1728,0,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,14,23,2048,1728,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,6,38,1728,0,0
gaussian,0.18,0.07,2766.45,16,16,430336,10.51,128,64,14,23,2048,1728,1
gaussian,0.18,0.07,2766.45,16,16,430336,10.51,128,64,0,0,0,0,4
gaussian,0.18,0.07,2766.45,16,16,430336,10.51,128,64,6,38,1728,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,23,2048,1728,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,38,1728,0,0
gaussian,0.18,0.07,2757.79,16,16,430336,10.51,128,64,14,23,2048,1728,1
gaussian,0.18,0.07,2757.79,16,16,430336,10.51,128,64,0,0,0,0,4
gaussian,0.18,0.07,2757.79,16,16,430336,10.51,128,64,6,38,1728,0,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,14,23,2048,1728,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,6,38,1728,0,0
gaussian,0.18,0.06,2757.79,16,16,430336,10.51,128,64,14,23,2048,1728,1
gaussian,0.18,0.06,2757.79,16,16,430336,10.51,128,64,0,0,0,0,4
gaussian,0.18,0.06,2757.79,16,16,430336,10.51,128,64,6,38,1728,0,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,14,23,2048,1728,0
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,0,0,0,0,1
gaussian,0,0.07,3.56,512,17,1024,0.01,5,4,6,38,1728,0,0
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,14,15,2048,1792,1
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,0,0,0,0,4
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,6,33,2048,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,15,2048,1792,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,33,2048,0,0
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,14,15,2048,1792,1
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,0,0,0,0,4
gaussian,0.18,0.07,2915.32,16,16,451584,11.03,128,64,6,33,2048,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,15,2048,1792,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,33,2048,0,0
gaussian,0.18,0.07,2903.22,16,16,451584,11.03,128,64,14,15,2048,1792,1
gaussian,0.18,0.07,2903.22,16,16,451584,11.03,128,64,0,0,0,0,4
gaussian,0.18,0.07,2903.22,16,16,451584,11.03,128,64,6,33,2048,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,15,2048,1792,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,33,2048,0,0
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,14,15,2048,1792,1
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,0,0,0,0,4
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,6,33,2048,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,15,2048,1792,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,33,2048,0,0
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,14,15,2048,1792,1
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,0,0,0,0,4
gaussian,0.18,0.07,2894.35,16,16,451584,11.03,128,64,6,33,2048,0,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,14,15,2048,1792,0
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.56,512,17,1024,0.01,5,4,6,33,2048,0,0
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,15,35,2048,1856,4
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,0,0,0,0,0
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,6,36,2048,0,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,15,35,2048,1856,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,0,0,0,0,3
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,6,36,2048,0,0
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,15,35,2048,1856,4
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,0,0,0,0,0
gaussian,0.18,0.07,3055.69,16,16,473344,11.56,128,64,6,36,2048,0,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,15,35,2048,1856,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,0,0,0,0,3
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,6,36,2048,0,0
gaussian,0.18,0.07,3043.3,16,16,473344,11.56,128,64,15,35,2048,1856,4
gaussian,0.18,0.07,3043.3,16,16,473344,11.56,128,64,0,0,0,0,0
gaussian,0.18,0.07,3043.3,16,16,473344,11.56,128,64,6,36,2048,0,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,15,35,2048,1856,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,0,0,0,0,3
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,6,36,2048,0,0
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,15,35,2048,1856,4
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,0,0,0,0,0
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,6,36,2048,0,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,15,35,2048,1856,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,0,0,0,0,3
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,6,36,2048,0,0
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,15,35,2048,1856,4
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,0,0,0,0,0
gaussian,0.18,0.07,3034.21,16,16,473344,11.56,128,64,6,36,2048,0,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,15,35,2048,1856,0
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,0,0,0,0,3
gaussian,0,0.07,3.68,512,17,1024,0.01,5,4,6,36,2048,0,0
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,12,34,2048,1984,4
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,0,0,0,0,0
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,6,32,2048,0,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,12,34,2048,1984,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,6,32,2048,0,0
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,12,34,2048,1984,4
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,0,0,0,0,0
gaussian,0.18,0.07,3199.35,16,16,495616,12.1,128,64,6,32,2048,0,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,12,34,2048,1984,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,6,32,2048,0,0
gaussian,0.18,0.07,3186.67,16,16,495616,12.1,128,64,12,34,2048,1984,4
gaussian,0.18,0.07,3186.67,16,16,495616,12.1,128,64,0,0,0,0,0
gaussian,0.18,0.07,3186.67,16,16,495616,12.1,128,64,6,32,2048,0,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,12,34,2048,1984,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,6,32,2048,0,0
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,12,34,2048,1984,4
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,0,0,0,0,0
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,6,32,2048,0,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,12,34,2048,1984,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,6,32,2048,0,0
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,12,34,2048,1984,4
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,0,0,0,0,0
gaussian,0.18,0.07,3177.38,16,16,495616,12.1,128,64,6,32,2048,0,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,12,34,2048,1984,0
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,0,0,0,0,2
gaussian,0,0.06,3.68,512,17,1024,0.01,5,4,6,32,2048,0,0
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,12,30,2048,2048,5
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,0,0,0,0,4
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,6,38,2048,0,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,12,30,2048,2048,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,0,0,0,0,5
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,6,38,2048,0,0
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,12,30,2048,2048,5
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,0,0,0,0,4
gaussian,0.18,0.07,3346.31,16,16,518400,12.66,128,64,6,38,2048,0,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,12,30,2048,2048,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,0,0,0,0,5
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,6,38,2048,0,0
gaussian,0.18,0.07,3333.35,16,16,518400,12.66,128,64,12,30,2048,2048,5
gaussian,0.18,0.07,3333.35,16,16,518400,12.66,128,64,0,0,0,0,4
gaussian,0.18,0.07,3333.35,16,16,518400,12.66,128,64,6,38,2048,0,0
