Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,Costs,label
gaussian,304,b,1,Fan1,692982456.1,3.71,3806,1042763158,3.71,3648,0.51,30.3,0.05,43.65,0.23,0,0.25,6.15,6.15,26359649123,0.39,3.71,51.59,0.04,1.48,2.78,0.09,93,1,0.07,7,27.98,30.5,42.19,39.64,39.64,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.26,16.03,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,692982456.1,3.71,3806,1042763158,3.71,3648,0.51,30.3,0.05,43.65,0.23,0,0.25,6.15,6.15,26359649123,0.39,3.71,51.59,0.04,1.48,2.78,0.09,93,1,0.07,7,27.98,30.5,42.19,39.64,39.64,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.26,16.03,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,819548872.2,12.52,15629,1221412907,21.76,12768,21.76,12783.15,3.69,8.11,0.18,0.15,0.18,4.51,4.51,1.05063E+11,21.76,12.52,91.95,3.21,48.08,1.56,0.05,94.9,1,0.05,5.1,14.42,15.91,30.85,30.58,30.58,570.97,182710,576.11,184354,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.44,8.5,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,819548872.2,12.52,15629,1221412907,21.76,12768,21.76,12783.15,3.69,8.11,0.18,0.15,0.18,4.51,4.51,1.05063E+11,21.76,12.52,91.95,3.21,48.08,1.56,0.05,94.9,1,0.05,5.1,14.42,15.91,30.85,30.58,30.58,570.97,182710,576.11,184354,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.44,8.5,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,819548872.2,12.52,15629,1221412907,21.76,12768,21.76,12783.15,3.69,8.11,0.18,0.15,0.18,4.51,4.51,1.05063E+11,21.76,12.52,91.95,3.21,48.08,1.56,0.05,94.9,1,0.05,5.1,14.42,15.91,30.85,30.58,30.58,570.97,182710,576.11,184354,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.44,8.5,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,677966101.7,3.66,3812,1009092514,3.66,3776,0.51,28.14,0.05,46.87,0.25,0,0.26,6.62,6.62,25381355932,0.38,3.66,51.59,0.04,1.49,2.77,0.09,92.93,1,0.07,7.07,27.92,30.43,41.66,39.14,39.14,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.62,16.59,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,677966101.7,3.66,3812,1009092514,3.66,3776,0.51,28.14,0.05,46.87,0.25,0,0.26,6.62,6.62,25381355932,0.38,3.66,51.59,0.04,1.49,2.77,0.09,92.93,1,0.07,7.07,27.92,30.43,41.66,39.14,39.14,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.62,16.59,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,677966101.7,3.66,3812,1009092514,3.66,3776,0.51,28.14,0.05,46.87,0.25,0,0.26,6.62,6.62,25381355932,0.38,3.66,51.59,0.04,1.49,2.77,0.09,92.93,1,0.07,7.07,27.92,30.43,41.66,39.14,39.14,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.62,16.59,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,833646616.5,12.16,15865,1240862573,18.14,12768,18.14,12466.38,3.63,9.96,0.18,0.14,0.18,4.61,4.61,1.03779E+11,18.14,12.16,90.81,3.16,47.51,1.53,0.05,94.87,1,0.05,5.13,14.36,15.85,30.02,29.81,29.81,570.97,182710,575.03,184010,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.65,8.83,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,833646616.5,12.16,15865,1240862573,18.14,12768,18.14,12466.38,3.63,9.96,0.18,0.14,0.18,4.61,4.61,1.03779E+11,18.14,12.16,90.81,3.16,47.51,1.53,0.05,94.87,1,0.05,5.13,14.36,15.85,30.02,29.81,29.81,570.97,182710,575.03,184010,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.65,8.83,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,833646616.5,12.16,15865,1240862573,18.14,12768,18.14,12466.38,3.63,9.96,0.18,0.14,0.18,4.61,4.61,1.03779E+11,18.14,12.16,90.81,3.16,47.51,1.53,0.05,94.87,1,0.05,5.13,14.36,15.85,30.02,29.81,29.81,570.97,182710,575.03,184010,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.65,8.83,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,710526315.8,3.59,3873,1061449196,3.59,3648,0.5,27.12,0.05,48.48,0.26,0,0.27,6.87,6.87,26149122807,0.38,3.59,51.6,0.04,1.49,2.74,0.09,93.23,1,0.07,6.77,27.85,30.36,42.98,40.38,40.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.71,16.73,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,710526315.8,3.59,3873,1061449196,3.59,3648,0.5,27.12,0.05,48.48,0.26,0,0.27,6.87,6.87,26149122807,0.38,3.59,51.6,0.04,1.49,2.74,0.09,93.23,1,0.07,6.77,27.85,30.36,42.98,40.38,40.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.71,16.73,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,710526315.8,3.59,3873,1061449196,3.59,3648,0.5,27.12,0.05,48.48,0.26,0,0.27,6.87,6.87,26149122807,0.38,3.59,51.6,0.04,1.49,2.74,0.09,93.23,1,0.07,6.77,27.85,30.36,42.98,40.38,40.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.71,16.73,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,812189054.7,12.36,15602,1211300269,19.11,12864,19.11,12289.05,3.69,10.07,0.19,0.15,0.19,4.68,4.68,1.02756E+11,19.11,12.36,92.36,3.21,48.9,1.47,0.05,94.91,1,0.05,5.09,14.3,15.79,29.02,28.82,28.82,570.97,182710,575.02,184006,16,5776,16,0,0,0,92416,2.26,32,128,32,64,6.1,9.53,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,812189054.7,12.36,15602,1211300269,19.11,12864,19.11,12289.05,3.69,10.07,0.19,0.15,0.19,4.68,4.68,1.02756E+11,19.11,12.36,92.36,3.21,48.9,1.47,0.05,94.91,1,0.05,5.09,14.3,15.79,29.02,28.82,28.82,570.97,182710,575.02,184006,16,5776,16,0,0,0,92416,2.26,32,128,32,64,6.1,9.53,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,812189054.7,12.36,15602,1211300269,19.11,12864,19.11,12289.05,3.69,10.07,0.19,0.15,0.19,4.68,4.68,1.02756E+11,19.11,12.36,92.36,3.21,48.9,1.47,0.05,94.91,1,0.05,5.09,14.3,15.79,29.02,28.82,28.82,570.97,182710,575.02,184006,16,5776,16,0,0,0,92416,2.26,32,128,32,64,6.1,9.53,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,743362831.9,3.48,4025,1112693584,3.48,3616,0.48,27.73,0.05,47.29,0.25,0,0.27,6.72,6.72,26469026549,0.37,3.48,51.6,0.04,1.5,2.76,0.09,92.81,1,0.07,7.19,27.79,30.29,40.85,38.38,38.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.58,16.53,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,743362831.9,3.48,4025,1112693584,3.48,3616,0.48,27.73,0.05,47.29,0.25,0,0.27,6.72,6.72,26469026549,0.37,3.48,51.6,0.04,1.5,2.76,0.09,92.81,1,0.07,7.19,27.79,30.29,40.85,38.38,38.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.58,16.53,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,743362831.9,3.48,4025,1112693584,3.48,3616,0.48,27.73,0.05,47.29,0.25,0,0.27,6.72,6.72,26469026549,0.37,3.48,51.6,0.04,1.5,2.76,0.09,92.81,1,0.07,7.19,27.79,30.29,40.85,38.38,38.38,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.58,16.53,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,820584577.1,12.2,15717,1219708748,21.24,12864,21.24,12638.67,3.63,9.79,0.18,0.14,0.18,4.51,4.51,1.02537E+11,21.24,12.2,88.81,3.16,50.1,1.46,0.05,95.04,1,0.05,4.96,14.38,15.87,29.62,29.4,29.4,565.76,181044,569.91,182370,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.71,8.91,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,820584577.1,12.2,15717,1219708748,21.24,12864,21.24,12638.67,3.63,9.79,0.18,0.14,0.18,4.51,4.51,1.02537E+11,21.24,12.2,88.81,3.16,50.1,1.46,0.05,95.04,1,0.05,4.96,14.38,15.87,29.62,29.4,29.4,565.76,181044,569.91,182370,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.71,8.91,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,820584577.1,12.2,15717,1219708748,21.24,12864,21.24,12638.67,3.63,9.79,0.18,0.14,0.18,4.51,4.51,1.02537E+11,21.24,12.2,88.81,3.16,50.1,1.46,0.05,95.04,1,0.05,4.96,14.38,15.87,29.62,29.4,29.4,565.76,181044,569.91,182370,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.71,8.91,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,664130434.8,3.78,3652,991938405.8,3.78,3680,0.52,31.12,0.05,42.01,0.22,0,0.24,5.98,5.98,25713043478,0.4,3.78,51.61,0.04,1.5,2.67,0.09,93.08,1,0.07,6.92,27.72,30.21,41.1,38.62,38.62,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,11,17.19,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,664130434.8,3.78,3652,991938405.8,3.78,3680,0.52,31.12,0.05,42.01,0.22,0,0.24,5.98,5.98,25713043478,0.4,3.78,51.61,0.04,1.5,2.67,0.09,93.08,1,0.07,6.92,27.72,30.21,41.1,38.62,38.62,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,11,17.19,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,664130434.8,3.78,3652,991938405.8,3.78,3680,0.52,31.12,0.05,42.01,0.22,0,0.24,5.98,5.98,25713043478,0.4,3.78,51.61,0.04,1.5,2.67,0.09,93.08,1,0.07,6.92,27.72,30.21,41.1,38.62,38.62,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,11,17.19,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,815000000,12.19,15545,1213320313,20.47,12800,20.47,12482.52,3.65,8.11,0.18,0.14,0.18,4.54,4.54,1.0175E+11,20.47,12.19,92.12,3.17,49.1,1.44,0.05,94.95,1,0.05,5.05,14.41,15.91,28.81,28.6,28.6,562.06,179860,566.11,181156,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.42,8.47,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,815000000,12.19,15545,1213320313,20.47,12800,20.47,12482.52,3.65,8.11,0.18,0.14,0.18,4.54,4.54,1.0175E+11,20.47,12.19,92.12,3.17,49.1,1.44,0.05,94.95,1,0.05,5.05,14.41,15.91,28.81,28.6,28.6,562.06,179860,566.11,181156,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.42,8.47,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,815000000,12.19,15545,1213320313,20.47,12800,20.47,12482.52,3.65,8.11,0.18,0.14,0.18,4.54,4.54,1.0175E+11,20.47,12.19,92.12,3.17,49.1,1.44,0.05,94.95,1,0.05,5.05,14.41,15.91,28.81,28.6,28.6,562.06,179860,566.11,181156,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.42,8.47,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,675213675.2,3.6,3779,1008947650,3.6,3744,0.51,27.25,0.05,47.84,0.26,0,0.27,6.83,6.83,24914529915,0.39,3.6,51.61,0.04,1.51,2.9,0.1,92.59,1,0.07,7.41,27.65,30.14,41.6,39.09,39.09,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.63,16.61,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,675213675.2,3.6,3779,1008947650,3.6,3744,0.51,27.25,0.05,47.84,0.26,0,0.27,6.83,6.83,24914529915,0.39,3.6,51.61,0.04,1.51,2.9,0.1,92.59,1,0.07,7.41,27.65,30.14,41.6,39.09,39.09,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.63,16.61,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,675213675.2,3.6,3779,1008947650,3.6,3744,0.51,27.25,0.05,47.84,0.26,0,0.27,6.83,6.83,24914529915,0.39,3.6,51.61,0.04,1.51,2.9,0.1,92.59,1,0.07,7.41,27.65,30.14,41.6,39.09,39.09,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.63,16.61,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,818965517.2,11.83,15874,1220007184,20.86,12992,20.86,12464.19,3.57,9.56,0.18,0.14,0.18,4.54,4.54,99201970443,20.86,11.83,91.65,3.11,49.33,1.44,0.05,94.95,1,0.05,5.05,14.36,15.85,28.65,28.44,28.44,562.06,179860,566.13,181161,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.63,8.8,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,818965517.2,11.83,15874,1220007184,20.86,12992,20.86,12464.19,3.57,9.56,0.18,0.14,0.18,4.54,4.54,99201970443,20.86,11.83,91.65,3.11,49.33,1.44,0.05,94.95,1,0.05,5.05,14.36,15.85,28.65,28.44,28.44,562.06,179860,566.13,181161,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.63,8.8,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,818965517.2,11.83,15874,1220007184,20.86,12992,20.86,12464.19,3.57,9.56,0.18,0.14,0.18,4.54,4.54,99201970443,20.86,11.83,91.65,3.11,49.33,1.44,0.05,94.95,1,0.05,5.05,14.36,15.85,28.65,28.44,28.44,562.06,179860,566.13,181161,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.63,8.8,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,679824561.4,3.72,3715,1018183480,3.72,3648,0.51,27.82,0.05,46.72,0.25,0,0.27,6.69,6.69,25903508772,0.39,3.72,51.62,0.04,1.51,2.77,0.09,92.76,1,0.07,7.24,27.59,30.07,40.78,38.31,38.31,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.59,16.55,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,679824561.4,3.72,3715,1018183480,3.72,3648,0.51,27.82,0.05,46.72,0.25,0,0.27,6.69,6.69,25903508772,0.39,3.72,51.62,0.04,1.51,2.77,0.09,92.76,1,0.07,7.24,27.59,30.07,40.78,38.31,38.31,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.59,16.55,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
gaussian,304,m,2,Fan1,679824561.4,3.72,3715,1018183480,3.72,3648,0.51,27.82,0.05,46.72,0.25,0,0.27,6.69,6.69,25903508772,0.39,3.72,51.62,0.04,1.51,2.77,0.09,92.76,1,0.07,7.24,27.59,30.07,40.78,38.31,38.31,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.59,16.55,64,100,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.0030632653061224493, 0.003719591836734694, 0.0036567346938775505, 0.003507551020408162, 0.003666122448979592, 0.0036036734693877547, 0.0035710204081632643",0
gaussian,304,a,0,Fan2,817042606.5,12.13,15541,1215747703,19.07,12768,19.07,12519.58,3.65,9.66,0.18,0.14,0.18,4.52,4.52,1.01474E+11,19.07,12.13,88.39,3.17,48.51,1.48,0.05,94.92,1,0.05,5.08,14.3,15.79,29.31,29.1,29.1,562.06,179860,566.12,181157,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.35,8.36,32,50,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.010720306122448979, 0.010578999999999998, 0.010579551020408159, 0.010579571428571424, 0.010580489795918363, 0.010580938775510204, 0.010579918367346938",2
gaussian,304,b,1,Fan2,817042606.5,12.13,15541,1215747703,19.07,12768,19.07,12519.58,3.65,9.66,0.18,0.14,0.18,4.52,4.52,1.01474E+11,19.07,12.13,88.39,3.17,48.51,1.48,0.05,94.92,1,0.05,5.08,14.3,15.79,29.31,29.1,29.1,562.06,179860,566.12,181157,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.35,8.36,32,50,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.010579387755102037, 0.010602346938775509, 0.010603367346938772, 0.010603755102040814, 0.01060395918367347, 0.010602428571428566, 0.010604530612244895",6
gaussian,304,m,2,Fan2,817042606.5,12.13,15541,1215747703,19.07,12768,19.07,12519.58,3.65,9.66,0.18,0.14,0.18,4.52,4.52,1.01474E+11,19.07,12.13,88.39,3.17,48.51,1.48,0.05,94.92,1,0.05,5.08,14.3,15.79,29.31,29.1,29.1,562.06,179860,566.12,181157,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.35,8.36,32,50,111,0x7fba6605aa00,0x7fba660b4e00,369664,1,2,512,148,0,"0.010720673469387753, 0.010580877551020409, 0.010580183673469386, 0.010579979591836732, 0.01057955102040816, 0.01057924489795918, 0.010579265306122448",5
gaussian,304,a,0,Fan1,689655172.4,3.57,3834,1032462284,3.57,3712,0.5,28.38,0.05,45.68,0.25,0,0.26,6.56,6.56,25232758621,0.38,3.57,51.62,0.04,1.52,2.76,0.09,92.82,1,0.07,7.18,27.52,30,41,38.52,38.52,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.67,16.67,64,100,111,0x7fba66000000,0x7fba6605a400,369664,9,5,512,364,0,"0.003160816326530613, 0.00359469387755102, 0.0035863265306122455, 0.003604081632653061, 0.0036269387755102044, 0.003698367346938775, 0.0035167346938775506",0
gaussian,304,b,1,Fan1,689655172.4,3.57,3834,1032462284,3.57,3712,0.5,28.38,0.05,45.68,0.25,0,0.26,6.56,6.56,25232758621,0.38,3.57,51.62,0.04,1.52,2.76,0.09,92.82,1,0.07,7.18,27.52,30,41,38.52,38.52,1.75,560,1.86,596,512,1,17,0,0,0,512,0,32,5,32,4,10.67,16.67,64,100,111,0x7fba6605a400,0x7fba6605a8c0,1216,0,0,0,0,0,"0.0036146938775510206, 0.0035677551020408165, 0.0036210204081632666, 0.003501224489795918, 0.003478163265306122, 0.00354938775510204, 0.0034557142857142855",0
