Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,Costs,label
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,796137339.1,30.24,8819,1179899857,30.24,7456,6.28,6915.09,14.88,17.36,0.74,0.58,0.76,18.93,18.93,2.46549E+11,13.65,30.24,50.81,13.34,0.07,11.72,0.33,80.7,1,0.19,19.3,27.06,31.97,62.53,60.7,60.7,1270.87,406678,1309.07,418903,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.3,73.91,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
bfs,graph1MW.6,h_graph_mask,1,Kernel2,796137339.1,30.24,8819,1179899857,30.24,7456,6.28,6915.09,14.88,17.36,0.74,0.58,0.76,18.93,18.93,2.46549E+11,13.65,30.24,50.81,13.34,0.07,11.72,0.33,80.7,1,0.19,19.3,27.06,31.97,62.53,60.7,60.7,1270.87,406678,1309.07,418903,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.3,73.91,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"0.9847573673469389, 1.067036002915452, 3.895556329446065, 1.0811798192419824, 1.2642430320699711, 1.2688362769679304, 1.0735089067055392",1
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel2,796137339.1,30.24,8819,1179899857,30.24,7456,6.28,6915.09,14.88,17.36,0.74,0.58,0.76,18.93,18.93,2.46549E+11,13.65,30.24,50.81,13.34,0.07,11.72,0.33,80.7,1,0.19,19.3,27.06,31.97,62.53,60.7,60.7,1270.87,406678,1309.07,418903,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.3,73.91,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"0.9062527084548103, 0.9535181603498546, 4.213662379008747, 0.9610300000000002, 1.233418559766764, 1.4018452769679304, 0.9653906501457724",1
bfs,graph1MW.6,h_graph_visited,3,Kernel2,796137339.1,30.24,8819,1179899857,30.24,7456,6.28,6915.09,14.88,17.36,0.74,0.58,0.76,18.93,18.93,2.46549E+11,13.65,30.24,50.81,13.34,0.07,11.72,0.33,80.7,1,0.19,19.3,27.06,31.97,62.53,60.7,60.7,1270.87,406678,1309.07,418903,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.3,73.91,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"0.9669458571428572, 1.0307525685131198, 4.131376644314871, 1.0274160495626825, 1.2213694839650147, 1.2210615510204088, 1.0361955801749272",1
bfs,graph1MW.6,h_graph_nodes,0,Kernel,830578512.4,18.94,14379,1236455464,18.94,11616,3.92,7538.38,8.52,16.11,0.63,0.33,0.65,16.23,16.23,1.61052E+11,8.45,18.94,51.18,8.26,1.92,11.33,0.25,82.58,1,0.17,17.42,26.41,31.68,67.2,65.05,65.05,1184.25,378961,1223.47,391509,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,43.49,67.95,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"14.846047466472298, 14.938124233236156, 14.94382633527697, 14.882360346938773, 15.069065909620988, 15.507076373177844, 14.912892206997089",0
bfs,graph1MW.6,h_graph_mask,1,Kernel,830578512.4,18.94,14379,1236455464,18.94,11616,3.92,7538.38,8.52,16.11,0.63,0.33,0.65,16.23,16.23,1.61052E+11,8.45,18.94,51.18,8.26,1.92,11.33,0.25,82.58,1,0.17,17.42,26.41,31.68,67.2,65.05,65.05,1184.25,378961,1223.47,391509,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,43.49,67.95,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"13.034933577259475, 14.840821460641402, 17.517535580174922, 14.857270137026234, 14.991079629737607, 15.13759014285715, 14.720162344023324",0
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel,830578512.4,18.94,14379,1236455464,18.94,11616,3.92,7538.38,8.52,16.11,0.63,0.33,0.65,16.23,16.23,1.61052E+11,8.45,18.94,51.18,8.26,1.92,11.33,0.25,82.58,1,0.17,17.42,26.41,31.68,67.2,65.05,65.05,1184.25,378961,1223.47,391509,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,43.49,67.95,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"1.7288250291545189, 1.7766290583090387, 92.99815757725945, 1.7579971749271157, 2.5135960320699704, 2.560374918367347, 1.7638130816326538",0
bfs,graph1MW.6,h_graph_visited,3,Kernel,830578512.4,18.94,14379,1236455464,18.94,11616,3.92,7538.38,8.52,16.11,0.63,0.33,0.65,16.23,16.23,1.61052E+11,8.45,18.94,51.18,8.26,1.92,11.33,0.25,82.58,1,0.17,17.42,26.41,31.68,67.2,65.05,65.05,1184.25,378961,1223.47,391509,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,43.49,67.95,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"11.753050349854227, 14.305025390670552, 16.593200282798833, 14.278493361516038, 16.91704670553936, 17.02468522157434, 14.22789155976677",0
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,817596566.5,30.12,9062,1213116953,30.12,7456,6.24,6897.39,14.52,17.49,0.74,0.56,0.76,19.04,19.04,2.52129E+11,13.34,30.12,51.51,13.02,0.52,12.1,0.33,80.11,1,0.2,19.89,26.97,31.87,62.63,60.81,60.81,1275.18,408058,1313.36,420274,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.71,74.55,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
bfs,graph1MW.6,h_graph_mask,1,Kernel2,817596566.5,30.12,9062,1213116953,30.12,7456,6.24,6897.39,14.52,17.49,0.74,0.56,0.76,19.04,19.04,2.52129E+11,13.34,30.12,51.51,13.02,0.52,12.1,0.33,80.11,1,0.2,19.89,26.97,31.87,62.63,60.81,60.81,1275.18,408058,1313.36,420274,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.71,74.55,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"0.9847573673469389, 1.067036002915452, 3.895556329446065, 1.0811798192419824, 1.2642430320699711, 1.2688362769679304, 1.0735089067055392",1
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel2,817596566.5,30.12,9062,1213116953,30.12,7456,6.24,6897.39,14.52,17.49,0.74,0.56,0.76,19.04,19.04,2.52129E+11,13.34,30.12,51.51,13.02,0.52,12.1,0.33,80.11,1,0.2,19.89,26.97,31.87,62.63,60.81,60.81,1275.18,408058,1313.36,420274,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.71,74.55,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"0.9062527084548103, 0.9535181603498546, 4.213662379008747, 0.9610300000000002, 1.233418559766764, 1.4018452769679304, 0.9653906501457724",1
bfs,graph1MW.6,h_graph_visited,3,Kernel2,817596566.5,30.12,9062,1213116953,30.12,7456,6.24,6897.39,14.52,17.49,0.74,0.56,0.76,19.04,19.04,2.52129E+11,13.34,30.12,51.51,13.02,0.52,12.1,0.33,80.11,1,0.2,19.89,26.97,31.87,62.63,60.81,60.81,1275.18,408058,1313.36,420274,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.71,74.55,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"0.9669458571428572, 1.0307525685131198, 4.131376644314871, 1.0274160495626825, 1.2213694839650147, 1.2210615510204088, 1.0361955801749272",1
bfs,graph1MW.6,h_graph_nodes,0,Kernel,834963325.2,17.37,16287,1243339955,17.37,13088,3.87,10381,7.85,12.3,0.48,0.3,0.49,12.31,12.31,1.48538E+11,7.85,17.37,52.02,7.67,9.52,10.57,0.22,84.16,1,0.16,15.84,25.29,30.34,68.81,66.7,66.7,1238.73,396395,1277.92,408935,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,32.07,50.11,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"14.846047466472298, 14.938124233236156, 14.94382633527697, 14.882360346938773, 15.069065909620988, 15.507076373177844, 14.912892206997089",0
bfs,graph1MW.6,h_graph_mask,1,Kernel,834963325.2,17.37,16287,1243339955,17.37,13088,3.87,10381,7.85,12.3,0.48,0.3,0.49,12.31,12.31,1.48538E+11,7.85,17.37,52.02,7.67,9.52,10.57,0.22,84.16,1,0.16,15.84,25.29,30.34,68.81,66.7,66.7,1238.73,396395,1277.92,408935,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,32.07,50.11,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"13.034933577259475, 14.840821460641402, 17.517535580174922, 14.857270137026234, 14.991079629737607, 15.13759014285715, 14.720162344023324",0
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel,834963325.2,17.37,16287,1243339955,17.37,13088,3.87,10381,7.85,12.3,0.48,0.3,0.49,12.31,12.31,1.48538E+11,7.85,17.37,52.02,7.67,9.52,10.57,0.22,84.16,1,0.16,15.84,25.29,30.34,68.81,66.7,66.7,1238.73,396395,1277.92,408935,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,32.07,50.11,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"1.7288250291545189, 1.7766290583090387, 92.99815757725945, 1.7579971749271157, 2.5135960320699704, 2.560374918367347, 1.7638130816326538",0
bfs,graph1MW.6,h_graph_visited,3,Kernel,834963325.2,17.37,16287,1243339955,17.37,13088,3.87,10381,7.85,12.3,0.48,0.3,0.49,12.31,12.31,1.48538E+11,7.85,17.37,52.02,7.67,9.52,10.57,0.22,84.16,1,0.16,15.84,25.29,30.34,68.81,66.7,66.7,1238.73,396395,1277.92,408935,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,32.07,50.11,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"11.753050349854227, 14.305025390670552, 16.593200282798833, 14.278493361516038, 16.91704670553936, 17.02468522157434, 14.22789155976677",0
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,821428571.4,29.63,9285,1216977416,29.63,7616,6.93,7242.21,14.46,17.06,0.72,0.56,0.74,18.51,18.51,2.4921E+11,13.33,29.63,54.76,13.02,3.93,11.49,0.32,81.19,1,0.19,18.81,26.43,31.24,62.84,61.05,61.05,1302.13,416683,1340.3,428895,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.65,74.45,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
bfs,graph1MW.6,h_graph_mask,1,Kernel2,821428571.4,29.63,9285,1216977416,29.63,7616,6.93,7242.21,14.46,17.06,0.72,0.56,0.74,18.51,18.51,2.4921E+11,13.33,29.63,54.76,13.02,3.93,11.49,0.32,81.19,1,0.19,18.81,26.43,31.24,62.84,61.05,61.05,1302.13,416683,1340.3,428895,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.65,74.45,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"0.9847573673469389, 1.067036002915452, 3.895556329446065, 1.0811798192419824, 1.2642430320699711, 1.2688362769679304, 1.0735089067055392",1
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel2,821428571.4,29.63,9285,1216977416,29.63,7616,6.93,7242.21,14.46,17.06,0.72,0.56,0.74,18.51,18.51,2.4921E+11,13.33,29.63,54.76,13.02,3.93,11.49,0.32,81.19,1,0.19,18.81,26.43,31.24,62.84,61.05,61.05,1302.13,416683,1340.3,428895,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.65,74.45,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"0.9062527084548103, 0.9535181603498546, 4.213662379008747, 0.9610300000000002, 1.233418559766764, 1.4018452769679304, 0.9653906501457724",1
bfs,graph1MW.6,h_graph_visited,3,Kernel2,821428571.4,29.63,9285,1216977416,29.63,7616,6.93,7242.21,14.46,17.06,0.72,0.56,0.74,18.51,18.51,2.4921E+11,13.33,29.63,54.76,13.02,3.93,11.49,0.32,81.19,1,0.19,18.81,26.43,31.24,62.84,61.05,61.05,1302.13,416683,1340.3,428895,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.65,74.45,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"0.9669458571428572, 1.0307525685131198, 4.131376644314871, 1.0274160495626825, 1.2213694839650147, 1.2210615510204088, 1.0361955801749272",1
bfs,graph1MW.6,h_graph_nodes,0,Kernel,847790948.3,19.52,18775,1262807561,19.52,14848,5.32,14415.17,8.64,11.49,0.43,0.33,0.44,11.11,11.11,1.69444E+11,8.84,19.52,55.02,8.64,31.08,7.82,0.18,86.85,1,0.13,13.15,20.26,24.29,60.97,59.47,59.47,1562.42,499974,1601.67,512533,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,27.41,42.82,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"14.846047466472298, 14.938124233236156, 14.94382633527697, 14.882360346938773, 15.069065909620988, 15.507076373177844, 14.912892206997089",0
bfs,graph1MW.6,h_graph_mask,1,Kernel,847790948.3,19.52,18775,1262807561,19.52,14848,5.32,14415.17,8.64,11.49,0.43,0.33,0.44,11.11,11.11,1.69444E+11,8.84,19.52,55.02,8.64,31.08,7.82,0.18,86.85,1,0.13,13.15,20.26,24.29,60.97,59.47,59.47,1562.42,499974,1601.67,512533,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,27.41,42.82,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"13.034933577259475, 14.840821460641402, 17.517535580174922, 14.857270137026234, 14.991079629737607, 15.13759014285715, 14.720162344023324",0
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel,847790948.3,19.52,18775,1262807561,19.52,14848,5.32,14415.17,8.64,11.49,0.43,0.33,0.44,11.11,11.11,1.69444E+11,8.84,19.52,55.02,8.64,31.08,7.82,0.18,86.85,1,0.13,13.15,20.26,24.29,60.97,59.47,59.47,1562.42,499974,1601.67,512533,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,27.41,42.82,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"1.7288250291545189, 1.7766290583090387, 92.99815757725945, 1.7579971749271157, 2.5135960320699704, 2.560374918367347, 1.7638130816326538",0
bfs,graph1MW.6,h_graph_visited,3,Kernel,847790948.3,19.52,18775,1262807561,19.52,14848,5.32,14415.17,8.64,11.49,0.43,0.33,0.44,11.11,11.11,1.69444E+11,8.84,19.52,55.02,8.64,31.08,7.82,0.18,86.85,1,0.13,13.15,20.26,24.29,60.97,59.47,59.47,1562.42,499974,1601.67,512533,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,27.41,42.82,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"11.753050349854227, 14.305025390670552, 16.593200282798833, 14.278493361516038, 16.91704670553936, 17.02468522157434, 14.22789155976677",0
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,803030303,29.42,11373,1194058642,29.42,9504,9.09,8191.65,13.06,17.02,0.71,0.51,0.72,18.1,18.1,2.41949E+11,12.28,29.42,65.34,11.97,18.64,11.87,0.31,81.37,1,0.19,18.63,23.94,28.28,65.42,63.73,63.73,1444.31,462178,1482.52,474407,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.48,74.19,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
bfs,graph1MW.6,h_graph_mask,1,Kernel2,803030303,29.42,11373,1194058642,29.42,9504,9.09,8191.65,13.06,17.02,0.71,0.51,0.72,18.1,18.1,2.41949E+11,12.28,29.42,65.34,11.97,18.64,11.87,0.31,81.37,1,0.19,18.63,23.94,28.28,65.42,63.73,63.73,1444.31,462178,1482.52,474407,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.48,74.19,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"0.9847573673469389, 1.067036002915452, 3.895556329446065, 1.0811798192419824, 1.2642430320699711, 1.2688362769679304, 1.0735089067055392",1
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel2,803030303,29.42,11373,1194058642,29.42,9504,9.09,8191.65,13.06,17.02,0.71,0.51,0.72,18.1,18.1,2.41949E+11,12.28,29.42,65.34,11.97,18.64,11.87,0.31,81.37,1,0.19,18.63,23.94,28.28,65.42,63.73,63.73,1444.31,462178,1482.52,474407,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.48,74.19,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"0.9062527084548103, 0.9535181603498546, 4.213662379008747, 0.9610300000000002, 1.233418559766764, 1.4018452769679304, 0.9653906501457724",1
bfs,graph1MW.6,h_graph_visited,3,Kernel2,803030303,29.42,11373,1194058642,29.42,9504,9.09,8191.65,13.06,17.02,0.71,0.51,0.72,18.1,18.1,2.41949E+11,12.28,29.42,65.34,11.97,18.64,11.87,0.31,81.37,1,0.19,18.63,23.94,28.28,65.42,63.73,63.73,1444.31,462178,1482.52,474407,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,47.48,74.19,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"0.9669458571428572, 1.0307525685131198, 4.131376644314871, 1.0274160495626825, 1.2213694839650147, 1.2210615510204088, 1.0361955801749272",1
bfs,graph1MW.6,h_graph_nodes,0,Kernel,874056603.8,30.72,33196,1302921908,30.72,25440,9.06,29064.12,10.85,12.68,0.45,0.4,0.46,11.44,11.44,2.74957E+11,11.12,30.72,56.82,10.85,51.09,6.97,0.17,87.64,1,0.12,12.36,10.21,12.17,57.07,56.4,56.4,3284.85,1051151,3324.03,1063690,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,26.34,41.16,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"14.846047466472298, 14.938124233236156, 14.94382633527697, 14.882360346938773, 15.069065909620988, 15.507076373177844, 14.912892206997089",0
bfs,graph1MW.6,h_graph_mask,1,Kernel,874056603.8,30.72,33196,1302921908,30.72,25440,9.06,29064.12,10.85,12.68,0.45,0.4,0.46,11.44,11.44,2.74957E+11,11.12,30.72,56.82,10.85,51.09,6.97,0.17,87.64,1,0.12,12.36,10.21,12.17,57.07,56.4,56.4,3284.85,1051151,3324.03,1063690,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,26.34,41.16,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"13.034933577259475, 14.840821460641402, 17.517535580174922, 14.857270137026234, 14.991079629737607, 15.13759014285715, 14.720162344023324",0
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel,874056603.8,30.72,33196,1302921908,30.72,25440,9.06,29064.12,10.85,12.68,0.45,0.4,0.46,11.44,11.44,2.74957E+11,11.12,30.72,56.82,10.85,51.09,6.97,0.17,87.64,1,0.12,12.36,10.21,12.17,57.07,56.4,56.4,3284.85,1051151,3324.03,1063690,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,26.34,41.16,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"1.7288250291545189, 1.7766290583090387, 92.99815757725945, 1.7579971749271157, 2.5135960320699704, 2.560374918367347, 1.7638130816326538",0
bfs,graph1MW.6,h_graph_visited,3,Kernel,874056603.8,30.72,33196,1302921908,30.72,25440,9.06,29064.12,10.85,12.68,0.45,0.4,0.46,11.44,11.44,2.74957E+11,11.12,30.72,56.82,10.85,51.09,6.97,0.17,87.64,1,0.12,12.36,10.21,12.17,57.07,56.4,56.4,3284.85,1051151,3324.03,1063690,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,26.34,41.16,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"11.753050349854227, 14.305025390670552, 16.593200282798833, 14.278493361516038, 16.91704670553936, 17.02468522157434, 14.22789155976677",0
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,853161843.5,15.44,38090,1275036844,15.44,29856,6.94,32375.46,5.4,6.19,0.25,0.21,0.25,6.35,6.35,1.34849E+11,5.26,15.44,70.77,5.18,51.64,11.69,0.12,93.54,1,0.06,6.46,17.58,20.71,184.53,181.11,181.11,2019.23,646153,2057.34,658350,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,46.35,72.43,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
bfs,graph1MW.6,h_graph_mask,1,Kernel2,853161843.5,15.44,38090,1275036844,15.44,29856,6.94,32375.46,5.4,6.19,0.25,0.21,0.25,6.35,6.35,1.34849E+11,5.26,15.44,70.77,5.18,51.64,11.69,0.12,93.54,1,0.06,6.46,17.58,20.71,184.53,181.11,181.11,2019.23,646153,2057.34,658350,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,46.35,72.43,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"0.9847573673469389, 1.067036002915452, 3.895556329446065, 1.0811798192419824, 1.2642430320699711, 1.2688362769679304, 1.0735089067055392",1
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel2,853161843.5,15.44,38090,1275036844,15.44,29856,6.94,32375.46,5.4,6.19,0.25,0.21,0.25,6.35,6.35,1.34849E+11,5.26,15.44,70.77,5.18,51.64,11.69,0.12,93.54,1,0.06,6.46,17.58,20.71,184.53,181.11,181.11,2019.23,646153,2057.34,658350,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,46.35,72.43,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"0.9062527084548103, 0.9535181603498546, 4.213662379008747, 0.9610300000000002, 1.233418559766764, 1.4018452769679304, 0.9653906501457724",1
bfs,graph1MW.6,h_graph_visited,3,Kernel2,853161843.5,15.44,38090,1275036844,15.44,29856,6.94,32375.46,5.4,6.19,0.25,0.21,0.25,6.35,6.35,1.34849E+11,5.26,15.44,70.77,5.18,51.64,11.69,0.12,93.54,1,0.06,6.46,17.58,20.71,184.53,181.11,181.11,2019.23,646153,2057.34,658350,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,46.35,72.43,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"0.9669458571428572, 1.0307525685131198, 4.131376644314871, 1.0274160495626825, 1.2213694839650147, 1.2210615510204088, 1.0361955801749272",1
bfs,graph1MW.6,h_graph_nodes,0,Kernel,869822485.2,38.15,70270,1295602194,38.15,54080,18.93,65668.52,17.18,19.39,0.65,0.61,0.65,16.27,16.27,3.39844E+11,18.17,38.15,66.77,17.18,57.62,9.07,0.27,83.33,1,0.17,16.67,4.12,4.82,54.58,54.38,54.38,10642.59,3405630,10681.74,3418157,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,35.77,55.9,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"14.846047466472298, 14.938124233236156, 14.94382633527697, 14.882360346938773, 15.069065909620988, 15.507076373177844, 14.912892206997089",0
bfs,graph1MW.6,h_graph_mask,1,Kernel,869822485.2,38.15,70270,1295602194,38.15,54080,18.93,65668.52,17.18,19.39,0.65,0.61,0.65,16.27,16.27,3.39844E+11,18.17,38.15,66.77,17.18,57.62,9.07,0.27,83.33,1,0.17,16.67,4.12,4.82,54.58,54.38,54.38,10642.59,3405630,10681.74,3418157,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,35.77,55.9,64,100,111,0x7f70b6800000,0x7f70b68f4240,1000000,6,49,1024,0,0,"13.034933577259475, 14.840821460641402, 17.517535580174922, 14.857270137026234, 14.991079629737607, 15.13759014285715, 14.720162344023324",0
bfs,graph1MW.6,h_updating_graph_mask,2,Kernel,869822485.2,38.15,70270,1295602194,38.15,54080,18.93,65668.52,17.18,19.39,0.65,0.61,0.65,16.27,16.27,3.39844E+11,18.17,38.15,66.77,17.18,57.62,9.07,0.27,83.33,1,0.17,16.67,4.12,4.82,54.58,54.38,54.38,10642.59,3405630,10681.74,3418157,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,35.77,55.9,64,100,111,0x7f70b68f4400,0x7f70b69e8640,1000000,4,1,1024,0,0,"1.7288250291545189, 1.7766290583090387, 92.99815757725945, 1.7579971749271157, 2.5135960320699704, 2.560374918367347, 1.7638130816326538",0
bfs,graph1MW.6,h_graph_visited,3,Kernel,869822485.2,38.15,70270,1295602194,38.15,54080,18.93,65668.52,17.18,19.39,0.65,0.61,0.65,16.27,16.27,3.39844E+11,18.17,38.15,66.77,17.18,57.62,9.07,0.27,83.33,1,0.17,16.67,4.12,4.82,54.58,54.38,54.38,10642.59,3405630,10681.74,3418157,512,1954,21,0,0,0,1000448,6.11,32,5,32,4,35.77,55.9,64,100,111,0x7f70b6a00000,0x7f70b6af4240,1000000,5,3,1024,0,0,"11.753050349854227, 14.305025390670552, 16.593200282798833, 14.278493361516038, 16.91704670553936, 17.02468522157434, 14.22789155976677",0
bfs,graph1MW.6,h_graph_nodes,0,Kernel2,862727807.2,11.2,70239,1290053033,11.2,54432,6.51,64426.97,3.91,5.37,0.17,0.15,0.17,4.26,4.26,98931216931,4.47,11.2,72.41,3.85,69.5,11.67,0.11,95.66,1,0.04,4.34,14.82,17.28,272.97,269.17,269.17,2707.78,866488,2745.93,878699,512,1954,16,0,0,0,1000448,6.11,32,8,32,4,45.81,71.57,64,100,111,0x7f70b6000000,0x7f70b67a1200,8000000,24,6,7816,0,0,"1.5103912915451896, 1.5284955422740523, 1.5246929795918371, 1.52093784548105, 1.5053564169096212, 1.5190171603498546, 1.5262264985422747",4
