kernel,Input,MemLocation,Array,MemAdvise,label,TimePerc,Time,calls,AVG,MIN,MAX
Kernel2,graph1MW_6,Host,h_cost,cudaMemAdviseSetReadMostly,161,0.02,0.412607,12,0.034383,5.76e-03,0.100479
Kernel2,graph1MW_6,Host,none,cudaMemAdviseSetPreferredLocationGPU,102,3.98,0.484734,12,0.040394,5.73e-03,0.111199
Kernel2,graph1MW_6,Host,h_graph_nodes,cudaMemAdviseSetPreferredLocationGPU,112,3.64,0.447965,12,0.037330,5.89e-03,0.080608
Kernel2,graph1MW_6,Host,h_graph_edges,cudaMemAdviseSetPreferredLocationGPU,122,4.22,0.515582,12,0.042965,5.95e-03,0.110079
Kernel2,graph1MW_6,Host,h_graph_mask,cudaMemAdviseSetPreferredLocationGPU,132,10.34,1.370358,12,0.114196,9.15e-03,0.540988
Kernel2,graph1MW_6,Host,h_updating_graph_mask,cudaMemAdviseSetPreferredLocationGPU,142,6.46,0.799293,12,0.066607,8.86e-03,0.389726
Kernel2,graph1MW_6,Host,h_graph_visited,cudaMemAdviseSetPreferredLocationGPU,152,3.85,0.483070,12,0.040255,5.76e-03,0.109279
Kernel2,graph1MW_6,Host,h_cost,cudaMemAdviseSetPreferredLocationGPU,162,3.85,0.453407,12,0.037783,5.76e-03,0.097472
Kernel2,graph1MW_6,Host,none,cudaMemAdviseSetAccessedByGPU,103,3.76,0.462302,12,0.038525,5.89e-03,0.084512
Kernel2,graph1MW_6,Host,h_graph_nodes,cudaMemAdviseSetAccessedByGPU,113,3.93,0.503230,12,0.041935,5.89e-03,0.107583
Kernel2,graph1MW_6,Host,h_graph_edges,cudaMemAdviseSetAccessedByGPU,123,2.95,0.531806,12,0.044317,5.73e-03,0.114591
Kernel2,graph1MW_6,Host,h_graph_mask,cudaMemAdviseSetAccessedByGPU,133,15.53,2.328211,12,0.194017,0.011264,0.529372
Kernel2,graph1MW_6,Host,h_updating_graph_mask,cudaMemAdviseSetAccessedByGPU,143,16.13,3.267018,12,0.272251,0.107968,0.759803
Kernel2,graph1MW_6,Host,h_graph_visited,cudaMemAdviseSetAccessedByGPU,153,4.98,2.087985,12,0.173998,7.84e-03,0.571452
Kernel2,graph1MW_6,Host,h_cost,cudaMemAdviseSetAccessedByGPU,163,2.52,0.490364,12,0.040863,5.86e-03,0.089023
Kernel2,graph1MW_6,Host,none,cudaMemAdviseSetPreferredLocationGPU,104,3.91,0.488027,12,0.040668,6.11e-03,0.115487
Kernel2,graph1MW_6,Host,h_graph_nodes,cudaMemAdviseSetPreferredLocationGPU,114,2.38,0.424284,12,0.035357,5.73e-03,0.102975
Kernel2,graph1MW_6,Host,h_graph_edges,cudaMemAdviseSetPreferredLocationGPU,124,1.44,0.438268,12,0.036522,5.73e-03,0.106879
Kernel2,graph1MW_6,Host,h_graph_mask,cudaMemAdviseSetPreferredLocationGPU,134,15.42,2.673456,12,0.222788,0.011360,0.576668
Kernel2,graph1MW_6,Host,h_updating_graph_mask,cudaMemAdviseSetPreferredLocationGPU,144,21.20,4.718081,12,0.393173,0.108544,1.555701
Kernel2,graph1MW_6,Host,h_graph_visited,cudaMemAdviseSetPreferredLocationGPU,154,4.46,1.801172,12,0.150097,7.81e-03,0.535101
Kernel2,graph1MW_6,Host,h_cost,cudaMemAdviseSetPreferredLocationGPU,164,2.05,0.453406,12,0.037783,6.11e-03,0.074272
Kernel2,graph1MW_6,Host,none,cudaMemAdviseSetPreferredLocationCPU,105,3.96,0.498589,12,0.041549,5.76e-03,0.110015
Kernel2,graph1MW_6,Host,h_graph_nodes,cudaMemAdviseSetPreferredLocationCPU,115,4.12,0.505725,12,0.042143,6.14e-03,0.123839
Kernel2,graph1MW_6,Host,h_graph_edges,cudaMemAdviseSetPreferredLocationCPU,125,3.90,0.489725,12,0.040810,5.86e-03,0.109183
Kernel2,graph1MW_6,Host,h_graph_mask,cudaMemAdviseSetPreferredLocationCPU,135,10.35,1.323705,12,0.110308,8.83e-03,0.502845
Kernel2,graph1MW_6,Host,h_updating_graph_mask,cudaMemAdviseSetPreferredLocationCPU,145,6.18,0.807129,12,0.067260,8.86e-03,0.391101
Kernel2,graph1MW_6,Host,h_graph_visited,cudaMemAdviseSetPreferredLocationCPU,155,6.90,0.876858,12,0.073071,5.76e-03,0.471133
Kernel2,graph1MW_6,Host,h_cost,cudaMemAdviseSetPreferredLocationCPU,165,3.65,0.447518,12,0.037293,5.89e-03,0.076512
