Benchmark,Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
gaussian,0.18,0.06,2438.47,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.18,0.06,2438.47,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.18,0.06,2438.47,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2427.72,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2427.72,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2427.72,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2419.97,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2409.26,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2409.26,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2409.26,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,15,10,1536,1524,G
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,0,0,0,0,E
gaussian,0.17,0.06,2401.56,16,16,389376,9.51,128,64,6,11,1536,0,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,15,10,1536,1524,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,11,1536,0,A
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,26.1,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,24.97,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,24.97,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,24.97,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.05,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.05,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.05,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,24.22,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.02,24.22,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.02,24.22,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.02,24.22,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,23.14,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,23.14,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,23.14,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.02,0.02,22.44,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.02,0.02,22.44,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.02,0.02,22.44,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.02,0.03,22.44,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.02,0.03,22.44,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.02,0.03,22.44,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.03,0.03,22.44,16,16,4096,0.1,128,64,2,16,64,20,B
gaussian,0.03,0.03,22.44,16,16,4096,0.1,128,64,1,0,48,4,B
gaussian,0.03,0.03,22.44,16,16,4096,0.1,128,64,0,0,0,44,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,2,16,64,20,A
gaussian,0,0.06,0.75,512,17,512,0,5,4,1,0,48,4,C
gaussian,0,0.06,0.75,512,17,512,0,5,4,0,0,0,44,A
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.18,0.07,2565,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.18,0.07,2553.97,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.18,0.07,2553.97,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.18,0.07,2553.97,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.06,2546.02,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.06,2546.02,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.06,2546.02,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.07,2546.02,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.07,2546.02,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.07,2546.02,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.18,0.07,2546.02,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.18,0.07,2546.02,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.18,0.07,2546.02,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.06,2535.04,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.06,2535.04,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.06,2535.04,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,17,5,2048,1604,A
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,1,0,0,4,D
gaussian,0.17,0.07,2527.14,16,16,409600,10,128,64,6,5,2048,0,D
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,17,5,2048,1604,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.5,512,17,1024,0.01,5,4,6,5,2048,0,A
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.18,0.06,2694.72,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.06,2683.42,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.18,0.06,2683.42,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.18,0.06,2683.42,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.06,2675.27,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.18,0.06,2675.27,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.18,0.06,2675.27,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.06,2675.27,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.06,2675.27,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.06,2675.27,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2675.27,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.07,2675.27,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.07,2675.27,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.06,2664.01,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.06,2664.01,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.06,2664.01,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2655.91,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.07,2655.91,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.07,2655.91,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,14,5,2048,1684.000256,G
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,0,0,0,0,A
gaussian,0.17,0.06,2655.91,16,16,430336,10.51,128,64,6,3,2048,0,D
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,5,2048,1684.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2827.65,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2816.07,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2816.07,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2816.07,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.07,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.18,0.07,2807.72,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2796.19,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.17,0.07,2796.19,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.17,0.07,2796.19,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,14,4,2048,1768.000256,C
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,1,0,0,4,A
gaussian,0.17,0.07,2787.89,16,16,451584,11.03,128,64,6,3,2048,0,B
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,14,4,2048,1768.000256,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,1,0,0,4,A
gaussian,0,0.06,3.62,512,17,1024,0.01,5,4,6,3,2048,0,A
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,6,4,2048,0,A
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.07,2963.78,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,6,4,2048,0,A
gaussian,0.18,0.07,2951.92,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.07,2951.92,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.07,2951.92,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,6,4,2048,0,A
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,6,4,2048,0,A
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.06,2943.37,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,0,0,0,0,A
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,6,4,2048,0,A
gaussian,0.18,0.07,2943.37,16,16,473344,11.56,128,64,15,6,2048,1852.000256,C
gaussian,0.18,0.07,2943.37,16,16,473344,11.56,128,64,0,0,0,0,G
gaussian,0.18,0.07,2943.37,16,16,473344,11.56,128,64,6,4,2048,0,F
gaussian,0,0.07,3.75,512,17,1024,0.01,5,4,15,6,2048,1852.000256,A
