Benchmark,Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
gaussian,0,0.03,1.42,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.03,1.42,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.03,1.42,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.03,1.27,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.03,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.03,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.06,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,1.27,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,1.01,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,1.01,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,1.01,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.06,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,2,9,4,4,A
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.02,0.91,16,16,256,0.01,128,64,0,0,0,0,B
gaussian,0,0.07,0.62,512,17,512,0,5,4,2,9,4,4,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.07,0.62,512,17,512,0,5,4,0,0,0,0,A
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.06,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,161.25,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.06,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.1,0.05,158.47,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.1,0.05,158.47,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.1,0.05,158.47,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.05,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.05,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,156.52,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.06,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.1,0.05,156.52,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.1,0.05,156.52,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.1,0.05,156.52,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.06,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.1,0.05,153.79,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.1,0.05,153.79,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.1,0.05,153.79,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.06,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.05,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.05,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,4,4,128,104,B
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,0,0,4,D
gaussian,0.09,0.05,151.89,16,16,25600,0.62,128,64,1,2,128,24,C
gaussian,0,0.05,1.12,512,17,512,0,5,4,4,4,128,104,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.05,1.12,512,17,512,0,5,4,1,2,128,24,A
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.11,0.05,194.97,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,191.92,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,191.92,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,191.92,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.05,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.05,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.05,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,189.77,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,186.76,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,186.76,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,186.76,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,4,9,128,124,A
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,0,0,0,0,F
gaussian,0.1,0.05,184.66,16,16,30976,0.76,128,64,1,3,128,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,4,9,128,124,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,3,128,4,A
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,231.9,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,228.57,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,228.57,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,228.57,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,226.22,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.05,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.05,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.05,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,222.94,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,222.94,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,222.94,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.05,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.05,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.05,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,6,9,256,148,A
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,0,112,4,F
gaussian,0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
gaussian,0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
gaussian,0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,272.02,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,268.42,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,268.42,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,268.42,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.11,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,262.31,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,262.31,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,262.31,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
gaussian,0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.13,0.05,315.35,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,311.47,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,311.47,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,311.47,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,304.89,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,304.89,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,304.89,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.07,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.07,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.07,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
gaussian,0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
gaussian,0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
gaussian,0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
gaussian,0.13,0.05,361.88,16,16,57600,1.41,128,64,6,7,256,228,B
gaussian,0.13,0.05,361.88,16,16,57600,1.41,128,64,0,0,0,0,A
gaussian,0.13,0.05,361.88,16,16,57600,1.41,128,64,1,1,256,28,C
gaussian,0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
