Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,D
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,B
0.04,0.13,118.78,512,21,4096,0.03,5,4,1,128,64,0,B
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,0,0,0,F
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,0,0,0,D
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,0,0,0,B
0.01,0.08,11.2,512,16,4096,0.03,8,4,1,128,64,0,B
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,F
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,D
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,B
0.03,0.13,107.92,512,21,4096,0.03,5,4,1,128,64,0,B
0.03,0.13,107.92,512,21,4096,0.03,5,4,0,0,0,0,F
0.03,0.13,107.92,512,21,4096,0.03,5,4,0,0,0,0,D
0.03,0.13,107.92,512,21,4096,0.03,5,4,0,0,0,0,B
0.01,0.07,10.36,512,16,4096,0.03,8,4,1,128,64,0,B
0.01,0.07,10.36,512,16,4096,0.03,8,4,0,0,0,0,F
0.01,0.07,10.36,512,16,4096,0.03,8,4,0,0,0,0,D
0.01,0.07,10.36,512,16,4096,0.03,8,4,0,0,0,0,B
0.02,0.09,45.88,512,21,4096,0.03,5,4,1,128,64,0,B
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,0,0,0,F
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,0,0,0,D
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,0,0,0,B
0,0.05,5.29,512,16,4096,0.03,8,4,1,128,64,0,B
0,0.05,5.29,512,16,4096,0.03,8,4,0,0,0,0,F
0,0.05,5.29,512,16,4096,0.03,8,4,0,0,0,0,D
0,0.05,5.29,512,16,4096,0.03,8,4,0,0,0,0,B
0,0.04,5.11,512,21,4096,0.03,5,4,1,128,64,0,B
0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0,0,F
0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0,0,D
0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0,0,B
0,0.04,5.2,512,16,4096,0.03,8,4,1,128,64,0,B
0,0.04,5.2,512,16,4096,0.03,8,4,0,0,0,0,F
0,0.04,5.2,512,16,4096,0.03,8,4,0,0,0,0,D
0,0.04,5.2,512,16,4096,0.03,8,4,0,0,0,0,B
0.07,0.06,85.36,512,16,65536,0.4,8,4,5,198,576,0,E
0.07,0.06,85.36,512,16,65536,0.4,8,4,2,197,192,0,E
0.07,0.06,85.36,512,16,65536,0.4,8,4,2,0,128,0,C
0.07,0.06,85.36,512,16,65536,0.4,8,4,1,87,192,0,B
0.03,0.05,104.03,512,21,65536,0.4,5,4,5,198,576,0,A
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,197,192,0,A
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,0,128,0,D
0.03,0.05,104.03,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.07,95.76,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.07,95.76,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.07,95.76,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.07,95.76,512,16,65536,0.4,8,4,1,87,192,0,B
0.07,0.05,237.84,512,21,65536,0.4,5,4,5,198,576,0,A
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,197,192,0,A
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,0,128,0,D
0.07,0.05,237.84,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.09,139.17,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.09,139.17,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.09,139.17,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.09,139.17,512,16,65536,0.4,8,4,1,87,192,0,B
0.2,0.09,818.19,512,21,65536,0.4,5,4,5,198,576,0,A
0.2,0.09,818.19,512,21,65536,0.4,5,4,2,197,192,0,A
0.2,0.09,818.19,512,21,65536,0.4,5,4,2,0,128,0,D
0.2,0.09,818.19,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.1,178.36,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.1,178.36,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.1,178.36,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.1,178.36,512,16,65536,0.4,8,4,1,87,192,0,B
0.28,0.11,1655.31,512,21,65536,0.4,5,4,5,198,576,0,A
0.28,0.11,1655.31,512,21,65536,0.4,5,4,2,197,192,0,A
0.28,0.11,1655.31,512,21,65536,0.4,5,4,2,0,128,0,D
0.28,0.11,1655.31,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.11,179.2,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.11,179.2,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.11,179.2,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.11,179.2,512,16,65536,0.4,8,4,1,87,192,0,B
0.26,0.1,1901.01,512,21,65536,0.4,5,4,5,198,576,0,A
0.26,0.1,1901.01,512,21,65536,0.4,5,4,2,197,192,0,A
0.26,0.1,1901.01,512,21,65536,0.4,5,4,2,0,128,0,D
0.26,0.1,1901.01,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.11,179.2,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.11,179.2,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.11,179.2,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.11,179.2,512,16,65536,0.4,8,4,1,87,192,0,B
0.36,0.13,1500.69,512,21,65536,0.4,5,4,5,198,576,0,A
0.36,0.13,1500.69,512,21,65536,0.4,5,4,2,197,192,0,A
0.36,0.13,1500.69,512,21,65536,0.4,5,4,2,0,128,0,D
0.36,0.13,1500.69,512,21,65536,0.4,5,4,1,87,192,0,A
0.08,0.08,116.43,512,16,65536,0.4,8,4,5,198,576,0,E
0.08,0.08,116.43,512,16,65536,0.4,8,4,2,197,192,0,E
0.08,0.08,116.43,512,16,65536,0.4,8,4,2,0,128,0,C
0.08,0.08,116.43,512,16,65536,0.4,8,4,1,87,192,0,B
0.1,0.06,251.16,512,21,65536,0.4,5,4,5,198,576,0,A
0.1,0.06,251.16,512,21,65536,0.4,5,4,2,197,192,0,A
0.1,0.06,251.16,512,21,65536,0.4,5,4,2,0,128,0,D
0.1,0.06,251.16,512,21,65536,0.4,5,4,1,87,192,0,A
0.07,0.06,83.48,512,16,65536,0.4,8,4,5,198,576,0,E
0.07,0.06,83.48,512,16,65536,0.4,8,4,2,197,192,0,E
0.07,0.06,83.48,512,16,65536,0.4,8,4,2,0,128,0,C
0.07,0.06,83.48,512,16,65536,0.4,8,4,1,87,192,0,B
0.05,0.06,77.57,512,21,65536,0.4,5,4,5,198,576,0,A
0.05,0.06,77.57,512,21,65536,0.4,5,4,2,197,192,0,A
0.05,0.06,77.57,512,21,65536,0.4,5,4,2,0,128,0,D
0.05,0.06,77.57,512,21,65536,0.4,5,4,1,87,192,0,A
0.07,0.07,83.2,512,16,65536,0.4,8,4,5,198,576,0,E
0.07,0.07,83.2,512,16,65536,0.4,8,4,2,197,192,0,E
0.07,0.07,83.2,512,16,65536,0.4,8,4,2,0,128,0,C
0.07,0.07,83.2,512,16,65536,0.4,8,4,1,87,192,0,B
0.74,0.28,2153.66,192,20,97152,0.63,14,10,3,674,384,0,E
0.74,0.28,2153.66,192,20,97152,0.63,14,10,10,51,1664,0,E
0.74,0.28,2153.66,192,20,97152,0.63,14,10,33,337,4608,0,G
1.03,0.34,12676.78,192,58,97152,1.27,5,10,3,674,384,0,E
1.03,0.34,12676.78,192,58,97152,1.27,5,10,10,51,1664,0,E
1.03,0.34,12676.78,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.06,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.06,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.06,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
1.05,0.37,13825.49,192,58,97152,1.27,5,10,3,674,384,0,E
1.05,0.37,13825.49,192,58,97152,1.27,5,10,10,51,1664,0,E
1.05,0.37,13825.49,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
1.02,0.35,13108.8,192,58,97152,1.27,5,10,3,674,384,0,E
1.02,0.35,13108.8,192,58,97152,1.27,5,10,10,51,1664,0,E
1.02,0.35,13108.8,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.74,0.28,2216.78,192,20,97152,0.63,14,10,3,674,384,0,E
0.74,0.28,2216.78,192,20,97152,0.63,14,10,10,51,1664,0,E
0.74,0.28,2216.78,192,20,97152,0.63,14,10,33,337,4608,0,G
1.01,0.35,12907.09,192,58,97152,1.27,5,10,3,674,384,0,E
1.01,0.35,12907.09,192,58,97152,1.27,5,10,10,51,1664,0,E
1.01,0.35,12907.09,192,58,97152,1.27,5,10,33,337,4608,0,A
0.18,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.18,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.18,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
1.01,0.34,12632.7,192,58,97152,1.27,5,10,3,674,384,0,E
1.01,0.34,12632.7,192,58,97152,1.27,5,10,10,51,1664,0,E
1.01,0.34,12632.7,192,58,97152,1.27,5,10,33,337,4608,0,A
0.18,0.06,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.18,0.06,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.18,0.06,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.95,0.33,12295.77,192,58,97152,1.27,5,10,3,674,384,0,E
0.95,0.33,12295.77,192,58,97152,1.27,5,10,10,51,1664,0,E
0.95,0.33,12295.77,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.71,0.27,2101.57,192,20,97152,0.63,14,10,3,674,384,0,E
0.71,0.27,2101.57,192,20,97152,0.63,14,10,10,51,1664,0,E
0.71,0.27,2101.57,192,20,97152,0.63,14,10,33,337,4608,0,G
0.97,0.33,12317.48,192,58,97152,1.27,5,10,3,674,384,0,E
0.97,0.33,12317.48,192,58,97152,1.27,5,10,10,51,1664,0,E
0.97,0.33,12317.48,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.97,0.32,12014.94,192,58,97152,1.27,5,10,3,674,384,0,E
0.97,0.32,12014.94,192,58,97152,1.27,5,10,10,51,1664,0,E
0.97,0.32,12014.94,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.93,0.33,11850.45,192,58,97152,1.27,5,10,3,674,384,0,E
0.93,0.33,11850.45,192,58,97152,1.27,5,10,10,51,1664,0,E
0.93,0.33,11850.45,192,58,97152,1.27,5,10,33,337,4608,0,A
0.18,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.18,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.18,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.68,0.26,2011.24,192,20,97152,0.63,14,10,3,674,384,0,E
0.68,0.26,2011.24,192,20,97152,0.63,14,10,10,51,1664,0,E
0.68,0.26,2011.24,192,20,97152,0.63,14,10,33,337,4608,0,G
0.97,0.33,11874.3,192,58,97152,1.27,5,10,3,674,384,0,E
0.97,0.33,11874.3,192,58,97152,1.27,5,10,10,51,1664,0,E
0.97,0.33,11874.3,192,58,97152,1.27,5,10,33,337,4608,0,A
0.19,0.07,749.51,192,22,97152,0.63,14,10,3,674,384,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,10,51,1664,0,F
0.19,0.07,749.51,192,22,97152,0.63,14,10,33,337,4608,0,F
0.66,0.25,1973.89,192,20,97152,0.63,14,10,3,674,384,0,E
0.66,0.25,1973.89,192,20,97152,0.63,14,10,10,51,1664,0,E
0.66,0.25,1973.89,192,20,97152,0.63,14,10,33,337,4608,0,G
0.62,0.25,1916.77,192,20,97152,0.63,14,10,3,674,384,0,E
0.62,0.25,1916.77,192,20,97152,0.63,14,10,10,51,1664,0,E
0.62,0.25,1916.77,192,20,97152,0.63,14,10,33,337,4608,0,G
0.63,0.24,1883.41,192,20,97152,0.63,14,10,3,674,384,0,E
0.63,0.24,1883.41,192,20,97152,0.63,14,10,10,51,1664,0,E
0.63,0.24,1883.41,192,20,97152,0.63,14,10,33,337,4608,0,G
0.62,0.24,1838.96,192,20,97152,0.63,14,10,3,674,384,0,E
0.62,0.24,1838.96,192,20,97152,0.63,14,10,10,51,1664,0,E
0.62,0.24,1838.96,192,20,97152,0.63,14,10,33,337,4608,0,G
0.6,0.24,1823.19,192,20,97152,0.63,14,10,3,674,384,0,E
0.6,0.24,1823.19,192,20,97152,0.63,14,10,10,51,1664,0,E
0.6,0.24,1823.19,192,20,97152,0.63,14,10,33,337,4608,0,G
0.61,0.24,1794.33,192,20,97152,0.63,14,10,3,674,384,0,E
0.61,0.24,1794.33,192,20,97152,0.63,14,10,10,51,1664,0,E
0.61,0.24,1794.33,192,20,97152,0.63,14,10,33,337,4608,0,G
0.97,0.32,4290.3,192,20,193536,1.26,14,10,5,636,1024,0,E
0.97,0.32,4290.3,192,20,193536,1.26,14,10,21,379,3072,0,G
0.97,0.32,4290.3,192,20,193536,1.26,14,10,58,151,9088,0,D
1.29,0.37,25264.17,192,58,193536,2.52,5,10,5,636,1024,0,D
1.29,0.37,25264.17,192,58,193536,2.52,5,10,21,379,3072,0,B
1.29,0.37,25264.17,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.08,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.08,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.08,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.36,0.39,27562.86,192,58,193536,2.52,5,10,5,636,1024,0,D
1.36,0.39,27562.86,192,58,193536,2.52,5,10,21,379,3072,0,B
1.36,0.39,27562.86,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.31,0.37,26196.71,192,58,193536,2.52,5,10,5,636,1024,0,D
1.31,0.37,26196.71,192,58,193536,2.52,5,10,21,379,3072,0,B
1.31,0.37,26196.71,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1,0.34,4483.6,192,20,193536,1.26,14,10,5,636,1024,0,E
1,0.34,4483.6,192,20,193536,1.26,14,10,21,379,3072,0,G
1,0.34,4483.6,192,20,193536,1.26,14,10,58,151,9088,0,D
1.29,0.37,26012.55,192,58,193536,2.52,5,10,5,636,1024,0,D
1.29,0.37,26012.55,192,58,193536,2.52,5,10,21,379,3072,0,B
1.29,0.37,26012.55,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.08,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.08,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.08,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.29,0.36,25589.72,192,58,193536,2.52,5,10,5,636,1024,0,D
1.29,0.36,25589.72,192,58,193536,2.52,5,10,21,379,3072,0,B
1.29,0.36,25589.72,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.26,0.36,25023.06,192,58,193536,2.52,5,10,5,636,1024,0,D
1.26,0.36,25023.06,192,58,193536,2.52,5,10,21,379,3072,0,B
1.26,0.36,25023.06,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
0.93,0.32,4272.27,192,20,193536,1.26,14,10,5,636,1024,0,E
0.93,0.32,4272.27,192,20,193536,1.26,14,10,21,379,3072,0,G
0.93,0.32,4272.27,192,20,193536,1.26,14,10,58,151,9088,0,D
1.26,0.36,24981.77,192,58,193536,2.52,5,10,5,636,1024,0,D
1.26,0.36,24981.77,192,58,193536,2.52,5,10,21,379,3072,0,B
1.26,0.36,24981.77,192,58,193536,2.52,5,10,58,151,9088,0,C
0.21,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.21,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.21,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.24,0.35,24445.24,192,58,193536,2.52,5,10,5,636,1024,0,D
1.24,0.35,24445.24,192,58,193536,2.52,5,10,21,379,3072,0,B
1.24,0.35,24445.24,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
1.24,0.35,24154.48,192,58,193536,2.52,5,10,5,636,1024,0,D
1.24,0.35,24154.48,192,58,193536,2.52,5,10,21,379,3072,0,B
1.24,0.35,24154.48,192,58,193536,2.52,5,10,58,151,9088,0,C
0.21,0.07,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.21,0.07,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.21,0.07,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
0.89,0.31,4109.93,192,20,193536,1.26,14,10,5,636,1024,0,E
0.89,0.31,4109.93,192,20,193536,1.26,14,10,21,379,3072,0,G
0.89,0.31,4109.93,192,20,193536,1.26,14,10,58,151,9088,0,D
1.24,0.35,24171.58,192,58,193536,2.52,5,10,5,636,1024,0,D
1.24,0.35,24171.58,192,58,193536,2.52,5,10,21,379,3072,0,B
1.24,0.35,24171.58,192,58,193536,2.52,5,10,58,151,9088,0,C
0.22,0.08,1493.1,192,22,193536,1.26,14,10,5,636,1024,0,B
0.22,0.08,1493.1,192,22,193536,1.26,14,10,21,379,3072,0,F
0.22,0.08,1493.1,192,22,193536,1.26,14,10,58,151,9088,0,F
0.89,0.29,4029.81,192,20,193536,1.26,14,10,5,636,1024,0,E
0.89,0.29,4029.81,192,20,193536,1.26,14,10,21,379,3072,0,G
0.89,0.29,4029.81,192,20,193536,1.26,14,10,58,151,9088,0,D
0.85,0.3,3912.18,192,20,193536,1.26,14,10,5,636,1024,0,E
0.85,0.3,3912.18,192,20,193536,1.26,14,10,21,379,3072,0,G
0.85,0.3,3912.18,192,20,193536,1.26,14,10,58,151,9088,0,D
0.86,0.3,3846.62,192,20,193536,1.26,14,10,5,636,1024,0,E
0.86,0.3,3846.62,192,20,193536,1.26,14,10,21,379,3072,0,G
0.86,0.3,3846.62,192,20,193536,1.26,14,10,58,151,9088,0,D
0.86,0.29,3765.59,192,20,193536,1.26,14,10,5,636,1024,0,E
0.86,0.29,3765.59,192,20,193536,1.26,14,10,21,379,3072,0,G
0.86,0.29,3765.59,192,20,193536,1.26,14,10,58,151,9088,0,D
0.85,0.29,3728.97,192,20,193536,1.26,14,10,5,636,1024,0,E
0.85,0.29,3728.97,192,20,193536,1.26,14,10,21,379,3072,0,G
0.85,0.29,3728.97,192,20,193536,1.26,14,10,58,151,9088,0,D
0.82,0.28,3662.84,192,20,193536,1.26,14,10,5,636,1024,0,E
0.82,0.28,3662.84,192,20,193536,1.26,14,10,21,379,3072,0,G
0.82,0.28,3662.84,192,20,193536,1.26,14,10,58,151,9088,0,D
1,0.33,5158.57,192,20,232704,1.52,14,10,5,884,1024,0,A
1,0.33,5158.57,192,20,232704,1.52,14,10,20,271,3648,0,C
1,0.33,5158.57,192,20,232704,1.52,14,10,65,337,10944,0,G
1.37,0.4,30380.09,192,58,232704,3.03,5,10,5,884,1024,0,G
1.37,0.4,30380.09,192,58,232704,3.03,5,10,20,271,3648,0,A
1.37,0.4,30380.09,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.41,0.41,33132.98,192,58,232704,3.03,5,10,5,884,1024,0,G
1.41,0.41,33132.98,192,58,232704,3.03,5,10,20,271,3648,0,A
1.41,0.41,33132.98,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.34,0.4,31286.67,192,58,232704,3.03,5,10,5,884,1024,0,G
1.34,0.4,31286.67,192,58,232704,3.03,5,10,20,271,3648,0,A
1.34,0.4,31286.67,192,58,232704,3.03,5,10,65,337,10944,0,A
0.23,0.08,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.23,0.08,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.23,0.08,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.05,0.34,5366,192,20,232704,1.52,14,10,5,884,1024,0,A
1.05,0.34,5366,192,20,232704,1.52,14,10,20,271,3648,0,C
1.05,0.34,5366,192,20,232704,1.52,14,10,65,337,10944,0,G
1.36,0.4,31200.26,192,58,232704,3.03,5,10,5,884,1024,0,G
1.36,0.4,31200.26,192,58,232704,3.03,5,10,20,271,3648,0,A
1.36,0.4,31200.26,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.08,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.08,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.08,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.36,0.39,30861.59,192,58,232704,3.03,5,10,5,884,1024,0,G
1.36,0.39,30861.59,192,58,232704,3.03,5,10,20,271,3648,0,A
1.36,0.39,30861.59,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.3,0.39,30398.33,192,58,232704,3.03,5,10,5,884,1024,0,G
1.3,0.39,30398.33,192,58,232704,3.03,5,10,20,271,3648,0,A
1.3,0.39,30398.33,192,58,232704,3.03,5,10,65,337,10944,0,A
0.23,0.08,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.23,0.08,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.23,0.08,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.04,0.33,5200.99,192,20,232704,1.52,14,10,5,884,1024,0,A
1.04,0.33,5200.99,192,20,232704,1.52,14,10,20,271,3648,0,C
1.04,0.33,5200.99,192,20,232704,1.52,14,10,65,337,10944,0,G
1.34,0.39,30394.28,192,58,232704,3.03,5,10,5,884,1024,0,G
1.34,0.39,30394.28,192,58,232704,3.03,5,10,20,271,3648,0,A
1.34,0.39,30394.28,192,58,232704,3.03,5,10,65,337,10944,0,A
0.23,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.23,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.23,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.34,0.38,29931.43,192,58,232704,3.03,5,10,5,884,1024,0,G
1.34,0.38,29931.43,192,58,232704,3.03,5,10,20,271,3648,0,A
1.34,0.38,29931.43,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.33,0.39,29651.37,192,58,232704,3.03,5,10,5,884,1024,0,G
1.33,0.39,29651.37,192,58,232704,3.03,5,10,20,271,3648,0,A
1.33,0.39,29651.37,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.07,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.07,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1.01,0.33,5043.58,192,20,232704,1.52,14,10,5,884,1024,0,A
1.01,0.33,5043.58,192,20,232704,1.52,14,10,20,271,3648,0,C
1.01,0.33,5043.58,192,20,232704,1.52,14,10,65,337,10944,0,G
1.34,0.38,29605.17,192,58,232704,3.03,5,10,5,884,1024,0,G
1.34,0.38,29605.17,192,58,232704,3.03,5,10,20,271,3648,0,A
1.34,0.38,29605.17,192,58,232704,3.03,5,10,65,337,10944,0,A
0.24,0.08,1795.28,192,22,232704,1.52,14,10,5,884,1024,0,G
0.24,0.08,1795.28,192,22,232704,1.52,14,10,20,271,3648,0,G
0.24,0.08,1795.28,192,22,232704,1.52,14,10,65,337,10944,0,D
1,0.33,4961.88,192,20,232704,1.52,14,10,5,884,1024,0,A
1,0.33,4961.88,192,20,232704,1.52,14,10,20,271,3648,0,C
1,0.33,4961.88,192,20,232704,1.52,14,10,65,337,10944,0,G
0.93,0.32,4847.53,192,20,232704,1.52,14,10,5,884,1024,0,A
0.93,0.32,4847.53,192,20,232704,1.52,14,10,20,271,3648,0,C
0.93,0.32,4847.53,192,20,232704,1.52,14,10,65,337,10944,0,G
0.97,0.31,4773.99,192,20,232704,1.52,14,10,5,884,1024,0,A
0.97,0.31,4773.99,192,20,232704,1.52,14,10,20,271,3648,0,C
0.97,0.31,4773.99,192,20,232704,1.52,14,10,65,337,10944,0,G
