kernel,InputData,advise0,advise1,variant,TimePerc,Time,calls,AVG,MIN,MAX
calculate_temp,4096,3,5,35,100.0,69.51108,1,69.51108,69.51108,69.51108
calculate_temp,4096,1,5,15,100.0,75.79059000000001,1,75.79059000000001,75.79059000000001,75.79059000000001
calculate_temp,4096,4,5,45,100.0,78.41564,1,78.41564,78.41564,78.41564
calculate_temp,4096,5,0,50,93.53,78.66203,1,78.66203,78.66203,78.66203
calculate_temp,4096,6,5,65,100.0,79.31031,1,79.31031,79.31031,79.31031
calculate_temp,4096,5,2,52,100.0,89.81134,1,89.81134,89.81134,89.81134
calculate_temp,4096,5,4,54,100.0,91.22609,1,91.22609,91.22609,91.22609
calculate_temp,4096,5,3,53,100.0,92.25843,1,92.25843,92.25843,92.25843
calculate_temp,4096,5,1,51,100.0,92.66771,1,92.66771,92.66771,92.66771
calculate_temp,4096,5,6,56,100.0,94.5645,1,94.5645,94.5645,94.5645
calculate_temp,4096,5,5,55,100.0,98.01223,1,98.01223,98.01223,98.01223
calculate_temp,4096,2,5,25,100.0,238.7654,1,238.7654,238.7654,238.7654
calculate_temp,4096,2,4,24,100.0,274.1736,1,274.1736,274.1736,274.1736
calculate_temp,4096,2,0,20,98.19,295.6673,1,295.6673,295.6673,295.6673
calculate_temp,4096,2,1,21,100.0,304.5305,1,304.5305,304.5305,304.5305
calculate_temp,4096,2,6,26,100.0,320.1144,1,320.1144,320.1144,320.1144
calculate_temp,4096,2,2,22,100.0,354.6518,1,354.6518,354.6518,354.6518
calculate_temp,4096,2,3,23,100.0,386.9101,1,386.9101,386.9101,386.9101
calculate_temp,8192,0,0,0,2.11,2.908142,1,2.908142,2.908142,2.908142
calculate_temp,8192,0,4,4,17.91,15.234370000000002,1,15.234370000000002,15.234370000000002,15.234370000000002
calculate_temp,8192,0,2,2,49.34,69.03354,1,69.03354,69.03354,69.03354
calculate_temp,8192,0,3,3,53.93,81.49240999999999,1,81.49240999999999,81.49240999999999,81.49240999999999
calculate_temp,8192,0,1,1,53.39,82.51227,1,82.51227,82.51227,82.51227
calculate_temp,8192,0,6,6,56.58,90.61201,1,90.61201,90.61201,90.61201
calculate_temp,8192,3,0,30,80.42,97.13325999999999,1,97.13325999999999,97.13325999999999,97.13325999999999
calculate_temp,8192,4,0,40,82.8,113.4317,1,113.4317,113.4317,113.4317
calculate_temp,8192,3,2,32,100.0,118.2296,1,118.2296,118.2296,118.2296
calculate_temp,8192,1,0,10,84.5,128.2132,1,128.2132,128.2132,128.2132
calculate_temp,8192,3,1,31,100.0,131.1755,1,131.1755,131.1755,131.1755
calculate_temp,8192,3,3,33,100.0,131.3773,1,131.3773,131.3773,131.3773
calculate_temp,8192,6,0,60,85.26,136.1208,1,136.1208,136.1208,136.1208
calculate_temp,8192,0,5,5,66.62,140.8533,1,140.8533,140.8533,140.8533
calculate_temp,8192,3,6,36,100.0,140.8634,1,140.8634,140.8634,140.8634
calculate_temp,8192,3,4,34,100.0,144.6354,1,144.6354,144.6354,144.6354
calculate_temp,8192,1,2,12,100.0,150.9597,1,150.9597,150.9597,150.9597
calculate_temp,8192,1,3,13,100.0,161.4231,1,161.4231,161.4231,161.4231
calculate_temp,8192,4,4,44,100.0,161.442,1,161.442,161.442,161.442
calculate_temp,8192,6,2,62,100.0,161.4622,1,161.4622,161.4622,161.4622
calculate_temp,8192,1,6,16,100.0,162.4009,1,162.4009,162.4009,162.4009
calculate_temp,8192,1,1,11,100.0,165.3723,1,165.3723,165.3723,165.3723
calculate_temp,8192,6,3,63,100.0,175.8781,1,175.8781,175.8781,175.8781
calculate_temp,8192,6,1,61,100.0,177.6528,1,177.6528,177.6528,177.6528
calculate_temp,8192,4,2,42,100.0,179.6805,1,179.6805,179.6805,179.6805
calculate_temp,8192,6,6,66,100.0,179.9464,1,179.9464,179.9464,179.9464
calculate_temp,8192,4,1,41,100.0,192.8354,1,192.8354,192.8354,192.8354
calculate_temp,8192,4,3,43,100.0,193.3524,1,193.3524,193.3524,193.3524
calculate_temp,8192,1,4,14,100.0,193.538,1,193.538,193.538,193.538
calculate_temp,8192,3,5,35,100.0,199.568,1,199.568,199.568,199.568
calculate_temp,8192,6,4,64,100.0,199.8143,1,199.8143,199.8143,199.8143
calculate_temp,8192,4,6,46,100.0,201.0278,1,201.0278,201.0278,201.0278
calculate_temp,8192,1,5,15,100.0,209.298,1,209.298,209.298,209.298
calculate_temp,8192,5,0,50,90.1,211.3308,1,211.3308,211.3308,211.3308
calculate_temp,8192,5,2,52,100.0,241.3206,1,241.3206,241.3206,241.3206
calculate_temp,8192,4,5,45,100.0,242.3549,1,242.3549,242.3549,242.3549
calculate_temp,8192,6,5,65,100.0,252.4221,1,252.4221,252.4221,252.4221
calculate_temp,8192,5,1,51,100.0,255.2115,1,255.2115,255.2115,255.2115
calculate_temp,8192,5,4,54,100.0,255.6531,1,255.6531,255.6531,255.6531
calculate_temp,8192,5,3,53,100.0,255.9586,1,255.9586,255.9586,255.9586
calculate_temp,8192,5,6,56,100.0,261.8793,1,261.8793,261.8793,261.8793
calculate_temp,8192,5,5,55,100.0,276.2953,1,276.2953,276.2953,276.2953
calculate_temp,8192,2,2,22,100.0,1890.0,1,1890.0,1890.0,1890.0
calculate_temp,8192,2,0,20,98.78,1920.0,1,1920.0,1920.0,1920.0
calculate_temp,8192,2,4,24,100.0,1960.0,1,1960.0,1960.0,1960.0
calculate_temp,8192,2,5,25,100.0,2010.0,1,2010.0,2010.0,2010.0
calculate_temp,8192,2,1,21,100.0,2030.0,1,2030.0,2030.0,2030.0
calculate_temp,8192,2,6,26,100.0,2040.0,1,2040.0,2040.0,2040.0
calculate_temp,8192,2,3,23,100.0,2070.0,1,2070.0,2070.0,2070.0
